Unnamed: 0_level_0_Unnamed: 0_level_1,Unnamed: 1_level_0_Unnamed: 1_level_1,Unnamed: 2_level_0_Unnamed: 2_level_1,交易口數與契約金額_多方,交易口數與契約金額_多方,交易口數與契約金額_空方,交易口數與契約金額_空方,交易口數與契約金額_多空淨額,交易口數與契約金額_多空淨額,未平倉餘額_多方,未平倉餘額_多方,未平倉餘額_空方,未平倉餘額_空方,未平倉餘額_多空淨額,未平倉餘額_多空淨額
1,臺股期貨,自營商,7583,65268505,11958,103260466,-4375,-37991961,4767,41802482,7144,62534469,-2377,-20731987
1,臺股期貨,投信,9649,84376678,181,1576061,9468,82800618,88383,772944688,3058,26743433,85325,746201255
1,臺股期貨,外資,79661,678072898,83953,715789471,-4292,-37716573,12704,111170593,95219,832927612,-82515,-721757019
2,電子期貨,自營商,58,605108,104,1084670,-46,-479563,11,122552,219,2438897,-208,-2316345
2,電子期貨,投信,13,144784,0,0,13,144784,211,2349780,0,0,211,2349780
2,電子期貨,外資,111,1178318,51,544043,60,634275,25,278410,219,2438872,-194,-2160462
3,金融期貨,自營商,24,77045,22,71106,2,5938,21,67927,114,368744,-93,-300817
3,金融期貨,投信,0,0,0,0,0,0,38,122915,0,0,38,122915
3,金融期貨,外資,205,662498,223,721527,-18,-59030,131,423733,179,578993,-48,-155260
4,小型臺指期貨,自營商,13898,29761102,13989,29909324,-91,-148222,3664,8031841,9904,21716350,-6240,-13684509
4,小型臺指期貨,投信,25,54764,5,10950,20,43814,130,284258,99,216449,31,67809
4,小型臺指期貨,外資,172045,363827351,164674,348266198,7371,15561153,1845,4034771,3023,6613337,-1178,-2578566
5,微型臺指期貨,自營商,52298,22225903,22456,9597413,29842,12628490,5435,2390318,31997,14038956,-26562,-11648638
5,微型臺指期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
5,微型臺指期貨,外資,236361,99719456,223672,94347785,12689,5371672,8310,3633714,539,235924,7771,3397790
6,小型電子期貨,自營商,154,206010,132,174357,22,31652,175,243696,138,192103,37,51593
6,小型電子期貨,投信,0,0,0,0,0,0,77,107188,0,0,77,107188
6,小型電子期貨,外資,650,870722,652,874537,-2,-3815,21,29233,34,47330,-13,-18097
7,小型金融期貨,自營商,50,39636,14,11294,36,28343,120,97038,12,9704,108,87334
7,小型金融期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
7,小型金融期貨,外資,139,111781,122,98007,17,13775,35,28303,0,0,35,28303
8,股票期貨,自營商,37401,13562444,34218,12936489,3183,625955,117945,34464277,309211,176430310,-191266,-141966033
8,股票期貨,投信,50,8874,50,8874,0,0,150,61882,216,36912,-66,24970
8,股票期貨,外資,216414,107413414,239834,122361097,-23420,-14947683,241917,160316445,603260,296085038,-361343,-135768593
9,ETF期貨,自營商,10591,3126782,6976,3857037,3615,-730255,14221,4929228,45912,25821201,-31691,-20891973
9,ETF期貨,投信,0,0,0,0,0,0,8336,7681614,50,20620,8286,7660994
9,ETF期貨,外資,12917,8415462,12888,9484785,29,-1069322,16603,13112564,4727,4146581,11876,8965983
10,櫃買指數期貨,自營商,0,0,0,0,0,0,0,0,0,0,0,0
10,櫃買指數期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
10,櫃買指數期貨,外資,0,0,0,0,0,0,0,0,0,0,0,0
11,非金電期貨,自營商,182,27638,232,35421,-50,-7783,372,56242,575,86865,-203,-30623
11,非金電期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
11,非金電期貨,外資,116,17755,77,11763,39,5993,54,8158,176,26588,-122,-18430
12,富櫃200期貨,自營商,0,0,0,0,0,0,2,1585,56,44139,-54,-42554
12,富櫃200期貨,投信,0,0,0,0,0,0,44,34681,0,0,44,34681
12,富櫃200期貨,外資,0,0,0,0,0,0,10,7882,0,0,10,7882
13,臺灣中型100期貨,自營商,905,284461,877,275265,28,9196,486,159187,305,99922,181,59265
13,臺灣中型100期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
13,臺灣中型100期貨,外資,22,6996,22,6983,0,13,0,0,0,0,0,0
14,臺灣永續期貨,自營商,0,0,0,0,0,0,214,506268,214,506268,0,0
14,臺灣永續期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
14,臺灣永續期貨,外資,0,0,0,0,0,0,0,0,0,0,0,0
15,臺灣生技期貨,自營商,0,0,0,0,0,0,0,0,8,1530,-8,-1530
15,臺灣生技期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
15,臺灣生技期貨,外資,0,0,0,0,0,0,0,0,0,0,0,0
16,半導體30期貨,自營商,77,52848,74,50475,3,2373,28,20539,27,19808,1,731
16,半導體30期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
16,半導體30期貨,外資,0,0,0,0,0,0,0,0,0,0,0,0
17,航運期貨,自營商,0,0,0,0,0,0,0,0,0,0,0,0
17,航運期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
17,航運期貨,外資,0,0,0,0,0,0,0,0,0,0,0,0
18,東證期貨,自營商,51,40531,77,61183,-26,-20652,0,0,61,48760,-61,-48760
18,東證期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
18,東證期貨,外資,107,85062,91,72473,16,12590,26,20774,93,74498,-67,-53724
