排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,3211,順達,440.0,-17.5,-3.83,07/14,-0.01,0.84,2.8,2.8,3.71,4.07,-9.06,-8.16,-15.3,12.0,12.0,-10.8
2,4764,雙鍵,331.5,29.0,9.59,07/14,1.0,1.0,1.12,2.15,2.15,2.27,4.39,4.5,4.5,4.5,,4.5
3,3026,禾伸堂,815.0,-90.0,-9.94,07/14,-0.88,-0.57,0.24,1.9,5.12,6.78,14.5,14.3,14.7,14.9,14.1,14.3
4,3532,台勝科,510.0,45.5,9.8,07/14,1.05,1.05,1.27,1.66,1.89,2.22,2.47,3.52,3.9,2.22,0.69,3.52
5,8046,南電,1290.0,20.0,1.57,07/14,0.21,0.95,1.39,1.63,2.03,2.94,2.86,6.35,5.5,3.37,3.83,6.71
6,5483,中美晶,253.0,21.5,9.29,07/14,1.22,1.3,1.56,1.51,2.32,3.46,3.67,2.28,5.34,10.2,10.9,3.37
7,3413,京鼎,337.5,3.5,1.05,07/14,0.0,0.0,0.0,1.36,1.36,1.17,-0.48,-0.58,-3.4,1.29,1.42,-0.76
8,5434,崇越,550.0,-9.0,-1.61,07/14,0.45,0.84,0.85,1.26,3.3,3.41,3.11,2.45,0.07,4.7,6.08,2.38
9,2458,義隆,179.5,-3.5,-1.91,07/14,0.13,0.56,0.64,1.21,3.66,3.73,1.29,0.21,1.55,17.4,13.7,-0.76
10,4722,國精化,260.5,13.5,5.47,07/14,1.02,1.02,1.02,1.02,1.02,6.07,5.93,5.22,5.82,6.32,1.72,5.23
11,2313,華通,225.5,-9.5,-4.04,07/14,0.56,0.84,0.89,0.88,0.84,0.47,-1.55,0.61,1.31,-0.04,2.73,1.69
12,6669,緯穎,4905.0,-55.0,-1.11,07/14,0.01,0.04,0.34,0.68,1.84,1.37,4.98,2.83,3.21,1.88,,2.53
13,6182,合晶,186.5,-3.0,-1.58,07/14,-0.32,0.01,0.72,0.63,1.87,5.22,6.23,6.23,6.2,3.33,5.12,6.23
14,5269,祥碩,1525.0,15.0,0.99,07/14,0.06,0.31,0.32,0.62,2.5,3.12,4.53,4.15,-1.84,2.89,4.91,4.78
15,6691,洋基工程,705.0,-20.0,-2.76,07/14,0.04,0.04,0.04,0.59,2.41,3.13,2.37,2.08,2.86,1.62,,1.95
16,8150,南茂,104.0,-11.0,-9.57,07/14,0.0,0.49,0.49,0.58,2.53,1.35,4.47,4.57,4.53,4.46,4.53,4.62
17,8112,至上,85.4,-2.1,-2.4,07/14,0.02,0.02,0.01,0.57,3.23,4.17,2.35,1.65,2.17,3.18,2.39,0.09
18,4967,十銓,224.5,-5.0,-2.18,07/14,0.0,0.14,0.26,0.55,0.99,0.99,0.69,0.48,0.99,0.91,,0.41
19,2356,英業達,63.7,-1.0,-1.55,07/14,0.12,0.2,0.26,0.55,1.24,1.33,3.38,2.96,2.01,-0.88,2.25,3.18
20,6121,新普,384.5,-15.0,-3.75,07/14,0.03,0.04,0.04,0.51,-0.05,-0.09,-3.12,-6.09,-9.14,8.53,10.5,-7.1
21,1477,聚陽,220.0,-6.0,-2.65,07/14,0.09,0.11,0.24,0.51,1.28,-2.53,-3.48,-3.5,-5.7,-4.46,3.77,-4.02
22,6409,旭隼,1080.0,25.0,2.37,07/14,0.0,-0.01,-0.01,0.51,2.43,3.31,4.53,4.36,5.38,5.08,4.96,4.87
23,3023,信邦,314.5,-9.5,-2.93,07/14,0.0,0.0,0.0,0.51,2.74,3.4,1.7,0.83,4.64,8.38,6.0,0.58
24,5469,瀚宇博,74.8,-5.3,-6.62,07/14,0.0,0.0,0.04,0.49,2.72,3.42,2.92,2.35,4.49,1.94,4.77,2.26
25,3665,貿聯-KY,1775.0,-90.0,-4.83,07/14,-0.04,-0.08,-0.07,0.49,0.26,0.6,-2.78,-5.79,-6.46,7.55,9.33,-7.35
26,2472,立隆電,321.0,-22.0,-6.41,07/14,-0.35,-0.42,0.49,0.49,1.97,5.42,7.52,5.83,6.88,8.52,8.56,5.63
27,6213,聯茂,348.5,-11.0,-3.06,07/14,0.02,0.03,0.17,0.47,1.42,2.2,1.66,2.42,1.83,2.42,2.09,2.09
28,6278,台表科,172.5,-8.0,-4.43,07/14,-0.43,-0.43,-0.36,0.47,1.98,0.71,-4.44,-7.59,-12.1,10.7,10.3,-8.7
29,2351,順德,194.5,-16.0,-7.6,07/14,0.0,0.44,0.44,0.46,0.78,1.57,3.18,3.18,3.02,0.39,1.95,3.18
30,4958,臻鼎-KY,629.0,-17.0,-2.63,07/14,0.22,0.59,0.6,0.46,0.25,1.97,3.92,4.58,3.37,1.27,5.15,3.78
31,2352,佳世達,30.6,-0.4,-1.29,07/14,0.0,0.0,0.0,0.45,2.22,2.8,3.01,2.98,2.77,2.58,1.83,2.99
32,6191,精成科,96.2,-5.3,-5.22,07/14,0.0,0.0,-0.02,0.43,3.34,4.29,4.58,2.11,2.0,3.91,5.45,1.95
33,3014,聯陽,135.5,-2.5,-1.81,07/14,0.22,0.36,0.37,0.43,1.92,2.24,2.89,2.41,0.39,3.52,5.08,2.08
