排名,代號,名稱,成交,漲跌 價,漲跌 幅,成交 張數,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,3481,群創,50.4,-2.2,-4.18,366167,07/20,-3861,-25439,-27528,-57182,-86662,-56776.0,47486.0,116095.0,187225.0,154480.0
2,00953B,群益優選非投等債,9.8,0.03,0.31,30787,07/20,-991,-1124,-11306,-50485,-23980,8332.0,8508.0,29277.0,47569.0,32130.0
3,2303,聯電,130.0,-14.0,-9.72,297590,07/20,-11151,-22434,-18791,-23643,-32122,-22967.0,103558.0,141609.0,181355.0,190475.0
4,00632R,元大台灣50反1,10.9,0.07,0.65,198909,07/20,12509,-6182,-103,-15928,-3668,-9886.0,15104.0,33321.0,71470.0,50834.0
5,00664R,國泰臺灣加權反1,1.75,0.01,0.57,45315,07/20,13,-10902,-11363,-14911,-9007,-18341.0,-19774.0,-20275.0,-49644.0,-18608.0
6,6147,頎邦,164.0,-14.5,-8.12,31773,07/20,-8969,-11672,-11781,-14246,-15626,-12303.0,-8043.0,34532.0,35784.0,34765.0
7,6770,力積電,63.0,-5.9,-8.56,179761,07/20,-6043,-4336,-17864,-14098,-17770,2846.0,31322.0,5593.0,114616.0,58086.0
8,2409,友達,25.4,-0.4,-1.55,235635,07/20,-721,-7456,-4219,-13780,-32764,-18632.0,12046.0,10944.0,150137.0,79585.0
9,00665L,富邦恒生國企正2,9.37,0.69,7.95,30801,07/20,-2302,-1688,-7770,-11684,-20713,-31286.0,-5175.0,-18134.0,-34683.0,-25247.0
10,8150,南茂,103.0,-7.5,-6.79,49834,07/20,-1993,-3935,-8421,-10152,-8525,-9270.0,1761.0,-6181.0,16766.0,5009.0
11,1815,富喬,77.3,-4.2,-5.15,18512,07/20,-2647,-6929,-7621,-9457,-9444,-7032.0,-18574.0,-17875.0,-21148.0,-29181.0
12,2489,瑞軒,30.6,-1.55,-4.82,13173,07/20,-2069,-5531,-6169,-9290,-13516,-19292.0,-17957.0,17636.0,17651.0,21849.0
13,1785,光洋科,104.5,-3.0,-2.79,14552,07/20,-1494,-3878,-4097,-7197,-11223,-8593.0,-9581.0,6043.0,6924.0,1808.0
14,6182,合晶,135.0,-14.5,-9.7,97341,07/20,1965,-7293,-9558,-6996,-2822,5787.0,45717.0,50779.0,58241.0,53465.0
15,1802,台玻,53.3,-3.3,-5.83,33570,07/20,-3046,-5072,-5270,-6540,-6616,-7746.0,-29715.0,-27578.0,25298.0,-12876.0
16,00988A,主動統一全球創新,16.56,0.32,1.97,71024,07/20,23,-6481,-6141,-5798,1409,-2442.0,48698.0,67699.0,,67179.0
17,1714,和桐,15.0,-0.3,-1.96,20737,07/20,-288,-2331,-2604,-5602,3192,-12619.0,5732.0,9034.0,7763.0,8362.0
18,2493,揚博,217.0,5.5,2.6,4988,07/20,-57,-3540,-3850,-5602,-5673,-5099.0,-708.0,1578.0,7442.0,583.0
19,00753L,中信中國50正2,9.52,0.6,6.73,26321,07/20,-3852,-1577,-3012,-5517,-10024,-17202.0,-5637.0,-3902.0,-16955.0,-12393.0
20,2426,鼎元,53.5,-2.2,-3.95,8885,07/20,-967,-2298,-2542,-5425,-9278,-8946.0,-3027.0,7688.0,7782.0,7719.0
21,3042,晶技,157.0,-11.5,-6.82,12292,07/20,-2027,-5304,-4330,-5225,-8841,-9303.0,-6964.0,7974.0,9738.0,8224.0
22,2351,順德,156.0,-16.5,-9.57,5734,07/20,-1508,-2977,-3363,-4755,-9326,-12422.0,-2315.0,8249.0,9886.0,8186.0
23,3715,定穎投控,119.5,-4.0,-3.24,6644,07/20,-1281,-3210,-3346,-4750,-3809,-4142.0,-10950.0,-24569.0,1808.0,-15487.0
