證券代號,證券名稱,交易別,成交價,成交股數,成交金額
2101,南港,逐筆交易,33.00,"7,560,000","249,480,000"
1434,福懋,配對交易,20.16,"1,477,000","29,776,320"
2327,國巨*,配對交易,773.89,"111,000","85,901,790"
2327,國巨*,配對交易,745.00,"1,070,000","797,150,000"
2330,台積電,配對交易,"2,454.24","15,000","36,813,600"
2330,台積電,配對交易,"2,420.00","1,249,000","3,022,580,000"
2330,台積電,配對交易,"2,411.81","28,425","68,555,699"
2330,台積電,配對交易,"2,411.80","220,000","530,596,000"
2330,台積電,配對交易,"2,411.78","207,000","499,238,460"
2330,台積電,配對交易,"2,411.77","27,575","66,504,558"
2330,台積電,配對交易,"2,410.12","290,000","698,934,800"
2330,台積電,配對交易,"2,410.10","242,000","583,244,200"
2330,台積電,配對交易,"2,380.00","20,000","47,600,000"
2357,華碩,配對交易,697.93,"24,000","16,750,320"
2360,致茂,配對交易,"1,860.00","250,000","465,000,000"
2360,致茂,配對交易,"1,804.85","85,360","154,061,996"
2360,致茂,配對交易,"1,804.82","46,640","84,176,805"
2360,致茂,配對交易,"1,760.75","17,700","31,165,275"
2360,致茂,配對交易,"1,760.74","100,300","176,602,222"
2360,致茂,配對交易,"1,757.50","250,000","439,375,000"
2382,廣達,配對交易,378.00,"3,500,000","1,323,000,000"
2474,可成,配對交易,192.50,"597,000","114,922,500"
2492,華新科,配對交易,390.00,"4,144,000","1,616,160,000"
2885,元大金,配對交易,66.61,"598,000","39,832,780"
2891,中信金,配對交易,64.21,"251,000","16,116,710"
3044,健鼎,配對交易,419.62,"141,600","59,418,192"
3044,健鼎,配對交易,419.60,"98,400","41,288,640"
3044,健鼎,配對交易,417.97,"59,000","24,660,230"
3533,嘉澤,配對交易,"1,907.87","14,000","26,710,180"
3661,世芯-KY,配對交易,"3,725.00","65,700","244,732,500"
4958,臻鼎-KY,配對交易,599.00,"252,000","150,948,000"
6176,瑞儀,配對交易,86.78,"182,000","15,793,960"
6196,帆宣,配對交易,536.96,"31,650","16,994,784"
6196,帆宣,配對交易,536.91,"43,350","23,275,048"
總計,,,,"23,268,700","11,797,360,569"
