單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"12,667,950,960","12,103,970,566","563,980,394"
自營商(避險),"52,863,827,908","61,492,251,791","-8,628,423,883"
投信,"38,851,814,844","22,530,017,915","16,321,796,929"
外資及陸資(不含外資自營商),"467,832,013,383","473,915,691,059","-6,083,677,676"
外資自營商,0,0,0
合計,"572,215,607,095","570,041,931,331","2,173,675,764"
