代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 週別,更新 日期,外資 連續 買賣 週數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 週數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 週數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 週數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
00696B,富邦美債20年,29.38,-0.12,-0.41,26W27,07/02,59,702901,44.6,107.0,0,0,0.0,0.0,-3,-15408,-17.9,-2.34,25,335888,45.7,51.1
00717,富邦美國特別股,14.83,0.06,0.41,26W27,07/02,53,25825,60.0,20.4,0,0,0.0,0.0,2,282,23.8,0.22,18,15536,75.9,12.3
00857B,永豐20年美公債,23.3,-0.09,-0.38,26W27,07/02,34,186027,43.8,34.2,0,0,0.0,0.0,7,13562,16.6,2.49,34,197458,46.5,36.3
00931B,統一美債20年,13.63,-0.07,-0.51,26W27,07/02,24,323856,53.2,15.3,0,0,0.0,0.0,1,2198,19.2,0.1,24,376194,61.8,17.8
00984B,大華優利美A債15,16.44,-0.02,-0.12,26W27,07/02,16,102865,42.2,76.8,0,0,0.0,0.0,5,11349,25.0,8.47,9,59166,58.5,44.2
00915,凱基優選高股息30,32.08,-0.24,-0.74,26W27,07/02,15,82335,14.4,15.5,0,0,0.0,0.0,69,1007717,43.4,190.0,69,1183161,50.9,223.0
00740B,富邦全球投等債,38.96,-0.02,-0.05,26W27,07/02,14,83404,44.9,3.86,0,0,0.0,0.0,-18,-116916,-38.1,-5.42,1,807,7.49,0.04
00772B,中信高評級公司債,33.9,-0.06,-0.18,26W27,07/02,14,113344,50.8,3.33,0,0,0.0,0.0,5,7330,8.96,0.22,45,248976,41.3,7.32
00773B,中信優先金融債,36.22,-0.04,-0.11,26W27,07/02,14,28269,34.6,1.11,0,0,0.0,0.0,-3,-2095,-11.6,-0.08,35,50140,24.0,1.96
00862B,中信投資級公司債,31.86,-0.07,-0.22,26W27,07/02,14,8942,27.6,1.01,0,0,0.0,0.0,-3,-858,-15.9,-0.1,28,5001,8.02,0.56
00948B,中信優息投資級債,9.56,-0.01,-0.1,26W27,07/02,14,452664,55.8,11.3,0,0,0.0,0.0,7,45803,9.02,1.14,49,1798803,58.1,44.8
00959B,大華投等美債15Y+,9.46,0.0,0.0,26W27,07/02,14,59429,44.0,11.5,0,0,0.0,0.0,-1,-255,-5.4,-0.05,9,56015,60.8,10.8
00966B,統一ESG投等債15+,14.06,-0.03,-0.21,26W27,07/02,14,20407,27.5,17.0,0,0,0.0,0.0,-2,-787,-7.93,-0.66,-1,-378,-8.98,-0.32
00757,統一FANG+,128.3,1.8,1.42,26W27,07/02,13,29461,19.3,10.3,0,0,0.0,0.0,1,2226,25.8,0.78,4,10547,26.1,3.68
00770,國泰北美科技,68.4,-0.7,-1.01,26W27,07/02,13,7545,20.5,9.5,0,0,0.0,0.0,3,1194,26.3,1.5,3,1440,31.7,1.81
00900,富邦特選高股息30,19.37,0.05,0.26,26W27,07/02,13,216097,26.5,13.0,0,0,0.0,0.0,13,301201,37.0,18.2,13,525798,64.6,31.7
00909,國泰數位支付服務,47.45,-0.64,-1.33,26W27,07/02,13,52921,22.8,49.4,0,0,0.0,0.0,13,46876,20.2,43.7,13,99797,43.0,93.1
00983A,主動中信ARK創新,12.44,0.09,0.73,26W27,07/02,13,74722,26.5,60.9,0,0,0.0,0.0,13,102455,36.4,83.5,13,177177,62.9,144.0
00636,國泰中國A50,28.07,-0.81,-2.8,26W27,07/02,11,4806,11.7,4.81,0,0,0.0,0.0,-1,-404,-12.8,-0.4,22,37129,32.7,37.2
00795B,中信美國公債20年,27.16,-0.08,-0.29,26W27,07/02,11,150541,36.5,9.43,5,400,0.22,0.03,1,5542,19.5,0.35,15,218678,37.1,13.7
00933B,國泰10Y+金融債,16.19,0.0,0.0,26W27,07/02,11,176434,28.0,2.72,0,0,0.0,0.0,7,78783,18.7,1.21,14,341066,45.1,5.26
00853B,統一美債10年Aa-A,27.87,0.01,0.04,26W27,07/02,10,2751,5.15,1.51,0,0,0.0,0.0,1,226,5.0,0.12,40,28255,12.4,15.5
00401A,主動摩根台灣鑫收,13.78,0.09,0.66,26W27,07/02,9,42665,10.2,17.6,0,0,0.0,0.0,1,3041,18.2,1.26,5,17177,10.4,7.1
00661,元大日經225,89.65,-1.4,-1.54,26W27,07/02,9,1304,18.7,5.57,0,0,0.0,0.0,-2,-170,-18.2,-0.72,-2,-147,-15.8,-0.63
00731,復華富時高息低波,87.1,-1.25,-1.41,26W27,07/02,9,3564,9.93,16.1,0,0,0.0,0.0,10,2256,5.77,10.2,73,49115,17.9,222.0
00890B,凱基ESGBBB債15+,32.69,0.0,0.0,26W27,07/02,9,478,3.84,2.55,0,0,0.0,0.0,1,25,3.8,0.13,9,566,4.54,3.02
00949,復華日本龍頭,20.73,0.25,1.22,26W27,07/02,9,7251,13.5,4.03,0,0,0.0,0.0,16,26193,28.8,14.6,17,33617,33.2,18.7
3066,李洲,24.1,0.05,0.21,26W27,07/02,9,2326,6.48,2.8,0,0,0.0,0.0,-1,-19,-0.39,-0.02,9,2337,6.51,2.81
3526,凡甲,344.5,18.5,5.67,26W27,07/02,9,4018,8.35,6.1,-6,-919,-3.4,-1.4,1,10,0.32,0.02,3,727,6.9,1.1
4130,健亞,27.3,0.85,3.21,26W27,07/02,9,1416,19.1,1.03,0,0,0.0,0.0,-1,-11,-0.73,-0.01,9,1413,19.1,1.02
4966,譜瑞-KY,656.0,33.0,5.3,26W27,07/02,9,7627,5.35,9.66,-5,-3353,-6.04,-4.25,1,33,0.53,0.04,1,393,6.39,0.5
5906,台南-KY,38.0,0.0,0.0,26W27,07/02,9,36,5.6,0.1,0,0,0.0,0.0,-2,-3,-0.89,-0.01,3,20,3.72,0.06
00734B,台新JPM新興債,16.03,0.03,0.19,26W27,07/02,8,902,4.35,3.47,0,0,0.0,0.0,-1,-195,-10.5,-0.75,19,1364,5.18,5.25
