單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"8,868,843,746","12,211,540,289","-3,342,696,543"
自營商(避險),"31,713,848,127","45,313,891,820","-13,600,043,693"
投信,"26,647,708,627","13,967,415,943","12,680,292,684"
外資及陸資(不含外資自營商),"387,383,463,245","425,332,451,234","-37,948,987,989"
外資自營商,0,0,0
合計,"454,613,863,745","496,825,299,286","-42,211,435,541"
