"排名","代號","名稱","成交","漲跌價","漲跌幅","法人買賣日期","當日買賣超佔成交","2日買賣超佔成交","3日買賣超佔成交","5日買賣超佔成交","10日買賣超佔成交","1個月買賣超佔成交","3個月買賣超佔成交","半年買賣超佔成交","1年買賣超佔成交","3年買賣超佔成交","10年買賣超佔成交","今年買賣超佔成交"
"1","00785B","富邦金融投等債","35.2","-0.12","-0.34","07/13","+99.6","+99.4","+99.4","+99.2","+98.7","+97.8","+97.2","+93.3","+89.6","+90","","+93"
"2","4728","雙美","381","+4","+1.06","07/13","+99.3","+98.9","+98.9","+95.1","+93.7","+79.3","+47","+48.5","+25.4","+6.58","+1.71","+44.8"
"3","00681R","元大美債20反1","21.39","+0.06","+0.28","07/13","-96","+68.2","+72","+72.8","+3.54","+4.29","+3.75","+4.55","+3.76","+2.99","","+4.72"
"4","910322","康師傅-DR","22.5","0","0","07/13","+21.5","+19","+61","+70.5","+20.3","-16.4","-26.9","-6.15","-6.78","-0.91","-0.59","-1.74"
"5","5324","士開","12.05","0","0","07/13","+90.7","+74.2","+72.7","+64.4","+63.5","+61.7","+29.4","+15.8","+9.14","+1.15","+0.46","+14.6"
"6","00689R","國泰20年美債反1","22.4","+0.02","+0.09","07/13","+68.1","+76.2","+62.6","+64.1","+41.6","+27.4","+24.3","+17.2","+10.4","+2.98","","+16.9"
"7","00986B","FT金融債10+","9.88","-0.02","-0.2","07/13","+84.2","+84","+81","+52.8","+29.1","+51.1","+40.8","+49.9","","","","+48.7"
"8","00717","富邦美國特別股","14.94","+0.04","+0.27","07/13","0","+40.5","+57.6","+51.4","+49.7","+63.5","+77.1","+67.2","+61.3","+45","","+67.4"
"9","5880","合庫金","25.2","+0.05","+0.2","07/13","+51.5","+48.7","+50.7","+50.3","+30.9","+33","+4.98","+1.26","+1.11","-3","-0.43","+0.42"
"10","2357","華碩","704","+20","+2.92","07/13","+46.8","+46","+51.2","+46.2","+21.1","+5.08","+5.64","-0.79","-6.93","-2.11","-2.44","-2.35"
"11","6741","91APP*-KY","59.2","-0.8","-1.33","07/13","+27.5","+42.6","+44.5","+44.4","+36.8","+10","-2.85","-11.2","-14.8","-3.6","","-10.6"
"12","2637","慧洋-KY","84.7","+1.7","+2.05","07/13","+25.7","+36.4","+38.1","+44","+32.5","+21.9","+23.6","+20.9","+13.1","+2.98","+0.86","+23"
"13","2618","長榮航","40.75","+1.15","+2.9","07/13","+62.9","+56","+55.9","+43.4","+18.4","+23.2","+0.39","+3.9","+1.75","-0.45","+0.09","+4.22"
"14","00857B","永豐20年美公債","23.12","-0.06","-0.26","07/13","+63.5","+37","+34.2","+42.4","+46.9","+54.4","+49.3","+45.6","+34.7","+10.9","","+47.6"
"15","2707","晶華","180.5","+0.5","+0.28","07/13","+33.8","+37.2","+26.9","+42","+40.5","+29.8","+2.12","-5.16","-2.3","-0.39","-0.57","-5.2"
"16","00712","復華富時不動產","8.87","+0.08","+0.91","07/13","+57.7","+40.7","+33.4","+41.2","+30.7","+17.9","+12.9","+7.88","+9.63","+4.02","","+9.92"
"17","2105","正新","32.85","+0.45","+1.39","07/13","+46.4","+40.1","+36","+40.7","+37.7","+11.9","-14.3","-4.53","-5.47","-4.02","-1.65","-3.99"
"18","2867","三商壽","8.83","-0.03","-0.34","07/13","+24.1","+23","+39.5","+40.4","+17.8","+15","+25.4","+27","+21.9","+8.6","+4.16","+26.6"
"19","2480","敦陽科","163.5","+3","+1.87","07/13","+44.8","+32.6","+26.9","+39.2","+30.4","+19","+2.78","-0.9","-2.48","+1.37","+0.73","-1.35"
"20","5609","中菲行","78.7","-0.2","-0.25","07/13","+50.2","+28.2","+39.1","+39.1","+30.2","-3.16","-2.96","-3.3","+0.84","-0.76","+0.44","-2.82"
"21","9939","宏全","124","+1.5","+1.22","07/13","+53.7","+39.2","+29","+38.6","+3.2","-4.17","+4.52","+3.24","+1.24","+0.99","+0.17","+3.25"
