代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,外資 連續 買賣 日數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 日數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 日數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 日數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
2382,廣達,369.0,-3.0,-0.81,07/02,-1,-1360,-15.1,-0.04,30,315702,24.8,8.17,5,999,1.5,0.03,5,12057,18.2,0.31
2377,微星,143.0,-2.5,-1.72,07/02,-3,-10613,-12.2,-1.26,25,38632,5.61,4.57,-9,-2729,-1.62,-0.32,11,27781,14.7,3.29
0050,元大台灣50,108.8,-0.55,-0.5,07/02,-1,-17771,-24.2,-0.09,21,77787,2.17,0.37,-1,-7710,-10.5,-0.04,-1,-23501,-32.0,-0.11
2633,台灣高鐵,26.4,-0.1,-0.38,07/02,-11,-77900,-46.0,-1.38,15,86447,42.1,1.54,1,16,0.25,0.0,-3,-7003,-22.8,-0.12
4915,致伸,66.9,0.5,0.75,07/02,-13,-27533,-33.7,-5.83,15,10488,11.4,2.22,-1,-1,-0.02,0.0,3,1109,6.61,0.24
6670,復盛應用,254.5,3.0,1.19,07/02,2,158,12.0,0.11,15,3878,21.4,2.78,1,1,0.19,0.0,7,1093,11.4,0.78
2903,遠百,22.05,0.25,1.15,07/02,-6,-12882,-39.4,-0.91,14,13555,22.5,0.96,-1,0,-0.02,0.0,1,578,21.5,0.04
2886,兆豐金,46.0,-0.15,-0.33,07/02,-11,-307467,-49.1,-2.07,13,354967,52.4,2.39,10,6109,1.03,0.04,8,32433,6.95,0.22
3189,景碩,830.0,-56.0,-6.32,07/02,-1,-8111,-29.3,-1.54,13,16288,3.8,3.09,-2,-464,-0.7,-0.09,-1,-8184,-29.6,-1.55
1513,中興電,176.5,-0.5,-0.28,07/02,-5,-5328,-16.5,-1.06,12,18513,13.7,3.68,-8,-1218,-1.42,-0.24,-1,-432,-11.5,-0.09
2845,遠東銀,13.0,0.0,0.0,07/02,1,478,2.14,0.01,12,92331,32.1,1.9,1,1,0.0,0.0,1,3294,14.7,0.07
2892,第一金,32.1,-1.1,-3.31,07/02,-5,-170465,-52.6,-1.19,12,311043,43.5,2.16,-1,-1,0.0,0.0,-1,-10462,-20.8,-0.07
3596,智易,191.5,-2.0,-1.03,07/02,-2,-910,-26.6,-0.41,12,5523,15.9,2.51,1,17,1.1,0.01,-1,-262,-16.8,-0.12
5876,上海商銀,41.85,-0.55,-1.3,07/02,-12,-71921,-42.8,-1.48,12,67089,40.0,1.38,8,2348,2.23,0.05,-1,-2240,-27.6,-0.05
