單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"5,821,952,327","7,048,030,507","-1,226,078,180"
自營商(避險),"52,163,818,118","82,667,473,450","-30,503,655,332"
投信,"21,949,096,286","20,337,276,393","1,611,819,893"
外資及陸資(不含外資自營商),"292,449,576,695","379,934,201,994","-87,484,625,299"
外資自營商,0,0,0
合計,"372,384,443,426","489,986,982,344","-117,602,538,918"
