排名,代號,名稱,成交,漲跌 價,漲跌 幅,成交 張數,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,3015,全漢,67.4,-7.4,-9.89,8108,07/07,577.0,2383.0,2880.0,14800.0,2383.0,181.0,,645.0,893.0,684.0
2,2360,致茂,1965.0,-215.0,-9.86,2739,07/07,13400.0,13400.0,13400.0,13400.0,,650.0,13400.0,181.0,60.7,229.0
3,2103,台橡,24.65,0.45,1.86,9765,07/07,3.01,-12.7,11.4,6750.0,,954.0,1612.0,448.0,,372.0
4,6525,捷敏-KY,221.0,20.0,9.95,8085,07/07,26.8,33.0,1390.0,5860.0,627.0,29700.0,,29700.0,,29700.0
5,2455,全新,318.5,-19.5,-5.77,11718,07/07,283.0,91.4,91.4,5450.0,,-53.9,-85.5,-53.9,-57.5,-60.8
6,3025,星通,61.6,-6.8,-9.94,2462,07/07,1200.0,1633.0,1200.0,5100.0,1200.0,5100.0,373.0,-50.9,73.3,-49.0
7,1909,榮成,10.75,0.1,0.94,10048,07/07,-2.5,-2.5,1200.0,3800.0,1850.0,1200.0,457.0,333.0,62.5,225.0
8,2436,偉詮電,70.3,-7.4,-9.52,7458,07/07,-5.83,135.0,178.0,3648.0,3023.0,-29.1,15517.0,2242.0,-31.3,2131.0
9,6416,瑞祺電通,91.0,8.2,9.9,1215,07/07,3520.0,3520.0,3520.0,3520.0,3520.0,,,18000.0,,5933.0
10,00406A,主動中信台灣收益,9.86,-0.37,-3.62,37202,07/07,2300.0,2300.0,3020.0,3020.0,,,,,,
11,2451,創見,256.0,-14.5,-5.36,4639,07/07,7.29,-3.74,-16.3,2990.0,,-64.4,452.0,60.1,,86.1
12,1440,南紡,14.3,-0.3,-2.05,6142,07/07,1250.0,1250.0,2600.0,2600.0,2600.0,-93.0,,,145.0,
