單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"9,857,567,180","8,460,494,914","1,397,072,266"
自營商(避險),"29,355,920,782","27,245,597,860","2,110,322,922"
投信,"39,169,378,897","22,055,447,754","17,113,931,143"
外資及陸資(不含外資自營商),"351,767,701,476","356,099,564,323","-4,331,862,847"
外資自營商,0,0,0
合計,"430,150,568,335","413,861,104,851","16,289,463,484"
