排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 賣出 佔 成交,2日 賣出 佔 成交,3日 賣出 佔 成交,5日 賣出 佔 成交,10日 賣出 佔 成交,1個月 賣出 佔 成交,3個月 賣出 佔 成交,半年 賣出 佔 成交,1年 賣出 佔 成交,3年 賣出 佔 成交,10年 賣出 佔 成交,今年 賣出 佔 成交
1,6165,浪凡,48.55,1.25,2.64,07/31,96.3,92.8,88.8,85.7,60.8,43.6,36.4,30.3,30.6,26.3,15.9,30.3
2,00734B,台新JPM新興債,15.66,-0.01,-0.06,07/31,0.0,86.2,86.3,34.4,24.0,13.6,1.83,1.76,1.99,2.0,,1.51
3,00943,兆豐電子高息等權,20.74,0.9,4.54,07/31,94.0,91.6,82.7,80.0,80.1,75.8,41.2,21.4,12.2,,,17.8
4,3705,永信,53.6,-0.4,-0.74,07/31,94.2,83.4,79.3,73.0,65.1,44.1,37.0,40.8,42.7,32.9,24.7,42.8
5,1590,亞德客-KY,1325.0,-15.0,-1.12,07/31,79.4,78.8,79.2,73.6,73.6,72.1,75.9,74.2,72.7,72.4,54.8,72.7
6,00788B,元大10年IG電能債,29.78,0.17,0.57,07/31,11.1,3.99,78.4,61.8,55.2,35.0,23.9,18.3,24.9,13.5,,28.8
7,00856B,永豐1-3年美公債,38.28,0.01,0.03,07/31,57.4,27.4,75.3,74.0,63.7,49.4,32.4,25.3,12.3,2.16,,23.1
8,5009,榮剛,31.8,0.3,0.95,07/31,85.6,81.3,75.2,68.9,58.0,39.1,31.1,31.1,31.1,27.4,21.0,30.9
9,3168,眾福科,41.15,0.85,2.11,07/31,76.3,79.0,74.8,63.0,55.9,47.7,23.7,21.8,18.6,,,21.5
10,8464,億豐,381.0,-1.5,-0.39,07/31,73.1,71.1,74.6,73.8,77.4,71.0,77.6,63.2,29.5,10.9,4.02,46.1
11,5536,聖暉*,925.0,19.0,2.1,07/31,69.9,74.4,72.9,72.9,67.0,55.9,43.1,37.6,37.2,37.4,27.6,36.5
12,00982B,FT投資級債20+,9.67,0.07,0.73,07/31,17.9,5.22,72.9,61.4,58.7,54.3,14.3,7.12,2.88,,,5.68
13,3044,健鼎,369.0,27.0,7.89,07/31,78.8,74.2,72.5,72.0,72.5,63.5,50.8,49.3,45.9,41.2,42.8,47.6
14,00683L,期元大美元指正2,21.69,-0.31,-1.41,07/31,98.5,72.5,72.1,57.2,45.9,17.2,8.66,3.52,2.37,2.81,,4.09
15,6146,耕興,192.5,6.5,3.49,07/31,83.4,79.0,71.4,65.0,59.8,43.6,40.9,37.5,39.3,39.5,42.2,37.0
16,3023,信邦,296.0,23.0,8.42,07/31,72.9,70.2,71.0,69.5,69.3,68.2,54.6,49.0,51.6,56.2,44.5,49.0
17,5274,信驊,14525.0,1320.0,10.0,07/31,40.8,67.5,70.9,73.9,68.7,61.7,57.3,58.6,57.0,49.6,39.8,58.6
18,2360,致茂,2100.0,190.0,9.95,07/31,65.7,70.8,70.6,72.5,71.2,67.8,62.4,60.3,61.3,63.0,54.8,59.0
19,3533,嘉澤,1855.0,165.0,9.76,07/31,73.1,72.4,70.2,69.6,68.4,68.1,51.7,48.4,48.2,48.8,29.3,47.1
20,4766,南寶,308.5,0.0,0.0,07/31,82.4,78.4,70.2,67.6,64.1,50.6,35.3,35.6,35.2,36.6,,36.6
21,2395,研華,563.0,16.0,2.93,07/31,69.9,69.3,69.3,66.5,61.4,55.8,55.6,50.8,56.8,64.5,68.1,51.1
22,2105,正新,30.45,-0.1,-0.33,07/31,73.3,70.9,68.6,68.6,54.0,34.8,45.5,50.0,51.9,52.0,46.6,49.5
23,1713,國化,46.1,-0.05,-0.11,07/31,77.5,64.0,68.6,63.2,49.2,44.3,26.6,26.9,23.1,22.2,15.2,22.4
24,6491,晶碩,324.0,2.5,0.78,07/31,73.1,66.8,68.2,67.5,63.1,38.3,31.5,31.8,33.1,31.9,,32.6
25,2383,台光電,4745.0,430.0,9.97,07/31,84.7,70.6,67.7,64.8,64.8,60.5,52.5,52.1,48.6,39.5,33.2,50.2
26,3131,弘塑,2370.0,215.0,9.98,07/31,61.7,67.5,67.6,64.3,57.4,50.9,47.9,40.8,35.9,31.3,21.3,38.4
27,00689R,國泰20年美債反1,22.83,-0.16,-0.7,07/31,100.0,68.3,67.4,57.5,56.0,36.3,23.7,16.9,11.0,4.84,,15.6
28,3529,力旺,2475.0,185.0,8.08,07/31,74.0,69.9,67.3,64.7,62.4,56.2,48.6,44.6,44.3,43.7,32.0,43.5
