"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料週別","更新日期","持股100張以下(%)","100張以下增減","持股200張以下(%)","200張以下增減","持股400張以下(%)","400張以下增減","持股600張以下(%)","600張以下增減"
"21","00936","台新永續高息中小","21.35","-0.11","-0.51","26W29","07/17","82.4","-0.27","88.6","-0.25","90.3","-0.35","90.6","-0.35"
"22","00944","野村趨勢動能高息","21","+0.11","+0.53","26W29","07/17","82.9","+0.98","86.6","+0.84","89.5","+1.73","92.1","+1.85"
"23","00929","復華台灣科技優息","29.13","+0.08","+0.28","26W29","07/17","77.1","+0.26","86.7","+0.31","90.5","+0.31","91.5","+0.35"
"24","009808","華南永昌優選50","30.76","+0.33","+1.08","26W29","07/17","74.6","-0.06","81.7","-0.07","90.1","+0.01","90.1","-0.98"
"25","00895","富邦未來車","50.3","+0.35","+0.7","26W29","07/17","83.2","-0.26","87.4","-0.45","89.3","-0.31","89.7","+0.05"
"26","006208","富邦台50","245.1","+1.95","+0.8","26W29","07/17","86.7","+0.42","89","+0.48","90","+0.46","90.3","+0.44"
"27","00934","中信成長高股息","29.61","+0.15","+0.51","26W29","07/17","83.6","+0.06","89","+0.05","91.3","+0.28","92.4","+0.06"
"28","8349A","恒耀甲特","45.6","+0.05","+0.11","26W29","07/17","55.6","-0.04","68.1","-0.04","89.8","0","100","0"
"29","00961","FT臺灣永續高息","13.17","0","0","26W29","07/17","73.9","-1.04","85.3","-1.28","91.8","-1.43","94.9","-0.81"
"30","009804","聯邦台精彩50","22.69","+0.29","+1.29","26W29","07/17","77.3","-2.41","87","-1.23","93.6","-1.23","95.9","-1.75"
"31","00878","國泰永續高股息","33","+0.29","+0.89","26W29","07/17","74.9","+0.15","84.2","+0.16","88.6","+0.19","90","+0.18"
"32","00907","永豐優息存股","17.11","-0.09","-0.52","26W29","07/17","78","+0.19","84.3","+0.09","86.7","-0.14","87.3","-0.13"
"33","00919","群益台灣精選高息","31.44","+0.13","+0.42","26W29","07/17","73.1","+0.35","83.8","+0.47","89.2","+0.56","90.8","+0.56"
"34","0051","元大中型100","146","+0.2","+0.14","26W29","07/17","82.4","+0.29","84.8","+1.1","86.2","+0.29","90.8","+0.32"
"35","00932","兆豐永續高息等權","17.52","-0.12","-0.68","26W29","07/17","78","-0.21","84.1","-0.18","86.2","-0.17","86.6","-0.17"
"36","2314","台揚","11.6","-0.15","-1.28","26W29","07/17","79.6","+0.03","85.5","-0.17","90.3","-0.01","93.3","-0.01"
"37","00875","國泰網路資安","55.75","+2.3","+4.3","26W29","07/17","75.4","-0.96","79.6","-1.03","84.9","+1.15","89.4","+1.15"
"38","0056","元大高股息","53.85","+0.25","+0.47","26W29","07/17","75.8","+0.01","83.9","+0.03","88","+0.03","89.3","+0.03"
"39","00888","永豐台灣ESG","33.76","+0.85","+2.58","26W29","07/17","80.5","-1.81","85","-1.84","87.4","-2","88.1","-2.08"
"40","00918","大華優利高填息30","34.26","+0.14","+0.41","26W29","07/17","73.9","+0.22","82.8","+0.27","86.9","+0.25","88.2","+0.25"
"41","00690","兆豐藍籌30","78.1","+1.55","+2.02","26W29","07/17","81.3","+0.73","86.5","+0.74","89.5","+1.56","91.1","+1.08"
"42","00927","群益半導體收益","36.71","+0.46","+1.27","26W29","07/17","76.4","-2.47","84","-2.46","88.2","-2.1","89.8","-2.01"
"43","009819","中信數據及電力","9.89","-0.02","-0.2","26W29","07/17","75.1","-0.61","82.3","-0.63","86.1","-0.98","87.7","-1.12"
"44","00891","中信關鍵半導體","34.58","+0.31","+0.9","26W29","07/17","76.2","+0.15","83.5","+0.05","87.5","-0.03","88.9","+0.01"
"45","00783","富邦中証500","28.27","-0.08","-0.28","26W29","07/17","61.5","-0.12","73.5","+0.35","92.6","-0.15","100","0"
"46","3580","友威科","82.3","+1.4","+1.73","26W29","07/17","67","-0.48","75.5","-1.01","89.3","+1.32","92.9","+1.73"
"47","00894","中信小資高價30","46.94","+0.57","+1.23","26W29","07/17","77.3","-0.29","81.5","-0.27","85.2","-0.12","86.5","+0.82"
"48","00921","兆豐龍頭等權重","24.48","-0.16","-0.65","26W29","07/17","83.2","+0.06","86.7","+0.1","88.1","-0.44","90.8","+1.31"
"49","9103","美德醫療-DR","5.08","-0.06","-1.17","26W29","07/17","69.8","+0.06","80","-0.12","88.6","+0.11","92.3","-0.1"
"50","00940","元大台灣價值高息","12.69","+0.02","+0.16","26W29","07/17","69.9","+0.08","81.2","+0.05","87.5","+0.05","89.7","+0.06"
"51","00909","國泰數位支付服務","47.82","+0.87","+1.85","26W29","07/17","81.2","+0.23","85.3","+0.58","88.2","+0.59","89.1","+0.6"
"52","00952","凱基台灣AI50","18.23","+0.11","+0.61","26W29","07/17","76.6","+0.41","85.4","+0.83","89","+1","91.1","+1.2"
"53","009825","聯邦美國金融創新","10.19","-0.02","-0.2","26W29","07/17","57.3","","71.1","","80.7","","85.6",""
"54","00700","富邦恒生國企","17.39","0","0","26W29","07/17","62.6","-0.64","73.4","-1.73","87.7","-0.97","90.7","-0.97"
"55","00731","復華富時高息低波","93.95","+0.45","+0.48","26W29","07/17","73.8","-0.81","74.7","-0.81","79.3","-0.81","79.3","-2.84"
"56","00903","富邦元宇宙","21.31","+0.18","+0.85","26W29","07/17","79.4","+0.71","86","+0.91","88.3","-0.45","90.3","+1.52"
"57","00941","中信上游半導體","25.46","-0.22","-0.86","26W29","07/17","80","-0.21","86.5","-0.26","89.9","-0.17","91.8","-0.24"
"58","00999A","主動野村臺灣高息","11.44","+0.13","+1.15","26W29","07/17","75.2","-0.11","83.5","+0.02","87.2","+0.08","89","-0.02"
"59","00770","國泰北美科技","68.3","+0.75","+1.11","26W29","07/17","77.1","-0.6","82.8","-0.42","87.6","-0.43","87.6","-1.81"
"60","00886","永豐美國科技","47.51","+0.5","+1.06","26W29","07/17","75.4","-0.27","81.1","-0.27","87.7","-1.3","100","0"
"61","00982A","主動群益台灣強棒","22.54","+0.19","+0.85","26W29","07/17","72","+0.05","80.3","+0.1","85.2","+0.19","87.1","+0.18"
"62","00904","台新臺灣半導體30","40.5","+0.21","+0.52","26W29","07/17","79","+0.78","85.1","+0.82","87.5","+0.98","88.5","+0.72"
"63","00923","群益台ESG低碳50","39.77","+0.38","+0.96","26W29","07/17","77.4","+0.06","81.7","+0.15","83.9","+0.32","84.4","+0.26"
"64","00901","永豐智能車供應鏈","46.27","+0.54","+1.18","26W29","07/17","82.1","-0.12","86.1","-0.12","87","-0.09","90.9","-0.13"
"65","00916","國泰全球品牌50","26.75","-0.1","-0.37","26W29","07/17","76.6","0","82.7","-0.5","84.7","-0.58","86.5","-0.5"
"66","00881","國泰台灣科技龍頭","50","+0.39","+0.79","26W29","07/17","77.7","+0.13","83.3","+0.11","86.1","+0.14","87.1","+0.2"
"67","009802","富邦旗艦50","19.54","+0.27","+1.4","26W29","07/17","74.1","+0.03","82.1","+0.14","86.8","+0.17","89.1","+0.18"
"68","00733","富邦臺灣中小","68.75","+0.5","+0.73","26W29","07/17","77.7","+0.94","80.7","+1.05","82.7","+0.31","86.3","+1.71"
"69","00910","第一金太空衛星","58.35","-0.1","-0.17","26W29","07/17","79.6","+1.01","83.3","+1.11","86.3","+0.55","88.1","+0.5"
"70","00917","中信特選金融","24.08","-0.1","-0.41","26W29","07/17","77.5","+0.11","83.1","+0.02","86","+0.79","89.5","+0.36"
"71","00670L","富邦NASDAQ正2","200.8","+1.7","+0.85","26W29","07/17","76.3","+0.13","83.5","+0.55","88.3","+0.2","90.1","+0.86"
"72","3094","聯傑","40.8","+2.7","+7.09","26W29","07/17","69.7","+4.13","75.8","+4.27","83.4","+2.85","85.5","+1.56"
"73","00900","富邦特選高股息30","19.03","-0.01","-0.05","26W29","07/17","72.6","+0.98","81.5","+1.04","85.5","+1.07","86.9","+1.1"
"74","006207","復華滬深","32.35","-0.1","-0.31","26W29","07/17","53","+0.17","66.2","-0.11","83.6","+1.25","88.5","-5.06"
"75","00858","永豐美國500大","35.84","0","0","26W29","07/17","70.3","-0.09","78.5","+0.06","84","+0.43","86.5","+0.07"
"76","009821","野村稀土關鍵資源","15.92","0","0","26W29","07/17","77","-0.06","83.7","-0.08","87.3","-0.19","89.3","-0.14"
"77","00771","元大US高息特別股","15.42","-0.01","-0.06","26W29","07/17","74.9","-0.22","79.9","-0.22","84.1","-0.22","88.1","0"
"78","00737","國泰AI機器人","41.33","+0.46","+1.13","26W29","07/17","80","-0.62","81.9","-0.85","85.7","-1.83","91.3","+0.02"
"79","00987A","主動台新優勢成長","16.62","+0.03","+0.18","26W29","07/17","77","+1.09","83.1","+1.08","85.9","+1.1","88","+1.35"
"80","6530","創威","86.9","-2.1","-2.36","26W29","07/17","64.6","-0.56","73.8","+0.07","82.6","-0.46","82.6","-1.87"
"81","00877","復華中國5G","37.53","-0.12","-0.32","26W29","07/17","61.7","-0.53","72.3","+0.01","79.8","-0.21","82.3","-0.22"
"82","009824","群益美國科技巨頭","10.01","+0.04","+0.4","26W29","07/17","69.3","-0.33","76.8","-0.78","81.8","-0.72","85.5","-0.56"
"83","3556","禾瑞亞","62.9","+0.2","+0.32","26W29","07/17","74.5","+0.83","79.2","+0.54","84.2","0","84.2","0"
"84","00915","凱基優選高股息30","31.76","+0.17","+0.54","26W29","07/17","79.2","-0.03","81.8","+0.07","83.2","-0.04","84.4","+0.05"
"85","009803","玉山市值動能50","21.8","+0.22","+1.02","26W29","07/17","72.8","+0.97","80.3","+0.9","86.9","+0.84","88","+0.81"
"86","00892","富邦台灣半導體","40.06","+0.04","+0.1","26W29","07/17","76.4","+0.39","81.1","+0.43","84.6","+0.57","85.6","+0.79"
"87","00984A","主動安聯台灣高息","15.75","+0.09","+0.57","26W29","07/17","76.7","-1.82","83.6","-2.2","86.7","-1.8","87.8","-1.72"
"88","00653L","富邦印度正2","46.83","+0.08","+0.17","26W29","07/17","57.7","-0.74","72.7","-0.97","81.4","-0.98","85.1","-0.52"
"89","00985A","主動野村台灣50","23.29","+0.03","+0.13","26W29","07/17","73.8","-0.29","81.1","-0.34","84.8","-0.23","87","-0.11"
"90","4968","立積","92","-1.6","-1.71","26W29","07/17","73.2","+1.07","76.9","+1.02","81","+1.38","85.8","+1.54"
"91","00692","富邦公司治理","91.7","+0.55","+0.6","26W29","07/17","77.4","+0.17","81.2","+0.43","82.9","+0.47","83.4","+0.55"
"92","6150","撼訊","61.1","-0.6","-0.97","26W29","07/17","75","-0.7","79.8","-0.36","82.6","-0.34","86.6","-0.3"
"93","6494","九齊","54.9","+0.1","+0.18","26W29","07/17","66.1","-0.27","74.2","-0.06","85","-0.01","92.4","0"
"94","00730","富邦臺灣優質高息","28.93","-0.18","-0.62","26W29","07/17","78.9","+0.25","80.6","+0.25","82.4","+0.26","85.2","+0.27"
"95","009811","統一美國50","13.18","0","0","26W29","07/17","67.7","+0.48","75.2","+0.22","80.6","+0.33","83.4","+0.17"
"96","00885","富邦越南","18.53","-0.05","-0.27","26W29","07/17","64.7","+0.39","75.6","+0.7","82.9","+0.58","85.6","+0.66"
"97","00657","國泰日經225","78","+0.45","+0.58","26W29","07/17","64.3","-0.87","68.7","+1.81","78.6","-2.33","86.6","+5.65"
"98","6129","普誠","13.45","-0.05","-0.37","26W29","07/17","73.2","-0.14","79.1","-0.26","82.7","-0.14","83.7","-0.53"
"99","3632","研勤","7.49","-0.02","-0.27","26W29","07/17","76.8","0","80","0","82.8","0","82.8","0"
"100","1565","精華","97.8","-1.1","-1.11","26W29","07/17","68.3","-0.54","75.7","-0.23","81.8","0","88.4","0"
"101","8034","榮群","20.15","+0.25","+1.26","26W29","07/17","63.7","-0.03","73.1","-0.18","82","+0.79","85.5","+0.03"
"102","6443","元晶","26.65","-0.05","-0.19","26W29","07/17","77.2","-0.22","80.7","-0.41","82.9","-0.27","84.6","-0.15"
"103","00402A","主動安聯美國科技","9.6","-0.03","-0.31","26W29","07/17","67","-0.26","76.1","-0.37","82.2","-0.31","86.7","-0.4"
"104","00971","野村美國研發龍頭","17.48","+0.02","+0.11","26W29","07/17","70.6","-1.18","76.8","-1.22","80.3","-1.2","82","-1.84"
"105","00403A","主動統一升級50","10.36","+0.11","+1.07","26W29","07/17","66.2","-0.25","77.1","-0.15","83.9","-0.15","86.9","-0.13"
"106","00675L","富邦臺灣加權正2","317.4","+3.6","+1.15","26W29","07/17","74.1","+0.48","79.7","+0.59","82.2","+0.96","83.7","+0.98"
"107","00897","富邦基因免疫生技","13.44","-0.1","-0.74","26W29","07/17","64.5","-0.69","72.7","-0.92","79.9","-1.1","84.6","-0.72"
"108","00661","元大日經225","86.2","+0.75","+0.88","26W29","07/17","73.1","+0.25","77","+0.21","82.2","+0.22","89.2","+5.33"
"109","00850","元大臺灣ESG永續","91.4","+0.85","+0.94","26W29","07/17","77.9","+0.12","81","+0.02","82.4","+0.08","83.3","+0.12"
"110","00995A","主動中信台灣卓越","17.45","+0.32","+1.87","26W29","07/17","75.2","+0.46","82.9","+0.42","87.1","+0.45","89","+0.64"
"111","00913","兆豐台灣晶圓製造","47.53","+0.86","+1.84","26W29","07/17","80.7","-2.99","85.6","-4.01","88.9","-3.82","90.8","-1.9"
"112","00911","兆豐洲際半導體","52.5","-0.3","-0.57","26W29","07/17","79.9","-2.15","83.4","-3.33","84.6","-4.48","90","-0.93"
"113","4989","榮科","68.2","+1.9","+2.87","26W29","07/17","68.5","+7.92","71","+7.48","73.7","+7.53","75.9","+7.81"
"114","009823","群益S&P500","10.45","0","0","26W29","07/17","73.8","-1.99","80.5","-1.92","84.3","-1.98","86.7","-1.91"
"115","6237","驊訊","35.2","+0.4","+1.15","26W29","07/17","72.8","+1.27","77.6","+1.01","80.9","+0.05","82.1","+0.05"
"116","3567","逸昌","25.4","+0.05","+0.2","26W29","07/17","65","+0.54","72.2","+0.46","81.4","+0.24","82.6","+0.24"
"117","00902","中信電池及儲能","13.64","0","0","26W29","07/17","69.6","+0.28","78.4","+0.8","82.7","+0.54","84.8","+0.97"
"118","00400A","主動國泰動能高息","15","+0.19","+1.28","26W29","07/17","66.6","-2.57","77.8","-2.73","84.3","-2.83","86.7","-3.01"
"119","00997A","主動群益美國增長","11.28","-0.09","-0.79","26W29","07/17","63.5","+0.85","73.3","+1.14","79.5","+1.29","82.7","+1.38"
"120","8088","品安","45.75","-0.15","-0.33","26W29","07/17","73.3","+1.01","76.8","+1.08","80.1","+0.07","80.8","+0.07"
"121","00992A","主動群益科技創新","18.68","+0.23","+1.25","26W29","07/17","69.7","+1.38","78.3","+1.46","83.5","+1.57","85.9","+1.64"
"122","00859B","群益0-1年美債","40.85","-0.16","-0.39","26W29","07/17","52.8","+4.43","64.3","+5.7","74.1","+5.14","76.2","+5.34"
"123","00962","台新AI優息動能","15.23","0","0","26W29","07/17","66.8","+0.5","73.1","+0.73","77","+1.06","77.9","+1.06"
"124","00994A","主動第一金台股優","17.28","+0.06","+0.35","26W29","07/17","71.4","+1.13","79.5","+1.08","84.1","+1","87.3","+1.39"
"125","0053","元大電子","243.5","+1.95","+0.81","26W29","07/17","67.4","+1.64","67.4","+1.64","81","-0.11","81","-0.11"
"126","6104","創惟","99.3","-3.2","-3.12","26W29","07/17","69.5","+0.63","75","+1.31","80.2","+1.02","83.8","+1.68"
"127","00928","中信上櫃ESG30","32.99","+0.3","+0.92","26W29","07/17","75.3","+6.49","82.2","+8.54","87","+10.8","90.7","+13.3"
"128","3043","科風","21.1","-0.3","-1.4","26W29","07/17","62.4","+0.16","73.3","+0.48","80.9","-0.04","85.6","0"
"129","006206","元大上證50","37.72","-0.08","-0.21","26W29","07/17","66.8","+0.48","74.4","+0.04","80.5","+0.15","80.5","+0.15"
"130","6226","光鼎","34","+3.05","+9.85","26W29","07/17","58","-0.27","64.3","+0.14","68.6","+0.47","71.9","-0.86"
"131","009801","中信美國創新科技","11.15","0","0","26W29","07/17","62.1","-1.12","70.5","-1.11","75","-1.05","77.9","-0.99"
"132","4967","十銓","273.5","-2","-0.73","26W29","07/17","70.6","-0.66","73.3","-1.23","79.5","-0.41","84","+0.44"
"133","00986A","主動台新龍頭成長","14.41","+0.01","+0.07","26W29","07/17","74.8","+0.95","81.1","+1.42","83.7","+1.5","85.1","+0.4"
"134","00946","群益科技高息成長","15.48","-0.07","-0.45","26W29","07/17","69.9","+0.56","77.8","+0.67","81.8","+0.82","83.5","+0.83"
"135","009816","凱基台灣TOP50","15.59","+0.13","+0.84","26W29","07/17","66","-1.22","76","-1.29","82.6","-1.44","85.2","-1.46"
"136","00993A","主動安聯台灣","13.59","+0.13","+0.97","26W29","07/17","69.1","+0.22","77.5","+0.11","83.8","+0.07","87.6","+0.16"
"137","00406A","主動中信台灣收益","9.81","+0.11","+1.13","26W29","07/17","63.3","-4.23","75.2","-4.25","82.9","-4.48","87.6","-4.2"
"138","00989A","主動摩根美國科技","17.23","+0.32","+1.89","26W29","07/17","67.6","+0.75","74.3","+1.04","79.6","+0.59","80.8","+1.17"
"139","4951","精拓科","79.1","+1","+1.28","26W29","07/17","61.9","-0.72","68.7","-1.02","80.3","-0.28","83.1","-0.3"
"140","009814","富邦標普500","11.37","-0.02","-0.18","26W29","07/17","68.8","+0.89","77.7","+1.15","83.2","+1.02","85.6","+1.07"
"141","00954","中信日本半導體","18.2","-0.15","-0.82","26W29","07/17","67.7","+0.11","74.3","+0.4","79.5","+1.22","82.7","+2.51"
"142","1591","駿吉-KY","36.05","+0.55","+1.55","26W29","07/17","61.6","0","68.2","0","78.2","0","87.4","0"
"143","6207","雷科","111","+3","+2.78","26W29","07/17","72.7","-0.44","75","-0.84","79.4","-0.77","84.8","+0.19"
"144","8277","商丞","8.14","+0.04","+0.49","26W29","07/17","65.6","-0.35","74.1","+0.15","80.3","-0.08","83.4","-0.08"
"145","4303","信立","39","-3.1","-7.36","26W29","07/17","69","+0.58","76.3","-0.05","80.7","-0.28","82.9","+0.2"
"146","3047","訊舟","13.95","-0.05","-0.36","26W29","07/17","70.1","-0.17","75.5","-0.33","79.4","-0.03","82.1","+0.01"
"147","00738U","期元大道瓊白銀","54.75","-0.15","-0.27","26W29","07/17","67","+0.34","75","+0.42","82.1","+0.16","85.2","+0.71"
"148","00898","國泰基因免疫革命","11.06","-0.08","-0.72","26W29","07/17","67.9","-0.66","76.2","-0.55","81.7","-0.31","85.2","-0.27"
"149","0052","富邦科技","62.35","+0.45","+0.73","26W29","07/17","73.9","-0.09","78.3","-0.07","80.7","-0.12","81.6","-0.06"
"150","6533","晶心科","265.5","-3","-1.12","26W29","07/17","64.1","-0.67","70.3","-1.45","77.2","-0.82","81.8","+0.02"
"151","009805","台新美國電力基建","15.25","-0.16","-1.04","26W29","07/17","65.4","+0.66","73.7","+0.87","78.2","+1.09","80.9","+1.23"
"152","00735","國泰臺韓科技","103.4","+0.1","+0.1","26W29","07/17","74.4","+1.61","79.2","+1.02","83.9","+0.13","87.3","+0.92"
"153","00988A","主動統一全球創新","16.39","-0.14","-0.85","26W29","07/17","60.8","-3.07","69.9","-3.85","76.3","-3.97","78.8","-4.46"
"154","00935","野村臺灣新科技50","58.2","+1","+1.75","26W29","07/17","70.5","-1.07","76","-1.28","79.6","-1.08","80.5","-1.32"
"155","8038","長園科","31.9","-0.1","-0.31","26W29","07/17","70.4","+0.16","76.2","+0.2","79.7","+0.53","81.2","-0.09"
"156","3323","加百裕","30.1","-0.5","-1.63","26W29","07/17","71.2","+0.32","75.4","+0.38","78.2","+0.32","80.4","+0.99"
"157","00762","元大全球AI","112.55","-0.1","-0.09","26W29","07/17","73","+0.3","76.5","+0.1","79.6","-0.4","82.9","+1.06"
"158","3686","達能","14.45","+0.05","+0.35","26W29","07/17","64","+0.18","69.8","+0.19","78.4","+0.07","81.6","-0.01"
"159","00636","國泰中國A50","27.65","-0.17","-0.61","26W29","07/17","58.9","+0.1","70.9","+0.3","77.1","-0.29","82.7","+0.33"
"160","4977","眾達-KY","172","+0.5","+0.29","26W29","07/17","66.7","-1.79","71.3","-2.03","77.2","-3.82","81.4","-2.06"
"161","00960","野村全球航運龍頭","20.76","+0.25","+1.22","26W29","07/17","80.9","+0.35","84.6","+0.21","87","-0.5","87.8","+0.31"
"162","3060","銘異","26.9","-0.45","-1.65","26W29","07/17","61.4","+0.61","69.4","+1.27","75.3","+0.98","78.6","+1.46"
"163","00949","復華日本龍頭","21.98","+0.24","+1.1","26W29","07/17","69.6","-0.24","76.2","-0.25","78.8","-0.36","81.4","-0.4"
"164","00405A","主動富邦台灣龍耀","8.78","+0.1","+1.15","26W29","07/17","62.5","-3.73","74.7","-4.05","82.5","-4.48","85.9","-4.61"
"165","00996A","主動兆豐台灣豐收","14.15","+0.08","+0.57","26W29","07/17","70","+0.14","78.3","-0.02","82.4","+0.05","85.4","-0.23"
"166","3483","力致","75","+0.6","+0.81","26W29","07/17","68.1","+0.22","74.1","+0.7","77.3","-0.78","81.9","+0.01"
"167","00981A","主動統一台股增長","30.09","+0.57","+1.93","26W29","07/17","66","+0.02","74.9","+0.01","80.8","0","83","-0.15"
"168","6243","迅杰","41.6","-0.8","-1.89","26W29","07/17","67.4","-1.79","71.2","-1.62","75.4","-1.36","80.7","-1.67"
"169","00847B","中信美國市政債","24.62","-0.19","-0.77","26W29","07/17","25.9","-0.01","29.8","-0.01","41.3","+0.05","46.5","0"
"170","3058","立德","8.15","-0.01","-0.12","26W29","07/17","62.7","+0.26","70.7","+0.17","77.6","+0.16","80.7","+0.43"
"171","6517","保勝光學","71.6","-2.1","-2.85","26W29","07/17","65.9","-3.47","71.3","-1.93","78.8","-1.41","82","0"
"172","00830","國泰費城半導體","82.85","-0.8","-0.96","26W29","07/17","68.4","-1.62","72.5","-1.63","75.9","-1.61","77","-1.65"
"173","6683","雍智科技","1200","-45","-3.61","26W29","07/17","52.9","+1.87","60.7","+0.06","77.4","+1.2","85.4","0"
"174","2002A","中鋼特","37.2","-0.05","-0.13","26W29","07/17","62.1","-0.01","70.4","0","77.5","0","84.3","0"
"175","00947","台新臺灣IC設計","37.66","+0.01","+0.03","26W29","07/17","71.7","+2.22","76.8","+1.82","79.9","+2.01","80.8","+2.1"
"176","00958B","永豐ESG銀行債15+","9.02","-0.07","-0.77","26W29","07/17","51.7","-0.52","65.3","-0.47","75.3","-0.32","80.1","-0.16"
"177","1471","首利","10","-0.1","-0.99","26W29","07/17","66.4","+0.11","73.2","-0.04","77.8","+0.58","81.7","-0.02"
"178","009815","大華美國MAG7+","11.45","+0.08","+0.7","26W29","07/17","63.3","-0.04","72","-0.42","77.8","-0.14","80.7","-0.34"
"179","00920","富邦ESG綠色電力","24.65","-0.02","-0.08","26W29","07/17","78","0","79.6","0","81","+0.3","85.8","+2.71"
"180","6127","九豪","50.8","-0.1","-0.2","26W29","07/17","70.5","+0.36","73.5","-0.73","78.1","+0.24","80.4","-0.68"
"181","00956","中信日經高股息","13.39","+0.08","+0.6","26W29","07/17","70.1","-1.48","76.6","-1.36","79.4","-1.34","79.4","-2.78"
"182","4973","廣穎","153","-1.5","-0.97","26W29","07/17","65.4","+0.07","71.7","-0.01","76","-0.41","79.7","+0.17"
"183","00799B","國泰A級醫療債","28.56","-0.19","-0.66","26W29","07/17","62.9","+0.8","70.5","-0.48","78.9","-0.92","80.6","+0.79"
"184","00713","元大台灣高息低波","61.55","-0.05","-0.08","26W29","07/17","72","+0.37","75.3","+0.28","76.9","+0.34","77.3","+0.34"
"185","3360","尚立","15.55","+0.05","+0.32","26W29","07/17","62.7","+2.52","72","+3.01","76","+1.94","79.3","+2.07"
"186","00924","復華S&P500成長","33.05","-0.01","-0.03","26W29","07/17","68.4","-0.32","73.3","-0.23","76.1","-0.19","76.7","-0.29"
"187","00703","台新MSCI中國","19.57","+0.03","+0.15","26W29","07/17","60.7","+0.07","70.6","-0.99","77.7","-0.98","83","-0.3"
"188","3141","晶宏","75.7","-1.2","-1.56","26W29","07/17","68.7","-0.05","75.6","-0.05","84.2","-0.18","91.4","+0.85"
"189","5272","笙科","17.25","-0.05","-0.29","26W29","07/17","65.9","+0.15","72.1","0","76.1","0","81.2","0"
"190","00782B","國泰A級公用債","29.44","-0.19","-0.64","26W29","07/17","61.4","+1.01","68.5","-0.44","79.2","-0.8","81.8","-1.18"
"191","2365","昆盈","30","-0.4","-1.32","26W29","07/17","71.2","-0.02","74.4","-0.21","76.2","-0.09","78.8","-0.11"
"192","2485","兆赫","43","-1","-2.27","26W29","07/17","73.2","-0.53","75.8","-0.59","79","-0.75","81","-0.35"
"193","3062","建漢","20.95","-0.25","-1.18","26W29","07/17","66.4","+0.12","71.4","-0.01","76.3","+0.56","78.9","+0.72"
"194","00645","富邦日本","58.5","+0.35","+0.6","26W29","07/17","63.6","-0.49","69.1","-0.25","75","-0.44","80.3","-0.68"
"195","2471","資通","49.85","+0.05","+0.1","26W29","07/17","64","+0.19","71.1","+0.2","75.9","+1.04","85.2","0"
