證券代號,證券名稱,交易別,成交價,成交股數,成交金額
1303,南亞,配對交易,221.52,"256,000","56,709,120"
1590,亞德客-KY,配對交易,"1,337.91","137,000","183,293,670"
2317,鴻海,配對交易,238.00,"1,017,000","242,046,000"
2330,台積電,配對交易,"2,529.28","30,000","75,878,400"
2330,台積電,配對交易,"2,462.78","30,000","73,883,400"
2330,台積電,配對交易,"2,452.88","128,200","314,459,216"
2330,台積電,配對交易,"2,452.84","126,800","311,020,112"
2330,台積電,配對交易,"2,448.01","39,150","95,839,592"
2330,台積電,配對交易,"2,448.00","95,850","234,640,800"
2330,台積電,配對交易,"2,440.00","22,000","53,680,000"
2330,台積電,配對交易,"2,433.46","318,000","773,840,280"
2330,台積電,配對交易,"2,433.45","210,000","511,024,500"
2330,台積電,配對交易,"2,430.00","45,000","109,350,000"
2345,智邦,配對交易,"2,296.67","9,000","20,670,030"
2360,致茂,配對交易,"1,993.89","15,000","29,908,350"
2454,聯發科,配對交易,"3,719.95","120,000","446,394,000"
2883,凱基金,配對交易,30.35,"1,345,000","40,820,750"
2885,元大金,配對交易,66.10,"543,000","35,892,300"
2891,中信金,配對交易,63.00,"471,000","29,673,000"
2891,中信金,配對交易,62.85,"305,000","19,169,250"
2891,中信金,配對交易,62.65,"247,000","15,474,550"
3037,欣興,配對交易,891.73,"445,000","396,819,850"
3044,健鼎,配對交易,422.73,"193,000","81,586,890"
3533,嘉澤,配對交易,"1,980.00","10,000","19,800,000"
5269,祥碩,配對交易,"1,620.00","10,000","16,200,000"
5876,上海商銀,配對交易,44.96,"412,000","18,523,520"
5876,上海商銀,配對交易,44.94,"363,000","16,313,220"
8464,億豐,配對交易,353.65,"67,470","23,860,766"
8464,億豐,配對交易,353.62,"105,530","37,317,519"
總計,,,,"7,116,000","4,284,089,084"
