證券代號,證券名稱,交易別,成交價,成交股數,成交金額
2727,王品,逐筆交易,246.00,"440,000","108,240,000"
2308,台達電,配對交易,"2,120.00","300,000","636,000,000"
2308,台達電,配對交易,"2,001.00","9,000","18,009,000"
2317,鴻海,配對交易,244.98,"70,000","17,148,600"
2327,國巨*,配對交易,"1,045.00","615,000","642,675,000"
2330,台積電,配對交易,"2,492.50","26,000","64,805,000"
2330,台積電,配對交易,"2,482.32","15,000","37,234,800"
2330,台積電,配對交易,"2,472.50","131,000","323,897,500"
2330,台積電,配對交易,"2,472.11","14,333","35,432,753"
2330,台積電,配對交易,"2,472.08","10,667","26,369,677"
2330,台積電,配對交易,"2,447.63","10,000","24,476,300"
2330,台積電,配對交易,"2,447.62","10,000","24,476,200"
2360,致茂,配對交易,"2,157.50","81,000","174,757,500"
2360,致茂,配對交易,"2,152.50","70,000","150,675,000"
2379,瑞昱,配對交易,769.00,"30,000","23,070,000"
2382,廣達,配對交易,339.50,"586,000","198,947,000"
2454,聯發科,配對交易,"4,217.50","5,000","21,087,500"
2454,聯發科,配對交易,"4,212.50","5,000","21,062,500"
2705,六福,配對交易,18.30,"1,558,000","28,511,400"
2881,富邦金,配對交易,122.25,"159,000","19,437,750"
2891,中信金,配對交易,71.05,"272,000","19,325,600"
3037,欣興,配對交易,972.00,"420,000","408,240,000"
3533,嘉澤,配對交易,"2,186.30","11,700","25,579,710"
3533,嘉澤,配對交易,"2,186.27","17,300","37,822,471"
3711,日月光投控,配對交易,687.41,"39,000","26,808,990"
總計,,,,"4,905,000","3,114,090,251"
