"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料週別","更新日期","持股100張以下(%)","100張以下增減","持股200張以下(%)","200張以下增減","持股400張以下(%)","400張以下增減","持股600張以下(%)","600張以下增減"
"901","00986D","主動復華金融債息","14.38","-0.09","-0.62","26W30","07/24","26.2","-0.23","38.9","+0.8","49.7","+0.54","52.5","-0.4"
"902","2493","揚博","181.5","-3.5","-1.89","26W30","07/24","39.2","+0.11","42.3","+0.19","46.3","+1.07","51.4","+1.62"
"903","6515","穎崴","6250","+145","+2.38","26W30","07/24","27.5","-0.95","37.5","-0.29","49.3","-1.27","53.1","-0.1"
"904","4164","承業醫","26.2","-0.1","-0.38","26W30","07/24","37.9","+0.07","44.4","+0.25","49.1","+0.02","52.3","+0.03"
"905","6703","軒郁","103","0","0","26W30","07/24","41.3","-0.41","45","-0.63","48.5","-0.02","56.2","0"
"906","6272","驊陞","26.5","+2.4","+9.96","26W30","07/24","34.5","-0.06","42.8","+0.32","49.3","+0.75","53.4","+0.75"
"907","2745","五福","89.4","-0.1","-0.11","26W30","07/24","40.6","+0.97","42.4","-0.48","47.2","+0.19","48.7","0"
"908","2250","IKKA-KY","59.7","+0.4","+0.67","26W30","07/24","40.8","+0.36","45.8","-0.29","48.7","-0.16","48.7","-0.16"
"909","3485","敘豐","234","+3","+1.3","26W30","07/24","31.5","-0.08","39.6","-0.1","47.6","-0.08","53.3","0"
"910","1305","華夏","12.1","-0.3","-2.42","26W30","07/24","40.3","+0.38","44.8","+0.33","49","+0.41","50.9","+0.32"
"911","4912","聯德控股-KY","99.2","+1","+1.02","26W30","07/24","34.6","+0.2","43","+0.12","49.2","+0.64","57.8","0"
"912","4138","曜亞","52.8","+0.5","+0.96","26W30","07/24","44.7","+0.04","47.6","0","48.6","0","48.6","0"
"913","6265","方土昶","57.1","-1","-1.72","26W30","07/24","46.2","-0.08","51.1","+0.04","55.4","+0.14","58","+0.08"
"914","6615","慧智","34.5","+0.1","+0.29","26W30","07/24","41.5","0","46.1","0","48.5","0","61.3","0"
"915","8255","朋程","152","+3","+2.01","26W30","07/24","39.2","-0.05","43.6","+0.35","48","-0.03","50.3","-0.58"
"916","6185","幃翔","12.65","+0.05","+0.4","26W30","07/24","34.2","-0.15","40","-0.21","47.5","+0.12","52.5","-0.49"
"917","4744","皇將","27.5","-0.25","-0.9","26W30","07/24","30.8","-0.47","39.7","-0.08","48.3","+0.93","53.6","+0.03"
"918","5258","虹堡","47.3","-0.95","-1.97","26W30","07/24","34.8","-0.48","40.9","0","48.1","-0.18","53.7","-0.97"
"919","00650L","復華香港正2","17.29","+0.02","+0.12","26W30","07/24","29.5","+2.1","39.2","+1.7","50.4","+0.81","56.8","+0.41"
"920","1537","廣隆","119","-0.5","-0.42","26W30","07/24","40","-0.23","43.2","+0.3","47.7","+0.02","49.9","0"
"921","3558","神準","125.5","-2","-1.57","26W30","07/24","44.5","+0.22","47.4","+0.35","49","0","50.4","0"
"922","3114","好德","33.9","+0.1","+0.3","26W30","07/24","33.6","-0.58","39.4","+0.26","47.5","-0.7","51.8","+0.6"
"923","8040","九暘","72.3","+0.7","+0.98","26W30","07/24","38.7","+0.62","43","-0.07","49.3","+0.41","52.3","-0.02"
"924","3294","英濟","31","-0.25","-0.8","26W30","07/24","40.6","+0.27","43.8","+0.23","47.7","+0.41","49.6","-0.01"
"925","5457","宣德","27.95","+0.25","+0.9","26W30","07/24","37.8","+0.15","42.2","+0.5","47.4","+0.26","48.5","+0.31"
"926","6186","新潤","32.5","-0.45","-1.37","26W30","07/24","35.2","+0.12","41.9","+0.31","47.7","+0.1","49.6","-0.42"
"927","5015","華祺","22.1","+0.1","+0.45","26W30","07/24","39.5","-0.05","43.3","-0.35","48.1","-0.01","53","0"
