排名,代號,名稱,成交,漲跌 價,漲跌 幅,成交 張數,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,00668,國泰美國道瓊,61.95,-0.2,-0.32,21,07/08,,,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2,00702,國泰標普低波高息,25.27,0.17,0.68,17,07/08,-100.0,-100.0,-100.0,-100.0,,,,,-100.0,
3,009806,台新標普500,13.42,-0.02,-0.15,9,07/08,,-100.0,-100.0,-100.0,-100.0,-100.0,,-100.0,-100.0,
4,00982T,平衡兆豐台美動能,15.47,-0.25,-1.59,41,07/08,,,,-100.0,,,-100.0,-100.0,,-100.0
5,3685,元創精密,29.8,-0.55,-1.81,748,07/08,0.0,0.0,0.0,-80.6,-80.6,-81.0,-81.5,-83.8,-98.8,-84.2
6,009812,野村日本東證,12.54,-0.08,-0.63,778,07/08,0.0,0.0,50.0,-70.0,-40.0,-89.3,-95.1,-95.9,,-93.3
7,00964,中信亞太高股息,14.13,0.2,1.44,2003,07/08,-66.0,-65.6,-66.0,-69.7,-68.0,-55.4,-52.2,-17.5,3200.0,-19.5
8,1730,花仙子,51.3,0.1,0.2,70,07/08,112.0,112.0,112.0,-66.7,-32.0,30.8,240.0,183.0,54.5,183.0
9,6534,正瀚-創,92.5,1.5,1.65,82,07/08,-2.61,-14.0,-65.9,-65.8,-65.8,-65.6,-53.7,-25.3,486.0,-25.3
10,00994A,主動第一金台股優,16.85,-0.05,-0.3,5744,07/08,-41.3,-59.0,-62.1,-63.9,-63.2,-67.4,70.1,708.0,,
11,00923,群益台ESG低碳50,42.04,-0.06,-0.14,2255,07/08,3.83,5.56,5.56,-61.6,6.15,0.0,-85.7,113.0,-53.8,109.0
12,5511,德昌,79.7,0.4,0.5,472,07/08,-2.5,-59.1,-59.4,-61.4,-26.7,1.6,-25.2,-9.93,-41.1,-15.1
13,009810,玉山全球藍籌100,20.62,-0.02,-0.1,245,07/08,0.0,0.0,-33.3,-60.0,-50.0,-71.4,100.0,-75.0,,-71.4
14,8464,億豐,359.0,-11.0,-2.97,256,07/08,-7.89,-13.6,-18.6,-58.3,-32.7,-56.5,-56.8,-58.6,-97.0,-59.3
15,009814,富邦標普500,11.18,-0.03,-0.27,654,07/08,-9.09,-23.1,-60.0,-56.5,-54.5,-60.0,-80.0,-81.5,,-58.3
16,009807,台新標普科技精選,16.36,-0.22,-1.33,11,07/08,-46.2,-53.3,-53.3,-56.2,-63.2,-68.2,-68.2,-80.0,-22.2,-80.6
17,2347,聯強,89.1,-2.2,-2.41,11357,07/08,-53.9,-54.9,-55.0,-55.8,-55.8,-54.6,90.8,-49.9,5.38,-51.9
18,00998A,主動復華金融股息,17.18,-0.11,-0.64,1753,07/08,-12.4,-39.3,-53.3,-54.4,-61.1,0.0,,,,
19,00996A,主動兆豐台灣豐收,14.8,0.0,0.0,6497,07/08,1.48,-51.4,-50.4,-52.1,-26.9,4.72,40.6,,,
20,2916,滿心,40.45,-0.65,-1.58,323,07/08,-43.0,-50.1,-50.1,-50.5,-49.8,-35.7,-32.6,-24.9,-42.8,-25.7
21,00921,兆豐龍頭等權重,23.24,0.14,0.61,283,07/08,0.0,0.0,0.0,-50.0,-92.3,-75.0,-94.1,-97.5,-98.6,-97.4
22,4506,崇友,122.5,-0.5,-0.41,57,07/08,0.0,-55.6,-50.0,-50.0,0.0,100.0,33.3,0.0,-97.9,0.0
23,8367,建新國際,40.45,0.35,0.87,9,07/08,0.0,7.14,7.14,-48.3,-48.3,-37.5,-65.9,-71.7,-90.3,-70.0
24,00946,群益科技高息成長,15.41,-0.01,-0.06,1771,07/08,0.36,-7.56,-9.54,-47.5,-54.3,-51.8,279.0,81.5,-40.0,-63.1
25,009808,華南永昌優選50,31.33,0.07,0.22,61,07/08,-17.9,-47.1,-47.1,-47.1,-62.3,-59.3,557.0,130.0,475.0,171.0
26,00859B,群益0-1年美債,41.18,-0.05,-0.12,2143,07/08,-17.6,-15.2,-15.2,-46.2,-30.0,1300.0,460.0,1300.0,,100.0
27,00642U,期元大S&P石油,23.77,1.12,4.94,4379,07/08,-13.7,-42.0,-41.1,-44.9,-56.5,-51.4,-64.3,-22.4,186.0,-10.9
28,2701,萬企,10.75,0.0,0.0,56,07/08,-1.6,-5.64,-6.12,-42.4,-49.2,-45.1,-69.7,-64.7,-67.9,-63.4
29,2845,遠東銀,13.25,0.05,0.38,10026,07/08,0.4,-1.98,-4.87,-42.4,-52.2,-3.11,-18.2,-20.1,-9.52,-20.8
30,00989A,主動摩根美國科技,17.5,-0.29,-1.63,681,07/08,-32.1,-36.7,-36.7,-40.1,25.2,117.0,-67.6,-68.4,,-71.5
31,8182,加高,53.5,1.5,2.88,6390,07/08,-1.8,-7.39,-19.5,-38.1,-6.7,-10.8,186.0,196.0,107.0,195.0
32,4581,光隆精密-KY,50.5,0.0,0.0,17,07/08,-24.3,-37.8,-37.8,-37.8,-41.7,-44.0,-58.2,-57.6,-64.1,-57.6
33,009822,華南永昌未來金融,9.71,-0.2,-2.02,492,07/08,24.4,-15.0,-15.0,-37.4,-49.0,-70.5,,,,
34,2023,燁輝,14.0,0.35,2.56,3073,07/08,-4.16,-23.0,-23.3,-35.2,-37.4,-33.1,-30.3,5.24,4.7,14.1
35,00683L,期元大美元指正2,22.04,0.05,0.23,70,07/08,-38.2,-37.9,-36.4,-35.2,22.1,11.7,-54.1,-78.8,-94.5,-78.6
36,6226,光鼎,25.25,1.65,6.99,3390,07/08,8.43,-9.73,13.8,-34.5,146.0,199.0,,,,
37,1216,統一,78.6,0.6,0.77,21798,07/08,-2.52,-7.08,-8.01,-33.7,-13.8,-35.2,-45.5,-41.6,41.3,-20.1
38,1447,力鵬,8.65,-0.35,-3.89,4839,07/08,0.0,-0.5,-2.67,-33.5,-34.9,-44.1,-71.8,-81.3,-88.8,-81.7
39,00714,群益道瓊美國地產,22.33,0.27,1.22,157,07/08,0.0,0.0,0.0,-33.3,-60.0,-87.5,-77.8,-99.4,-60.0,-99.4
40,3226,龍鋒,46.5,-0.05,-0.11,2,07/08,0.0,0.0,-33.3,-33.3,100.0,0.0,-77.8,-89.5,-92.9,-88.2
41,6195,詩肯,25.8,0.0,0.0,19,07/08,0.0,0.0,-42.4,-33.3,-26.1,-37.0,41.7,-27.7,-22.7,-32.0
42,8047,星雲,45.25,0.75,1.69,114,07/08,0.0,0.0,-33.3,-33.3,-33.3,-50.0,-75.0,-88.2,-99.8,-88.2
43,1236,宏亞,26.3,0.25,0.96,339,07/08,-16.7,-35.6,-35.6,-31.7,-14.8,48.4,30.1,40.7,5.56,61.0
44,3045,台灣大,113.0,-3.5,-3.0,21669,07/08,8.85,32.3,-71.6,-31.2,77.1,-62.9,-73.6,-82.1,-46.1,-69.7
45,3489,森寶,24.1,-0.3,-1.23,569,07/08,3.64,-6.56,-23.7,-30.8,-51.1,-59.9,-58.8,-37.1,-56.1,-37.9
46,7786,東方風能,128.5,6.0,4.9,316,07/08,1.3,15.3,-4.1,-30.6,-45.3,-35.2,,,,
47,00864B,中信美國公債0-1,46.64,-0.08,-0.17,1270,07/08,-12.1,3.57,3.57,-29.3,-29.3,2800.0,2800.0,2800.0,-86.0,2800.0
48,6909,創控,52.7,-1.4,-2.59,965,07/08,-7.9,-11.0,-9.23,-29.2,-2.55,-24.4,-4.66,104.0,,256.0
49,2601,益航,7.55,0.68,9.9,26883,07/08,-15.5,-25.1,-28.0,-29.1,-29.1,-39.4,-72.8,-86.3,-93.4,-87.2
50,00701,國泰股利精選30,39.54,0.47,1.2,1150,07/08,4.76,-18.5,-29.0,-29.0,-46.3,-29.0,-79.4,-88.0,-83.8,-92.9
51,6708,天擎,39.0,0.2,0.52,10,07/08,0.0,0.0,-18.5,-29.0,-12.0,37.5,,,,
52,00962,台新AI優息動能,14.78,-0.02,-0.14,669,07/08,-3.09,22.1,-28.2,-28.2,-46.0,-52.8,-43.7,-54.6,-47.5,-64.7
53,00673R,期元大S&P原油反1,15.2,-0.83,-5.18,20603,07/08,-1.67,-5.29,-24.4,-28.2,-38.5,-52.1,-28.0,1653.0,19.8,1272.0
54,2618,長榮航,39.85,-0.55,-1.36,110712,07/08,5.56,-24.5,-24.7,-27.7,-30.7,-26.8,-19.6,-33.2,-32.4,-33.3
55,00968B,元大優息投等債,9.28,-0.13,-1.38,3604,07/08,0.0,6.67,-26.2,-27.3,-32.4,-40.7,-31.4,-46.7,-89.8,-57.9
56,00939,統一台灣高息動能,21.53,0.21,0.98,4394,07/08,-7.5,-22.1,-27.5,-27.1,4.96,-1.33,-19.1,-66.4,-88.1,-63.5
57,2464,盟立,159.5,-1.5,-0.93,5361,07/08,-0.29,-4.03,-3.9,-25.6,-7.44,11.0,77.0,49.0,52.7,56.8
58,2718,全心投控,50.1,-0.4,-0.79,36,07/08,-4.44,-9.47,-15.7,-25.2,-59.8,-70.7,-73.9,-66.5,-64.3,-66.1
59,2867,三商壽,8.86,0.13,1.49,21611,07/08,-15.1,-19.6,-23.5,-25.0,-37.3,85.1,,,,
60,00731,復華富時高息低波,88.8,0.4,0.45,604,07/08,0.0,-25.0,-25.0,-25.0,-62.5,0.0,-78.6,-93.2,-97.8,-96.2
61,00915,凱基優選高股息30,32.17,0.24,0.75,5026,07/08,-10.0,-18.2,-10.0,-25.0,-40.0,-38.6,-83.5,-93.2,-97.9,-93.6
62,00930,永豐ESG低碳高息,24.49,-0.04,-0.16,659,07/08,5.0,5.0,0.0,-25.0,-27.6,0.0,-85.2,-92.8,-97.1,-92.3
63,5538,東明-KY,32.7,-0.65,-1.95,27,07/08,0.0,-14.3,-14.3,-25.0,-20.0,-7.69,-67.6,-82.4,-86.7,-82.4
64,6658,聯策,192.0,-2.5,-1.29,767,07/08,-4.49,-8.98,-10.1,-23.9,-2.25,-5.39,-21.2,-20.3,-14.0,-13.7
65,3362,先進光,168.0,6.5,4.02,2399,07/08,6.06,0.76,-22.8,-23.6,-27.4,-7.91,-15.3,-27.0,-41.2,-27.8
66,00679B,元大美債20年,26.77,-0.26,-0.96,32477,07/08,1.44,-24.5,-24.2,-23.1,-6.37,-15.7,-23.6,-68.0,-80.5,-68.6
67,3624,光頡,140.0,7.5,5.66,1507,07/08,-5.08,-13.9,-19.0,-22.9,-33.7,-46.1,25.6,-14.3,243.0,-1.95
68,3236,千如,62.0,-2.8,-4.32,7173,07/08,2.62,-11.1,-11.3,-22.8,2.05,44.7,54.1,23.7,534.0,13.7
69,00933B,國泰10Y+金融債,16.12,-0.15,-0.92,9593,07/08,-20.5,-20.5,-20.5,-22.7,-78.8,-90.8,-92.0,-96.6,-97.9,-96.5
70,6259,百徽,39.35,-3.25,-7.63,4835,07/08,-5.01,4.22,-2.04,-22.5,32.3,10.9,99.8,73.0,,95.4
71,2542,興富發,43.5,-0.5,-1.14,4040,07/08,-0.76,-13.4,-15.6,-22.5,-31.5,-27.3,-28.8,-43.4,-45.8,-43.2
72,7402,邑錡,135.5,12.0,9.72,3444,07/08,9.85,0.07,-18.0,-22.3,-22.7,-25.3,-22.7,-36.6,16.0,-38.3
73,2820,華票,17.25,0.0,0.0,3058,07/08,-1.04,-20.7,-8.65,-22.2,-5.32,-40.2,-24.4,32.9,1.79,126.0
74,1102,亞泥,35.8,-0.5,-1.38,11397,07/08,-1.44,-1.62,-1.36,-22.2,-28.4,-55.6,-27.7,-30.2,243.0,-29.1
75,009821,野村稀土關鍵資源,13.76,-0.35,-2.48,23194,07/08,-21.8,-23.6,-26.1,-22.0,-14.3,,,,,
76,1210,大成,56.9,-1.4,-2.4,4066,07/08,2.57,-3.42,-10.4,-21.6,-18.7,-33.4,-32.9,-52.1,0.0,-53.0
77,2912,統一超,241.0,1.0,0.42,2373,07/08,-0.82,-3.39,-13.1,-21.4,-26.3,-22.2,-25.7,-34.7,-5.65,-28.6
78,00770,國泰北美科技,66.7,-0.6,-0.89,157,07/08,0.0,0.0,0.0,-21.0,81.5,96.0,-60.8,-53.3,-90.1,-21.0
79,1446,宏和,17.2,0.0,0.0,1139,07/08,-18.6,-18.6,-17.0,-20.6,-18.3,-24.1,-34.9,-39.8,-41.0,-38.1
80,6127,九豪,76.1,-1.2,-1.55,7008,07/08,1.53,-8.89,-11.2,-20.5,-9.97,-21.4,-18.9,9.05,48.8,17.0
81,00651R,復華香港反1,5.5,-0.16,-2.83,341,07/08,-1.82,-2.03,-2.03,-20.4,-21.5,-21.2,-31.9,-49.7,-70.2,-50.7
82,5516,雙喜,10.3,0.0,0.0,43,07/08,0.0,0.0,0.0,-20.3,-44.6,-44.6,-62.5,-85.9,-94.8,-86.0
83,4102,永日,20.4,0.55,2.77,269,07/08,-19.6,-19.6,-19.6,-20.3,-20.3,-25.1,-3.14,3.35,-47.1,-2.63
84,8481,政伸,42.3,0.1,0.24,25,07/08,0.0,0.0,0.0,-20.0,0.0,0.0,-33.3,-20.0,-60.0,0.0
85,1323,永裕,20.4,0.25,1.24,134,07/08,-8.25,-9.18,-19.8,-19.8,-23.3,-66.4,-31.0,48.3,-57.2,39.1
86,00686R,群益臺灣加權反1,1.01,0.01,1.0,9020,07/08,-3.88,-13.9,-13.6,-19.6,-26.8,-13.2,-35.5,-39.8,-28.8,-32.1
87,8432,東生華,50.6,0.5,1.0,64,07/08,-1.5,-14.9,-17.1,-19.6,-16.6,-18.6,-24.3,32.3,26.0,42.4
88,5533,皇鼎,14.1,-0.1,-0.7,520,07/08,0.0,-12.4,-12.4,-19.1,-43.7,-43.5,-16.7,-49.8,16.4,-41.2
89,00783,富邦中証500,30.28,-0.01,-0.03,376,07/08,0.0,0.0,0.0,-18.9,-13.9,-14.5,-28.1,-46.4,-25.2,-48.5
90,6409,旭隼,1140.0,-45.0,-3.8,1391,07/08,-0.71,-8.72,-12.6,-18.8,-17.5,-28.0,-37.3,-24.9,730.0,-23.3
91,00885,富邦越南,18.91,0.16,0.85,2047,07/08,-0.75,3.1,-4.32,-18.5,-27.7,-37.3,-83.5,-87.0,-73.7,-88.7
92,3090,日電貿,303.5,-2.5,-0.82,1811,07/08,-8.84,-16.6,-16.9,-18.3,-25.3,-9.7,-31.3,-42.3,24.5,-42.9
93,1466,聚隆,17.5,-1.9,-9.79,6146,07/08,26.2,5.21,-20.3,-18.0,-14.0,-26.2,-25.1,-3.99,-7.98,-3.59
94,9949,琉園,28.8,0.4,1.41,3580,07/08,-18.1,-18.0,-18.0,-18.0,-17.7,-17.0,0.88,44.8,,56.7
95,2851,中再保,38.35,-0.15,-0.39,1654,07/08,-13.0,-19.0,-25.1,-17.8,-13.3,3.46,-30.5,10.2,-47.4,7.94
96,6281,全國電,51.5,-0.4,-0.77,33,07/08,3.7,-9.68,-8.2,-17.6,-15.2,-30.0,60.0,833.0,1020.0,460.0
97,3444,利機,83.6,-1.0,-1.18,170,07/08,-4.1,-9.82,-15.0,-17.5,-28.8,-45.6,7.86,-13.2,97.5,-25.4
