排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 800張 以下 (%),800張 以下 增減,持股 1千張 以下 (%),1千張 以下 增減,持股 超過 1千張 (%),超過 1千張 增減
1,00640L,富邦日本正2,107.25,0.75,0.7,26W31,07/31,86.2,3.51,100.0,17.3,0.0,-17.3
2,00783,富邦中証500,29.07,0.77,2.72,26W31,07/31,100.0,0.0,100.0,0.0,0.0,0.0
3,0057,富邦摩台,306.15,-2.9,-0.94,26W31,07/31,100.0,0.0,100.0,0.0,0.0,0.0
4,00643K,群益深証中小+R,3.97,0.0,0.0,26W31,07/31,100.0,0.0,100.0,0.0,0.0,0.0
5,00728,第一金工業30,63.65,0.4,0.63,26W31,07/31,100.0,0.0,100.0,0.0,0.0,0.0
6,00847B,中信美國市政債,25.3,-0.23,-0.9,26W31,07/31,80.3,23.6,100.0,29.4,0.0,-29.4
7,006204,永豐臺灣加權,220.7,-1.05,-0.47,26W31,07/31,100.0,0.0,100.0,0.0,0.0,0.0
8,00678,群益那斯達克生技,41.0,0.03,0.07,26W31,07/31,100.0,0.0,100.0,0.0,0.0,0.0
9,00703,台新MSCI中國,20.14,-0.01,-0.05,26W31,07/31,91.2,0.0,100.0,0.0,0.0,0.0
10,00731,復華富時高息低波,91.0,0.5,0.55,26W31,07/31,90.5,1.88,94.2,-5.76,5.76,5.76
11,0051,元大中型100,139.7,-1.5,-1.06,26W31,07/31,100.0,0.0,100.0,0.0,0.0,0.0
12,00657,國泰日經225,77.65,-0.2,-0.26,26W31,07/31,84.6,2.24,84.6,2.24,15.4,-2.24
13,00657K,國泰日經225+U,24.01,-0.17,-0.7,26W31,07/31,100.0,0.0,100.0,0.0,0.0,0.0
14,00668K,國泰美國道瓊+U,19.69,-0.17,-0.86,26W31,07/31,100.0,0.0,100.0,0.0,0.0,0.0
15,00860B,群益1-5Y投資級債,38.81,-0.03,-0.08,26W31,07/31,100.0,0.0,100.0,0.0,0.0,0.0
16,8349A,恒耀甲特,45.25,-0.05,-0.11,26W31,07/31,100.0,0.0,100.0,0.0,0.0,0.0
17,00636K,國泰中國A50+U,8.9,0.13,1.48,26W31,07/31,100.0,0.0,100.0,0.0,0.0,0.0
18,00899,FT潔淨能源,23.79,0.04,0.17,26W31,07/31,94.3,-5.67,100.0,0.0,0.0,0.0
19,006207,復華滬深,33.45,0.5,1.52,26W31,07/31,95.6,3.62,100.0,0.0,0.0,0.0
20,00886,永豐美國科技,46.46,0.52,1.13,26W31,07/31,100.0,0.0,100.0,0.0,0.0,0.0
21,00625K,富邦上証+R,8.59,0.0,0.0,26W31,07/31,100.0,0.0,100.0,0.0,0.0,0.0
22,00793B,群益AAA-A醫療債,30.58,0.0,0.0,26W31,07/31,100.0,0.0,100.0,0.0,0.0,0.0
23,00961,FT臺灣永續高息,13.04,-0.01,-0.08,26W31,07/31,94.0,2.0,94.6,2.18,5.39,-2.18
24,00861,元大全球未來通訊,86.95,-0.1,-0.11,26W31,07/31,96.9,1.36,98.2,1.45,1.84,-1.45
25,009822,華南永昌未來金融,9.57,-0.14,-1.44,26W31,07/31,93.4,0.84,94.4,0.87,5.63,-0.87
26,4951,精拓科,79.0,-1.5,-1.86,26W31,07/31,87.1,0.0,95.5,0.0,4.48,0.0
27,009804,聯邦台精彩50,21.5,-0.14,-0.65,26W31,07/31,95.0,0.39,96.7,0.94,3.28,-0.94
28,00944,野村趨勢動能高息,20.26,-0.21,-1.03,26W31,07/31,92.9,-1.61,94.4,-0.09,5.6,0.09
29,00737,國泰AI機器人,40.48,-0.24,-0.59,26W31,07/31,90.9,-0.47,95.1,0.0,4.88,0.0
30,00939,統一台灣高息動能,22.25,0.12,0.54,26W31,07/31,93.7,-0.02,94.4,-0.01,5.62,0.01
31,3141,晶宏,79.0,0.6,0.77,26W31,07/31,92.3,0.04,94.8,0.0,5.21,0.0
32,6494,九齊,53.2,2.7,5.35,26W31,07/31,94.8,0.0,94.8,0.0,5.23,0.0
33,9103,美德醫療-DR,5.28,0.05,0.96,26W31,07/31,93.5,-0.14,95.8,-0.49,4.2,0.49
34,00701,國泰股利精選30,38.59,-0.01,-0.03,26W31,07/31,94.0,0.28,94.0,0.28,5.98,-0.28
35,2314,台揚,12.15,0.0,0.0,26W31,07/31,93.7,-2.2,94.5,-2.2,5.51,2.2
36,00893,國泰智能電動車,43.46,0.04,0.09,26W31,07/31,93.6,-0.12,94.8,0.08,5.17,-0.08
37,00690,兆豐藍籌30,75.0,-0.8,-1.06,26W31,07/31,93.2,0.54,95.2,0.51,4.78,-0.51
38,00904,台新臺灣半導體30,39.15,-0.31,-0.79,26W31,07/31,90.9,-0.36,94.8,-0.29,5.18,0.29
39,00952,凱基台灣AI50,17.74,-0.29,-1.61,26W31,07/31,92.1,0.75,95.2,0.78,4.78,-0.78
40,00670L,富邦NASDAQ正2,200.65,-0.6,-0.3,26W31,07/31,96.2,2.14,97.5,0.91,2.54,-0.91
41,00930,永豐ESG低碳高息,23.82,-0.01,-0.04,26W31,07/31,92.2,0.0,93.6,0.02,6.39,-0.02
42,00905,FT臺灣Smart,25.3,-0.14,-0.55,26W31,07/31,94.3,0.7,94.3,0.7,5.73,-0.7
43,00901,永豐智能車供應鏈,43.67,-0.57,-1.29,26W31,07/31,95.2,0.53,95.2,0.53,4.85,-0.53
44,00896,中信綠能及電動車,26.81,-0.17,-0.63,26W31,07/31,93.9,1.35,94.6,1.13,5.43,-1.13
45,00661,元大日經225,84.95,-0.35,-0.41,26W31,07/31,89.7,0.42,93.4,0.42,6.63,-0.42
