"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料週別","更新日期","持股100張以下(%)","100張以下增減","持股200張以下(%)","200張以下增減","持股400張以下(%)","400張以下增減","持股600張以下(%)","600張以下增減"
"1201","00665L","富邦恒生國企正2","9.5","+0.01","+0.11","26W30","07/24","18.9","+1.16","29.8","+2.01","40.7","+2.73","47.1","+3.22"
"1202","1342","八貫","104","0","0","26W30","07/24","31.8","+0.27","35.4","+0.1","40.1","+0.11","42.7","+0.78"
"1203","9927","泰銘","69.1","-0.2","-0.29","26W30","07/24","33.5","-0.07","37.2","+0.18","41.1","-0.01","42.9","-0.01"
"1204","2916","滿心","40.05","-0.05","-0.12","26W30","07/24","30.1","-0.29","35.6","-0.16","41.1","-0.65","42.5","-0.03"
"1205","3447","展達","28.7","+1.1","+3.99","26W30","07/24","31.6","+0.11","36.5","+0.33","41.1","0","44.7","0"
"1206","6142","友勁","8.87","-0.08","-0.89","26W30","07/24","30","-0.19","35.5","-0.34","40.7","-0.36","44.2","-0.02"
"1207","00641R","富邦日本反1","3.62","-0.03","-0.82","26W30","07/24","26.6","-0.07","38.2","+0.35","50.2","+1.44","56.2","+1.36"
"1208","6112","邁達特","45.05","-0.45","-0.99","26W30","07/24","36.6","-0.07","39.2","0","41.3","-0.02","42.4","-0.02"
"1209","2331","精英","19.7","-0.1","-0.51","26W30","07/24","34.7","-0.01","38.2","-0.15","41.4","-0.23","44","+0.29"
"1210","2732","六角","64.8","-0.3","-0.46","26W30","07/24","36","-0.04","40.5","-0.06","41.2","-0.06","46.4","-0.04"
"1211","7819","精誠金融","34.5","-0.3","-0.86","26W30","07/24","34.1","0","38.8","0","40.9","0","40.9","0"
"1212","4129","聯合","82.4","+0.1","+0.12","26W30","07/24","27.8","+0.46","33","+0.21","40.9","+0.65","48.8","+0.16"
"1213","2421","建準","163.5","+4","+2.51","26W30","07/24","32.7","+0.13","37.4","+0.12","42.7","-0.13","48.1","-0.49"
"1214","3628","盈正","68.4","-0.3","-0.44","26W30","07/24","32.4","+0.63","36.8","+0.52","40.8","0","40.8","0"
"1215","2364","倫飛","67.6","-0.4","-0.59","26W30","07/24","37.2","-0.69","41.1","-0.15","45","0","45","0"
"1216","5521","工信","10.65","-0.15","-1.39","26W30","07/24","30.4","-0.01","36.8","+0.08","41.8","-0.28","44.6","+0.32"
"1217","1474","弘裕","10","0","0","26W30","07/24","29.5","-0.01","35.1","-0.16","40.6","-0.01","43.9","-0.03"
"1218","3581","博磊","110.5","-2.5","-2.21","26W30","07/24","31.6","-0.27","37","-0.21","40","-2.15","45.4","+1.33"
"1219","2313","華通","241","-3","-1.23","26W30","07/24","37.3","+0.09","39.6","-0.09","41.6","-0.2","43.1","-0.41"
"1220","3691","碩禾","100","+1.3","+1.32","26W30","07/24","33","-0.05","37.5","-0.13","42.7","-0.37","43.7","+0.08"
"1221","3416","融程電","180.5","-2","-1.1","26W30","07/24","31.4","-0.63","37.8","+0.08","42.8","-0.23","44.5","-0.27"
"1222","6620","漢達","84.5","+7.6","+9.88","26W30","07/24","28.2","+0.05","33.9","+0.07","40.2","-0.08","45.1","-0.08"
"1223","1312","國喬","14.15","-0.15","-1.05","26W30","07/24","31.3","-0.03","36","-0.01","40.1","+0.11","42","+0.11"
"1224","6203","海韻電","59.6","-0.1","-0.17","26W30","07/24","36.7","-0.09","39.3","-0.25","40.8","0","44.4","0"
"1225","6637","醫影","57.2","-0.8","-1.38","26W30","07/24","32.8","0","35.6","0","39.2","0","40.8","0"
"1226","3362","先進光","199.5","-5","-2.44","26W30","07/24","35.2","+0.15","38.6","+0.4","40.7","+0.5","44.4","+0.56"
"1227","2414","精技","51.9","-0.2","-0.38","26W30","07/24","30.8","+0.65","36.1","+0.75","42","+1.17","46.6","+1.28"
"1228","4157","太景*-KY","8.99","-0.01","-0.11","26W30","07/24","27.3","-0.07","34","+0.01","41","-0.12","44.3","+0.01"
"1229","6767","台微醫","24.3","-0.3","-1.22","26W30","07/24","25.9","0","35.6","0","40.7","0","46.5","0"
