排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,00406A,主動中信台灣收益,10.42,0.18,1.76,07/01,14430.0,14430.0,14430.0,14430.0,,,,,,
2,00404A,主動聯博動能50,10.25,0.21,2.09,07/01,0.0,0.0,0.0,459.0,,,,,,
3,6577,勁豐,75.3,2.4,3.29,07/01,17.6,20.0,46.3,233.0,900.0,1400.0,50.0,-6.25,-53.7,-6.25
4,2415,錩新,36.95,-0.55,-1.47,07/01,11.2,41.3,82.2,167.0,169.0,178.0,205.0,303.0,223.0,303.0
5,6936,永鴻生技,32.6,-0.15,-0.46,07/01,0.0,6.67,6.67,167.0,433.0,-66.0,-61.9,14.3,,14.3
6,6101,寬魚國際,44.75,-2.25,-4.79,07/01,15.4,38.6,71.2,159.0,220.0,67.9,231.0,147.0,-22.5,147.0
7,4904,遠傳,103.5,-1.5,-1.43,07/01,15.0,32.6,57.9,130.0,625.0,935.0,1573.0,1171.0,30.3,1171.0
8,00927,群益半導體收益,42.48,0.73,1.75,07/01,30.7,40.0,65.0,106.0,62.6,95.7,51.3,275.0,102.0,275.0
9,00935,野村臺灣新科技50,62.95,0.5,0.8,07/01,1.97,13.0,34.2,105.0,47.6,49.9,169.0,191.0,154.0,191.0
10,00923,群益台ESG低碳50,43.69,0.63,1.46,07/01,5.86,55.1,103.0,103.0,2.6,3.63,-52.8,207.0,-65.7,207.0
11,7782,光速火箭,26.9,0.0,0.0,07/01,0.0,100.0,100.0,100.0,100.0,100.0,,,,
12,3094,聯傑,38.45,-1.0,-2.53,07/01,0.16,19.4,20.9,94.9,32.1,23.6,68.3,140.0,283.0,140.0
13,6182,合晶,135.0,12.0,9.76,07/01,-1.76,2.54,22.6,94.5,25.8,21.8,-36.2,-33.2,207.0,-33.2
14,5291,邑昇,58.6,-0.8,-1.35,07/01,59.9,61.3,91.1,92.1,0.28,-46.3,76.2,397.0,184.0,397.0
15,00725B,國泰投資級公司債,35.68,-0.36,-1.0,07/01,0.0,0.0,0.0,76.8,82.6,82.6,-38.0,-56.6,-80.8,-56.6
16,6465,威潤,62.3,0.7,1.14,07/01,6.61,15.2,35.8,76.7,25.2,-48.4,,,,
17,2313,華通,220.0,-12.5,-5.38,07/01,9.96,17.0,25.4,69.7,70.7,58.4,49.3,61.3,108.0,61.3
18,2890,永豐金,40.0,0.1,0.25,07/01,43.4,30.6,35.4,68.3,242.0,153.0,141.0,76.4,-70.2,76.4
19,6026,福邦證,16.2,0.6,3.85,07/01,-2.32,2.89,28.8,67.4,182.0,108.0,194.0,322.0,109.0,322.0
20,6016,康和證,28.1,-0.35,-1.23,07/01,30.2,34.8,39.1,67.2,144.0,198.0,136.0,469.0,102.0,469.0
21,8472,夠麻吉,81.0,-0.7,-0.86,07/01,0.0,0.0,66.7,66.7,66.7,400.0,,,,
22,7792,安葆,251.5,-7.0,-2.71,07/01,3.57,5.45,52.6,65.7,107.0,100.0,,,,
23,5351,鈺創,81.9,-4.9,-5.65,07/01,18.4,46.9,57.8,65.2,15.9,-4.69,27.4,-45.9,-40.9,-45.9
24,3016,嘉晶,122.0,-11.5,-8.61,07/01,18.1,16.2,56.4,60.6,43.5,-3.07,11.5,-63.7,-32.9,-63.7
25,6776,展碁國際,53.5,-0.4,-0.74,07/01,11.8,19.7,54.4,58.4,16.8,0.81,-26.6,4.46,364.0,4.46
26,2312,金寶,34.8,-0.35,-1.0,07/01,6.2,7.08,10.9,57.7,51.5,83.0,39.7,-29.2,334.0,-29.2
27,3023,信邦,333.0,4.5,1.37,07/01,9.98,21.1,36.2,56.7,57.2,61.2,-37.7,-1.59,128.0,-1.59
28,8926,台汽電,74.3,-2.0,-2.62,07/01,13.0,21.7,25.6,56.6,56.7,60.4,98.0,101.0,20.5,101.0
29,3707,漢磊,83.3,-3.6,-4.14,07/01,15.6,19.7,45.1,55.6,32.3,59.6,55.2,-21.8,-38.6,-21.8
30,8464,億豐,357.0,11.0,3.18,07/01,5.0,14.3,28.9,54.8,150.0,161.0,-2.19,-64.1,561.0,-64.1
