證券代號,證券名稱,交易別,成交價,成交股數,成交金額
1476,儒鴻,配對交易,346.00,"399,000","138,054,000"
1590,亞德客-KY,配對交易,"1,323.53","76,610","101,395,633"
1590,亞德客-KY,配對交易,"1,323.52","86,390","114,338,893"
2006,東和鋼鐵,配對交易,74.60,"1,921,000","143,306,600"
2105,正新,配對交易,30.45,"6,636,000","202,066,200"
2303,聯電,配對交易,121.00,"139,000","16,819,000"
2308,台達電,配對交易,"1,648.90","28,382","46,799,080"
2308,台達電,配對交易,"1,648.50","17,618","29,043,273"
2317,鴻海,配對交易,246.25,"86,000","21,177,500"
2327,國巨*,配對交易,502.00,"58,000","29,116,000"
2330,台積電,配對交易,"2,425.00","3,127,500","7,584,187,500"
2330,台積電,配對交易,"2,422.50","61,000","147,772,500"
2330,台積電,配對交易,"2,415.54","177,000","427,550,580"
2330,台積電,配對交易,"2,415.39","110,000","265,692,900"
2330,台積電,配對交易,"2,415.37","82,000","198,060,340"
2330,台積電,配對交易,"2,407.19","170,000","409,222,300"
2330,台積電,配對交易,"2,407.18","616,000","1,482,822,880"
2330,台積電,配對交易,"2,401.45","90,000","216,130,500"
2330,台積電,配對交易,"2,396.87","27,750","66,513,142"
2330,台積電,配對交易,"2,396.86","47,250","113,251,635"
2330,台積電,配對交易,"2,372.50","90,000","213,525,000"
2330,台積電,配對交易,"2,357.07","15,000","35,356,050"
2344,華邦電,配對交易,130.00,"3,145,665","408,936,450"
2382,廣達,配對交易,279.00,"900,000","251,100,000"
2421,建準,配對交易,131.00,"145,000","18,995,000"
2454,聯發科,配對交易,"3,555.00","766,000","2,723,130,000"
2540,愛山林,配對交易,53.10,"3,800,000","201,780,000"
2838,聯邦銀,配對交易,22.65,"1,700,000","38,505,000"
2881,富邦金,配對交易,128.75,"119,000","15,321,250"
2885,元大金,配對交易,68.30,"569,000","38,862,700"
2887,台新新光金,配對交易,29.85,"1,300,000","38,805,000"
2892,第一金,配對交易,36.75,"5,103,000","187,535,250"
2912,統一超,配對交易,224.00,"276,000","61,824,000"
3008,大立光,配對交易,"4,035.00","7,000","28,245,000"
3023,信邦,配對交易,297.32,"123,000","36,570,360"
3044,健鼎,配對交易,369.00,"442,000","163,098,000"
3711,日月光投控,配對交易,555.00,"318,000","176,490,000"
5388,中磊,配對交易,82.30,"617,000","50,779,100"
6176,瑞儀,配對交易,82.30,"554,000","45,594,200"
總計,,,,"33,946,165","16,487,772,816"
