排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,00981A,主動統一台股增長,27.53,-0.01,-0.04,07/27,-4460,-70348,-70797,-89739,12252,73876,-73461.0,141646.0,201132.0,163378.0
2,00403A,主動統一升級50,9.62,-0.01,-0.1,07/27,2252,-53834,-55779,-62931,149107,139679,,,,
3,009816,凱基台灣TOP50,14.68,-0.04,-0.27,07/27,-6172,-42345,-41591,-51533,8747,-45895,65802.0,,,
4,0050,元大台灣50,101.45,-0.25,-0.25,07/27,9284,-804,-22959,-32589,22399,24246,59090.0,27595.0,43876.0,49918.0
5,2891,中信金,63.0,-0.6,-0.94,07/27,4149,2120,-17,-32449,-75523,-19001,-104563.0,160668.0,10717.0,105569.0
6,2002,中鋼,19.25,0.1,0.52,07/27,-3130,-12678,-15787,-27925,-29962,-33849,123074.0,-110857.0,95715.0,-67039.0
7,2317,鴻海,253.0,0.5,0.2,07/27,-549,-10297,-19707,-27464,-144,-931,-77072.0,4338.0,-77693.0,17139.0
8,2884,玉山金,36.4,0.45,1.25,07/27,1132,15,-17792,-26588,-48500,-104121,-125059.0,-145185.0,128882.0,-53662.0
9,2303,聯電,126.0,-2.0,-1.56,07/27,975,-16504,-18747,-26397,-34420,-62872,-521751.0,-334440.0,-887763.0,-491028.0
10,1402,遠東新,27.45,0.1,0.37,07/27,-2081,-3286,-9169,-23687,-44866,6912,-143527.0,29232.0,31623.0,25883.0
11,1102,亞泥,33.1,0.35,1.07,07/27,154,-52,-14424,-23630,-14962,-9210,-111491.0,-20625.0,27200.0,15810.0
12,2603,長榮,203.5,-2.5,-1.21,07/27,-382,-9468,-17701,-22964,-35446,-58237,-36076.0,-38276.0,-5292.0,-47582.0
13,2618,長榮航,41.95,1.25,3.07,07/27,-1303,-10773,-17759,-22637,-87883,-106227,-94768.0,-13966.0,-49045.0,-106144.0
14,4938,和碩,87.4,-1.0,-1.13,07/27,-9655,-12765,-13469,-21287,-27678,-47706,71947.0,77183.0,96539.0,59317.0
15,2353,宏碁,30.1,0.05,0.17,07/27,724,-2181,-3000,-21280,-34114,-34554,-34377.0,-14187.0,99200.0,88015.0
16,00929,復華台灣科技優息,28.54,-0.24,-0.83,07/27,-3903,-17594,-18187,-20588,12725,28082,25457.0,35546.0,45769.0,36261.0
17,00918,大華優利高填息30,32.58,0.08,0.25,07/27,-335,-6622,-10412,-20344,-20074,-21258,-13482.0,-19495.0,-16421.0,-42688.0
18,2812,台中銀,20.75,0.3,1.47,07/27,81,-1211,-8363,-19663,-23204,-41355,8352.0,41104.0,68717.0,56766.0
19,2412,中華電,140.5,1.5,1.08,07/27,-3399,-5050,-17514,-19230,-11642,21556,38925.0,37756.0,48428.0,42464.0
20,9904,寶成,24.3,-0.1,-0.41,07/27,-353,-4964,-12906,-18841,-26931,-20602,97530.0,141661.0,42806.0,132182.0
21,2409,友達,23.9,-1.6,-6.27,07/27,6601,10357,-5739,-17762,-19013,-19013,-18521.0,96075.0,574267.0,504097.0
22,2356,英業達,63.8,-0.7,-1.09,07/27,-9736,-11892,-10941,-16618,-1558,42550,-33217.0,-39093.0,2217.0,-24541.0
23,2324,仁寶,37.15,-0.05,-0.13,07/27,-973,-449,-10858,-16389,-21753,-40562,-314241.0,-240430.0,76005.0,-193873.0
24,2885,元大金,64.7,1.6,2.54,07/27,-1098,-3608,-15985,-16367,-14409,-24107,-10861.0,4307.0,-46005.0,4284.0
25,3045,台灣大,113.5,0.0,0.0,07/27,-292,-1835,-11699,-13304,-30361,-18346,-17310.0,-43813.0,21668.0,-30420.0
26,00982A,主動群益台灣強棒,21.81,-0.17,-0.77,07/27,44,-3638,-3900,-13287,-3572,-4623,-1067.0,37652.0,38344.0,33015.0
27,1314,中石化,8.04,-0.23,-2.78,07/27,4157,4367,2125,-10736,9305,-18188,-42702.0,28722.0,-7118.0,-10003.0
28,3711,日月光投控,608.0,-5.0,-0.82,07/27,-12,-334,-2245,-10419,-12140,-22844,-29955.0,-10644.0,-51964.0,-9566.0
29,3231,緯創,177.0,-2.0,-1.12,07/27,-2459,-944,-14843,-10378,3072,55648,75827.0,62036.0,144383.0,89465.0
30,00830,國泰費城半導體,87.3,-0.75,-0.85,07/27,78,-9706,-9706,-10147,-6780,-5187,-12645.0,-304.0,9551.0,8840.0
31,00990A,主動元大AI新經濟,16.1,-0.26,-1.59,07/27,-1452,-10693,-10878,-9864,11056,15450,19842.0,10563.0,,-79829.0
