排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 成交,2日 買賣超 佔 成交,3日 買賣超 佔 成交,5日 買賣超 佔 成交,10日 買賣超 佔 成交,1個月 買賣超 佔 成交,3個月 買賣超 佔 成交,半年 買賣超 佔 成交,1年 買賣超 佔 成交,3年 買賣超 佔 成交,10年 買賣超 佔 成交,今年 買賣超 佔 成交
1,00870B,元大15年EM主權債,28.78,-0.25,-0.86,07/08,-100.0,-100.0,-97.5,-97.6,-86.6,-42.4,-14.1,97.4,95.5,75.8,,97.3
2,00739,元大MSCI A股,28.98,0.17,0.59,07/08,-62.5,-65.2,-82.4,-43.8,4.1,12.9,11.7,12.5,7.41,2.88,,12.7
3,3130,一零四,220.5,0.0,0.0,07/08,-60.2,-71.9,-79.4,-78.5,-53.7,-38.2,-25.9,-25.8,-17.1,-25.2,-16.9,-25.7
4,00768B,復華20年美債,50.25,-0.5,-0.99,07/08,-95.9,-90.4,-63.4,-47.5,6.77,11.4,13.3,-9.11,20.0,18.6,,-8.08
5,2347,聯強,89.1,-2.2,-2.41,07/08,-30.3,-52.1,-59.3,-59.4,-43.0,-31.2,-22.3,-4.65,-1.21,-0.41,-1.3,-2.3
6,00943,兆豐電子高息等權,22.48,-0.11,-0.49,07/08,-67.3,-62.6,-57.4,-51.3,-27.7,-26.6,27.9,24.3,12.1,,,24.0
7,3686,達能,16.6,-0.05,-0.3,07/08,-62.6,-69.7,-53.5,-17.7,-5.73,2.0,2.81,0.48,1.0,0.29,0.11,0.71
8,1102,亞泥,35.8,-0.5,-1.38,07/08,-67.0,-59.5,-53.4,-21.8,14.0,3.71,-8.1,-9.79,-11.8,-2.69,-1.84,-11.2
9,2412,中華電,139.5,-1.5,-1.06,07/08,-53.2,-56.1,-52.6,-55.4,-47.0,-26.9,-16.2,-6.52,-2.8,-0.99,-2.9,-6.99
10,5209,新鼎,157.5,-1.0,-0.63,07/08,-57.7,-58.4,-51.7,-37.2,-30.9,-22.3,-6.6,-4.7,0.32,-1.37,0.05,-4.45
11,3465,進泰電子,34.4,0.8,2.38,07/08,-71.8,-59.6,-51.5,-46.1,-16.7,-7.03,-1.98,-1.66,-1.19,5.33,1.58,-1.74
12,2114,鑫永銓,89.5,-0.6,-0.67,07/08,-46.1,-56.8,-48.9,-4.63,9.69,-4.02,-1.09,-1.75,-1.33,-0.01,-0.73,-1.41
13,2211,長榮鋼,95.1,0.0,0.0,07/08,-59.3,-58.8,-47.5,-15.5,-10.7,-7.99,-8.45,-8.14,-6.74,-4.79,,-7.54
14,6691,洋基工程,715.0,-13.0,-1.79,07/08,-39.4,-43.5,-47.2,-45.8,-27.1,-5.27,1.46,-1.15,-2.22,1.34,,-2.57
15,4935,茂林-KY,35.85,-0.25,-0.69,07/08,-37.2,-47.2,-46.6,-29.2,-27.9,-16.9,-6.56,-6.89,-5.8,-0.03,-0.5,-6.81
16,5519,隆大,34.2,0.05,0.15,07/08,-49.5,-53.9,-45.5,-39.3,-20.4,-2.42,-4.75,-2.68,2.29,0.0,0.22,-2.14
17,00989A,主動摩根美國科技,17.5,-0.29,-1.63,07/08,-28.2,-51.8,-44.8,-33.8,-4.34,-1.59,16.6,13.0,,,,13.5
18,8092,建暐,14.0,-0.2,-1.41,07/08,-21.9,-31.5,-43.8,-1.37,-2.48,-3.13,-1.32,-1.45,-0.48,-0.02,-0.05,-1.47
19,1535,中宇,49.75,-0.35,-0.7,07/08,-67.6,-56.2,-43.6,-19.0,-1.82,-2.79,-1.34,0.4,-0.4,-0.67,0.23,0.48
20,2548,華固,100.5,-1.0,-0.99,07/08,-60.7,-51.2,-43.2,-13.2,5.0,1.53,-8.12,1.21,0.96,-0.39,-0.59,1.24
21,3025,星通,60.8,-0.8,-1.3,07/08,-22.6,-47.9,-43.1,-35.0,-29.4,-11.5,-3.82,0.76,-0.22,-0.01,-0.05,1.15
22,2020,美亞,21.35,-0.1,-0.47,07/08,-33.9,-49.5,-42.8,-11.8,-2.16,-3.92,-10.8,-4.99,-0.79,-0.52,-0.22,-4.62
23,1402,遠東新,27.85,-0.5,-1.76,07/08,-43.4,-46.9,-42.6,-18.3,-27.2,-23.2,-10.4,-9.16,-8.5,-1.65,-0.92,-8.97
24,1612,宏泰,33.65,-0.7,-2.04,07/08,-54.9,-58.9,-41.9,-26.2,-35.4,-21.6,-6.33,-3.47,3.04,0.64,0.38,-3.21
25,2032,新鋼,16.45,0.0,0.0,07/08,-47.2,-46.8,-41.6,-4.03,-11.4,-1.46,6.99,2.41,1.12,0.8,0.16,2.54
26,3023,信邦,319.5,-5.5,-1.69,07/08,-37.3,-39.6,-41.2,-42.2,-32.6,-22.7,5.48,9.09,0.29,-5.15,1.01,8.92
27,3546,宇峻,73.1,-1.2,-1.62,07/08,-54.8,-62.1,-40.1,-24.5,-8.66,4.96,7.75,5.07,1.1,-0.31,0.17,4.71
28,00970B,新光BBB投等債20+,9.42,-0.11,-1.15,07/08,-67.3,-48.6,-40.0,-10.2,8.7,7.45,33.3,32.4,40.8,,,31.9
29,2438,翔耀,20.65,-0.05,-0.24,07/08,-39.9,-39.9,-39.9,-9.1,-4.94,-8.74,1.3,1.05,0.22,-0.04,0.17,1.02
30,00780B,國泰A級金融債,37.56,-0.26,-0.69,07/08,-61.3,-48.7,-39.8,-14.8,-13.1,-10.0,-2.71,64.9,72.9,52.8,,64.4
31,2748,雲品,39.45,0.15,0.38,07/08,-18.0,-51.8,-39.7,-10.9,9.57,16.5,3.18,2.68,-0.6,0.29,,2.67
32,2459,敦吉,63.3,-0.2,-0.31,07/08,-65.3,-41.9,-39.6,-32.9,-4.46,-23.6,-12.1,-9.34,-6.49,-4.72,-1.48,-9.09
33,4137,麗豐-KY,94.8,-0.9,-0.94,07/08,-37.4,-35.8,-39.1,-36.3,-38.2,-25.1,-13.3,-8.23,-4.44,-4.31,-0.9,-7.44
34,1580,新麥,124.5,0.0,0.0,07/08,-31.7,-28.6,-39.0,-23.3,-12.6,-10.7,-4.93,-5.38,-4.02,-2.58,-4.35,-5.2
35,3045,台灣大,113.0,-3.5,-3.0,07/08,-39.4,-43.8,-39.0,-47.8,-39.7,-7.86,1.11,5.73,-5.76,-0.75,-5.43,4.74
36,8213,志超,34.45,-0.2,-0.58,07/08,-22.7,-44.2,-38.8,-24.5,-14.6,-2.79,6.83,5.69,1.94,2.62,0.17,5.71
37,2501,國建,23.85,-0.35,-1.45,07/08,-32.0,-42.5,-38.6,-33.3,-28.0,2.16,5.54,8.16,8.61,1.69,0.83,8.41
38,00983D,主動富邦複合收益,10.18,-0.06,-0.59,07/08,-72.8,-51.8,-38.0,-21.9,-7.17,-3.25,-1.62,-0.42,,,,-0.09
39,6903,巨漢,367.0,-7.5,-2.0,07/08,-48.8,-40.0,-36.8,-1.34,-0.29,-0.37,0.25,0.35,0.2,,,-0.14
40,00783,富邦中証500,30.28,-0.01,-0.03,07/08,-47.8,-39.5,-36.8,-18.7,-0.5,-1.7,-8.28,0.16,0.13,0.0,,0.34
41,2488,漢平,53.7,0.0,0.0,07/08,-21.7,-36.9,-36.6,-28.1,-24.9,-12.3,2.54,3.35,-3.78,0.62,-0.14,3.21
42,1570,力肯,40.25,-0.25,-0.62,07/08,-35.6,-35.1,-36.5,-30.1,-19.2,-2.77,1.61,0.41,-1.03,-0.14,0.09,0.48
43,4526,東台,37.05,-1.95,-5.0,07/08,-56.0,-44.8,-36.5,-5.72,1.34,2.03,1.71,1.64,0.86,-0.07,-0.13,1.71
44,8034,榮群,21.35,-0.35,-1.61,07/08,-35.0,-41.0,-36.2,-27.2,-24.6,-24.1,-7.33,-1.81,-0.41,-0.06,-0.07,-1.76
45,2462,良得電,22.95,0.05,0.22,07/08,-23.8,-28.6,-36.2,-13.5,-7.26,1.83,0.18,-0.51,-0.92,-0.57,-0.01,-1.1
46,8942,森鉅,40.35,0.0,0.0,07/08,-29.2,-40.6,-35.8,-17.4,1.26,14.1,3.34,1.38,0.88,0.28,0.03,1.15
47,2633,台灣高鐵,26.6,0.2,0.76,07/08,-29.9,-41.1,-35.7,-26.7,-45.2,-33.7,-22.3,-24.1,-17.6,-9.17,,-23.7
48,4523,永彰,25.55,-0.75,-2.85,07/08,-30.8,-36.5,-35.5,-31.6,-19.1,-8.04,-0.93,-1.27,-1.62,-0.17,0.12,-1.42
49,5907,大洋-KY,5.02,0.02,0.4,07/08,-49.4,-38.8,-35.4,-17.7,-19.6,-6.41,-0.77,-1.58,7.64,0.5,-1.72,-1.44
50,9955,佳龍,26.45,0.0,0.0,07/08,-40.8,-38.6,-35.0,-10.8,-10.3,-19.1,-6.7,-1.7,-0.32,-0.13,-0.05,-1.31
51,7821,神數,40.85,0.05,0.12,07/08,1.76,-34.3,-34.9,-1.2,-6.23,-3.0,,,,,,
52,2538,基泰,9.83,-0.05,-0.51,07/08,-46.1,-43.3,-34.8,-21.4,-26.2,-9.68,-2.31,-1.72,-7.05,-0.89,-1.38,-2.43
53,8429,金麗-KY,6.3,-0.03,-0.47,07/08,-59.5,-61.9,-34.6,0.81,-1.78,-1.25,-4.53,-3.82,-1.87,-0.33,-0.02,-3.59
54,2227,裕日車,49.25,-0.45,-0.91,07/08,0.0,-45.2,-34.5,-14.0,-6.15,3.93,15.4,0.63,-5.08,-3.32,-0.17,0.53
55,5469,瀚宇博,83.5,0.4,0.48,07/08,-31.8,-37.3,-34.5,-30.5,-15.5,-7.41,-5.66,-1.85,-1.77,-0.73,0.04,-1.74
56,6605,帝寶,134.0,-2.5,-1.83,07/08,-45.0,-44.5,-34.3,-27.1,-34.7,-24.6,-14.7,-8.07,-3.7,-2.45,-0.04,-8.95
57,6535,順藥,100.0,-1.5,-1.48,07/08,-31.6,-13.9,-34.1,-19.2,-7.93,10.6,-0.09,0.15,-0.22,1.55,,-0.83
58,8924,大田,57.4,-0.3,-0.52,07/08,-13.0,-36.3,-33.8,-20.2,-8.87,-6.08,-11.0,-6.3,-5.57,-1.2,-0.05,-6.12
59,5434,崇越,509.0,-7.0,-1.36,07/08,-13.8,-26.7,-33.4,-33.5,-18.0,-3.62,2.44,6.74,6.9,0.51,1.26,6.66
60,3168,眾福科,44.8,0.6,1.36,07/08,-59.6,-51.7,-33.2,-27.6,-30.6,-5.21,-1.96,-1.71,-0.26,,,-1.48
61,1432,大魯閣,15.1,-0.05,-0.33,07/08,-39.0,-35.8,-33.1,-23.4,-17.4,-6.38,-5.37,-2.26,-1.76,-0.43,-0.06,-2.24
62,3715,定穎投控,151.5,-4.0,-2.57,07/08,-13.1,-29.1,-33.1,-27.6,-21.3,2.02,-1.28,-0.04,0.1,-0.26,,-0.37
63,5864,致和證,40.35,-1.65,-3.93,07/08,-31.8,-37.0,-33.1,-23.0,-18.9,-10.7,-1.55,-1.03,0.19,-0.04,,-0.83
64,6542,隆中,45.3,-0.25,-0.55,07/08,-33.0,-33.0,-33.0,-14.1,-14.6,-0.68,-0.05,-10.6,-9.08,-5.21,,-10.5
65,00830,國泰費城半導體,88.55,-1.15,-1.28,07/08,-25.1,-32.2,-32.7,-45.5,-31.3,-16.9,4.44,3.87,9.18,4.48,,2.2
66,1294,漢田生技,58.4,-1.1,-1.85,07/08,-37.0,-32.6,-32.6,-18.2,-7.18,-2.49,-2.59,-0.7,-0.64,,,-0.78
67,5403,中菲,94.3,0.0,0.0,07/08,-37.6,-37.0,-32.6,-7.4,-5.59,-2.29,1.24,-4.15,-4.61,-2.09,0.25,-4.28
68,6796,晉弘,57.9,-0.1,-0.17,07/08,-30.6,-36.0,-32.4,-16.8,-1.83,-9.72,-0.89,0.91,0.56,0.05,,0.35
69,5215,科嘉-KY,44.1,-0.95,-2.11,07/08,-39.8,-39.2,-32.3,-18.1,-1.54,2.97,2.1,2.25,1.35,0.32,0.05,2.38
70,1229,聯華,40.1,0.0,0.0,07/08,-44.0,-34.9,-32.2,-22.0,-11.5,0.45,-9.84,-8.04,-4.54,-5.25,-1.63,-8.57
71,6733,博晟生醫,26.0,-0.3,-1.14,07/08,-55.6,-26.2,-32.1,-22.6,-13.0,-6.02,1.11,-2.38,1.45,-0.87,,-2.86
72,2230,泰茂,23.65,-1.25,-5.02,07/08,-36.5,-35.6,-31.8,-13.4,-5.76,-1.22,0.07,2.96,0.21,-1.1,-0.19,2.66
73,00861,元大全球未來通訊,88.3,-1.5,-1.67,07/08,11.9,-28.7,-31.7,-29.0,-7.97,1.23,11.2,10.7,9.17,8.99,,10.6
74,2013,中鋼構,41.25,0.0,0.0,07/08,-9.36,-30.5,-31.3,-32.2,-19.6,-6.85,-7.96,-5.11,-6.64,-0.86,-0.01,-6.81
75,00842B,台新美元銀行債,31.28,-0.04,-0.13,07/08,-1.11,-7.2,-31.2,-27.3,-15.4,-2.9,0.15,-0.12,0.04,0.03,,-0.12
76,009820,元大納斯達克精選,9.73,-0.08,-0.82,07/08,-40.6,-38.4,-31.1,-16.4,-21.4,-14.8,,,,,,
77,2444,兆勁,12.65,0.25,2.02,07/08,-9.81,-39.6,-30.9,-13.8,-22.7,-4.79,6.2,2.73,1.21,0.62,0.09,2.77
78,3679,新至陞,109.0,0.5,0.46,07/08,15.7,-26.3,-30.9,-32.5,-20.9,-22.4,-7.09,-4.25,-5.9,-0.58,-0.5,-3.97
79,8049,晶采,26.55,-0.2,-0.75,07/08,-59.7,-41.9,-30.7,12.4,2.58,6.1,3.05,2.62,1.65,-0.71,0.07,2.53
80,6115,鎰勝,48.2,-0.1,-0.21,07/08,-34.1,-46.0,-30.5,-7.37,-8.96,-2.13,2.54,2.13,0.77,0.08,-4.29,2.16
81,2887I,台新新光辛特,9.43,-0.01,-0.11,07/08,-46.5,-32.8,-30.4,-12.0,-2.72,5.61,2.05,-1.98,,,,-2.46
