排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 賣出 佔 成交,2日 賣出 佔 成交,3日 賣出 佔 成交,5日 賣出 佔 成交,10日 賣出 佔 成交,1個月 賣出 佔 成交,3個月 賣出 佔 成交,半年 賣出 佔 成交,1年 賣出 佔 成交,3年 賣出 佔 成交,10年 賣出 佔 成交,今年 賣出 佔 成交
1,8342,益張,91.0,0.0,0.0,07/15,,100.0,98.9,55.1,32.4,12.1,7.55,3.26,1.97,0.35,,3.44
2,00968B,元大優息投等債,9.23,0.01,0.11,07/15,0.91,78.7,85.6,79.1,45.2,27.0,18.5,22.2,11.5,,,21.0
3,1102,亞泥,34.8,0.6,1.75,07/15,70.4,78.2,81.9,82.1,48.5,45.5,64.3,64.7,64.3,55.6,49.3,64.4
4,00867B,台新A-BBB電信債,30.74,0.04,0.13,07/15,0.0,48.5,78.3,8.48,6.21,9.01,8.64,5.73,1.78,1.11,,5.63
5,00761B,國泰A級公司債,34.29,0.04,0.12,07/15,15.7,40.6,77.9,75.9,38.5,27.8,27.3,15.5,14.7,13.4,,15.1
6,2885,元大金,67.0,0.3,0.45,07/15,71.8,79.2,77.5,73.5,65.8,57.2,55.0,58.8,53.7,53.2,48.5,57.0
7,00933B,國泰10Y+金融債,16.0,0.0,0.0,07/15,82.2,77.4,76.8,68.4,48.1,21.7,12.3,11.5,10.2,,,11.4
8,2834,臺企銀,17.85,0.2,1.13,07/15,55.6,64.3,72.9,61.6,49.2,42.2,41.4,48.0,42.6,38.3,33.9,47.9
9,00725B,國泰投資級公司債,35.19,0.05,0.14,07/15,61.3,63.9,71.7,42.0,35.1,24.8,15.8,16.6,14.8,15.8,,16.0
10,2393,億光,68.7,1.1,1.63,07/15,47.6,67.9,71.0,53.5,45.5,44.6,46.7,41.6,40.9,41.6,31.0,41.4
11,2330,台積電,2440.0,20.0,0.83,07/15,67.8,70.1,70.5,73.6,68.8,68.6,65.6,64.2,59.0,57.6,60.1,63.9
12,3115,富榮綱,8.94,0.02,0.22,07/15,0.0,68.6,68.5,42.9,16.0,14.5,5.52,4.03,6.42,3.53,2.24,3.89
