排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,2002,中鋼,18.95,0.0,0.0,07/31,-7564,-10268,-19762,-51191,-78029,-76946,33334.0,-159588.0,64178.0,-115100.0
2,2409,友達,24.2,2.0,9.01,07/31,-37019,-35353,-30902,-37510,-62508,-63124,-63124.0,17813.0,539386.0,459986.0
3,2344,華邦電,130.0,11.5,9.7,07/31,-28713,-30579,-35154,-36559,-37759,-17950,-12363.0,141414.0,69500.0,130395.0
4,5876,上海商銀,45.45,0.65,1.45,07/31,-8094,-32488,-33325,-34303,-41366,-16459,48995.0,96656.0,98191.0,98689.0
5,2356,英業達,61.8,4.3,7.48,07/31,-925,-9358,-9195,-24195,-30611,19522,-33817.0,-55592.0,2637.0,-39000.0
6,4938,和碩,84.4,3.9,4.84,07/31,-122,-388,-9431,-23483,-37367,-56113,55417.0,64703.0,82523.0,45489.0
7,2618,長榮航,43.3,1.55,3.71,07/31,-1831,-1968,-16679,-22262,-43476,-124432,-127274.0,-26836.0,-64677.0,-127103.0
8,4904,遠傳,105.0,-0.5,-0.47,07/31,-101,-645,-17263,-21128,-29074,-4206,29289.0,30040.0,25999.0,29710.0
9,00981A,主動統一台股增長,26.13,2.37,9.97,07/31,-20323,-7689,-16412,-20453,-103976,40599,-17265.0,105085.0,185245.0,147385.0
10,1101,台泥,24.3,0.25,1.04,07/31,-17923,-19779,-18497,-16632,-14893,29657,260681.0,453336.0,506936.0,476283.0
11,00992A,主動群益科技創新,14.82,1.34,9.94,07/31,3079,3047,-17146,-16616,-18647,-2750,-9968.0,27476.0,,29866.0
12,2303,聯電,121.0,11.0,10.0,07/31,-6213,-6784,-11615,-16154,-43793,-65746,-506035.0,-358703.0,-917275.0,-508157.0
13,2412,中華電,139.5,-1.0,-0.71,07/31,54,398,-8369,-14851,-30629,-984,23608.0,25595.0,37496.0,31011.0
14,2891,中信金,64.9,1.8,2.85,07/31,-220,2091,-20301,-11556,-51265,-48408,-114483.0,146765.0,12443.0,89864.0
15,00929,復華台灣科技優息,27.47,1.47,5.65,07/31,-636,-636,-4930,-11256,-16674,17756,14679.0,28192.0,38202.0,28908.0
