證券代號,證券名稱,交易別,成交價,成交股數,成交金額
01010T,京城樂富R1,配對交易,10.03,"850,000","8,525,500"
1216,統一,配對交易,67.10,"1,273,000","85,418,300"
1303,南亞,配對交易,150.00,"163,681","24,552,150"
1436,華友聯,配對交易,44.95,"3,000,000","134,850,000"
1466,聚隆,配對交易,13.35,"982,000","13,109,700"
2308,台達電,配對交易,"2,020.00","75,000","151,500,000"
2327,國巨*,配對交易,"1,200.00","135,000","162,000,000"
2330,台積電,配對交易,"2,505.00","2,095,600","5,249,478,000"
2330,台積電,配對交易,"2,495.00","1,875,651","4,679,749,245"
2330,台積電,配對交易,"2,492.91","108,405","270,243,909"
2330,台積電,配對交易,"2,492.90","44,000","109,687,600"
2330,台積電,配對交易,"2,492.89","110,595","275,701,170"
2330,台積電,配對交易,"2,491.35","10,000","24,913,500"
2344,華邦電,配對交易,187.00,"367,252","68,676,124"
2412,中華電,配對交易,141.50,"142,000","20,093,000"
2454,聯發科,配對交易,"4,335.00","841,400","3,647,469,000"
2454,聯發科,配對交易,"4,324.25","19,000","82,160,750"
2454,聯發科,配對交易,"4,245.00","40,000","169,800,000"
2461,光群雷,配對交易,18.95,"2,510,000","47,564,500"
2528,皇普,配對交易,21.00,"1,000,000","21,000,000"
2881,富邦金,配對交易,129.50,"294,000","38,073,000"
2881,富邦金,配對交易,120.00,"11,481,000","1,377,720,000"
2882,國泰金,配對交易,98.30,"323,000","31,750,900"
2883,凱基金,配對交易,28.70,"822,000","23,591,400"
2883,凱基金,配對交易,25.85,"859,235","22,211,225"
2885,元大金,配對交易,65.70,"379,000","24,900,300"
2886,兆豐金,配對交易,46.10,"454,000","20,929,400"
2887,台新新光金,配對交易,33.25,"865,000","28,761,250"
2890,永豐金,配對交易,39.90,"433,000","17,276,700"
2891,中信金,配對交易,71.10,"270,000","19,197,000"
2891,中信金,配對交易,71.00,"648,000","46,008,000"
3037,欣興,配對交易,"1,085.00","1,150,000","1,247,750,000"
3037,欣興,配對交易,"1,040.65","16,000","16,650,400"
3044,健鼎,配對交易,513.50,"198,855","102,112,042"
3044,健鼎,配對交易,513.48,"292,145","150,010,615"
3711,日月光投控,配對交易,705.55,"67,536","47,650,025"
3711,日月光投控,配對交易,705.53,"131,680","92,904,190"
3711,日月光投控,配對交易,705.52,"48,320","34,090,726"
3711,日月光投控,配對交易,705.50,"58,464","41,246,352"
4722,國精化,配對交易,316.00,"520,000","164,320,000"
6669,緯穎,配對交易,"5,007.50","5,000","25,037,500"
9945,潤泰新,配對交易,29.21,"705,000","20,593,050"
總計,,,,"35,663,819","18,839,276,523"
