單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"10,381,621,756","10,105,754,523","275,867,233"
自營商(避險),"24,750,333,387","36,177,695,653","-11,427,362,266"
投信,"23,280,878,805","18,517,387,543","4,763,491,262"
外資及陸資(不含外資自營商),"286,540,655,179","347,491,144,474","-60,950,489,295"
外資自營商,0,0,0
合計,"344,953,489,127","412,291,982,193","-67,338,493,066"
