證券代號,證券名稱,交易別,成交價,成交股數,成交金額
2727,王品,逐筆交易,234.00,"100,000","23,400,000"
0050,元大台灣50,配對交易,106.11,"1,270,000","134,759,700"
2308,台達電,配對交易,"1,902.50","11,000","20,927,500"
2308,台達電,配對交易,"1,893.25","10,000","18,932,500"
2327,國巨*,配對交易,796.04,"25,900","20,617,436"
2327,國巨*,配對交易,796.03,"48,100","38,289,043"
2327,國巨*,配對交易,791.50,"146,000","115,559,000"
2330,台積電,配對交易,"2,446.77","20,000","48,935,400"
2330,台積電,配對交易,"2,442.38","50,800","124,072,904"
2330,台積電,配對交易,"2,442.37","257,500","628,910,275"
2330,台積電,配對交易,"2,442.35","232,500","567,846,375"
2330,台積電,配對交易,"2,442.34","48,200","117,720,788"
2330,台積電,配對交易,"2,440.00","2,594,000","6,329,360,000"
2330,台積電,配對交易,"2,425.00","21,000","50,925,000"
2330,台積電,配對交易,"2,424.97","219,000","531,068,430"
2330,台積電,配對交易,"2,424.95","313,000","759,009,350"
2368,金像電,配對交易,"1,030.13","102,180","105,258,683"
2368,金像電,配對交易,"1,030.11","53,820","55,440,520"
2382,廣達,配對交易,380.75,"2,000,000","761,500,000"
2382,廣達,配對交易,380.68,"57,000","21,698,760"
2382,廣達,配對交易,380.00,"1,000,000","380,000,000"
2383,台光電,配對交易,"5,104.89","9,900","50,538,411"
2383,台光電,配對交易,"5,104.88","5,100","26,034,888"
2449,京元電子,配對交易,302.75,"67,000","20,284,250"
2454,聯發科,配對交易,"3,761.00","5,000","18,805,000"
2454,聯發科,配對交易,"3,755.24","5,000","18,776,200"
2454,聯發科,配對交易,"3,739.73","24,225","90,594,959"
2454,聯發科,配對交易,"3,739.71","26,775","100,130,735"
2461,光群雷,配對交易,14.95,"630,000","9,418,500"
2883,凱基金,配對交易,30.31,"805,200","24,405,612"
2883,凱基金,配對交易,30.30,"1,207,800","36,596,340"
2885,元大金,配對交易,67.15,"1,722,000","115,632,300"
2885,元大金,配對交易,67.10,"1,278,000","85,753,800"
2891,中信金,配對交易,63.75,"258,420","16,474,275"
2891,中信金,配對交易,63.71,"325,580","20,742,702"
3017,奇鋐,配對交易,"2,166.82","73,500","159,261,270"
3017,奇鋐,配對交易,"2,166.81","31,500","68,254,515"
3044,健鼎,配對交易,422.25,"39,000","16,467,750"
3665,貿聯-KY,配對交易,"1,760.00","250,000","440,000,000"
3711,日月光投控,配對交易,678.78,"38,766","26,313,585"
3711,日月光投控,配對交易,678.73,"32,234","21,878,183"
4440,宜新實業,配對交易,15.55,"500,000","7,775,000"
4904,遠傳,配對交易,95.88,"577,000","55,322,760"
總計,,,,"16,492,000","12,283,692,700"
