"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料週別","更新日期","持股100張以下(%)","100張以下增減","持股200張以下(%)","200張以下增減","持股400張以下(%)","400張以下增減","持股600張以下(%)","600張以下增減"
"1","00793B","群益AAA-A醫療債","29.72","-0.28","-0.93","26W31","07/31","56.7","-0.78","62.4","+4.98","81.4","-3.65","100","0"
"2","00643K","群益深証中小+R","3.91","0","0","26W31","07/31","100","0","100","0","100","0","100","0"
"3","00657K","國泰日經225+U","24.8","+0.14","+0.57","26W31","07/31","100","0","100","0","100","0","100","0"
"4","00668K","國泰美國道瓊+U","19.63","+0.06","+0.31","26W31","07/31","100","0","100","0","100","0","100","0"
"5","00636K","國泰中國A50+U","8.79","+0.01","+0.11","26W31","07/31","100","0","100","0","100","0","100","0"
"6","006204","永豐臺灣加權","230.7","+0.9","+0.39","26W31","07/31","68.2","+0.29","100","+13.5","100","0","100","0"
"7","0057","富邦摩台","319.55","+0.6","+0.19","26W31","07/31","63.9","+7.6","100","0","100","0","100","0"
"8","00625K","富邦上証+R","8.57","0","0","26W31","07/31","65.5","0","100","0","100","0","100","0"
"9","00860B","群益1-5Y投資級債","37.66","-0.24","-0.63","26W31","07/31","82.6","+11.7","86.7","+10.9","100","+24.2","100","+24.2"
"10","00728","第一金工業30","69.2","+0.95","+1.39","26W31","07/31","88.9","+0.15","94.6","+0.5","98.6","-0.07","100","0"
"11","009818","華南永昌NASDAQxT","19.9","+0.15","+0.76","26W31","07/31","79.3","+1.46","87.3","+1.41","93","+0.87","94.1","+1.95"
"12","00899","FT潔淨能源","23.41","-0.01","-0.04","26W31","07/31","83.9","+0.8","91.6","+2.94","94.3","+3.07","94.3","+3.07"
"13","00701","國泰股利精選30","38.3","+0.6","+1.59","26W31","07/31","88.9","+0.7","90.9","+0.75","92.5","+0.59","94","+0.28"
"14","00861","元大全球未來通訊","85.4","-0.6","-0.7","26W31","07/31","90.6","+0.7","92.4","+0.7","95.2","+0.67","95.9","+1.32"
"15","00939","統一台灣高息動能","22.79","+0.07","+0.31","26W31","07/31","81.2","-0.1","89.3","-0.2","92.6","+0.02","93.3","-0.02"
"16","00905","FT臺灣Smart","26.57","+0.22","+0.83","26W31","07/31","83","+0.54","89.6","+0.66","92.6","+0.64","93.9","+0.7"
"17","00893","國泰智能電動車","42.89","+0.16","+0.37","26W31","07/31","84.1","+0.03","89.1","+0.13","91.8","+0.07","93","+0.07"
"18","00930","永豐ESG低碳高息","23.89","-0.05","-0.21","26W31","07/31","85.5","-0.49","89","-0.24","91.2","-0.46","91.6","0"
"19","00896","中信綠能及電動車","28.04","+0.25","+0.9","26W31","07/31","83.2","+1.01","90.1","+1.14","92.1","+1.14","92.8","+1.14"
"20","009822","華南永昌未來金融","9.87","+0.01","+0.1","26W31","07/31","74.9","+0.3","82.6","+0.52","89.3","+0.71","91.3","+0.79"
"21","00936","台新永續高息中小","21.35","-0.11","-0.51","26W31","07/31","81.5","-0.77","87.5","-0.7","89.6","-0.62","89.9","-0.62"
"22","00944","野村趨勢動能高息","21","+0.11","+0.53","26W31","07/31","83.5","+1.35","87.3","+0.86","90.7","+2.62","91.7","+0.68"
"23","00929","復華台灣科技優息","29.13","+0.08","+0.28","26W31","07/31","76.8","-0.05","86.5","+0.02","90.3","+0.03","91.4","+0.06"
"24","009808","華南永昌優選50","30.76","+0.33","+1.08","26W31","07/31","74.6","+0.02","81.6","+0.34","90.6","+0.39","90.6","+0.39"
"25","00895","富邦未來車","50.3","+0.35","+0.7","26W31","07/31","83.6","+0.36","87.9","+0.46","89.7","+0.21","90","+0.02"
"26","006208","富邦台50","245.1","+1.95","+0.8","26W31","07/31","86.4","-0.21","88.7","-0.19","89.6","-0.18","90","-0.18"
