代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 週別,更新 日期,外資 連續 買賣 週數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 週數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 週數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 週數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
0050,元大台灣50,97.15,-4.3,-4.24,26W31,07/28,-6,-1030869,-25.6,-4.75,26,247929,1.43,1.14,-16,-1484111,-14.4,-6.84,-6,-1804773,-44.9,-8.31
2542,興富發,42.95,-0.55,-1.26,26W31,07/28,-3,-38008,-32.5,-1.77,13,134823,16.5,6.26,3,4431,3.79,0.21,-1,-1065,-10.5,-0.05
1216,統一,77.4,0.3,0.39,26W31,07/28,1,50,0.16,0.0,11,151170,16.9,2.66,6,19383,4.01,0.34,1,6201,20.4,0.11
2352,佳世達,27.7,-1.05,-3.65,26W31,07/28,-6,-57812,-11.0,-3.66,11,51672,5.9,3.27,1,218,1.69,0.01,-4,-25822,-8.71,-1.63
2382,廣達,313.5,-8.5,-2.64,26W31,07/28,-1,-782,-1.95,-0.02,11,332434,18.9,8.61,2,2302,1.45,0.06,2,15798,9.97,0.41
2886,兆豐金,49.45,0.05,0.1,26W31,07/28,-2,-35884,-16.5,-0.24,11,543275,26.4,3.66,8,48671,3.54,0.33,14,253372,10.7,1.71
2892,第一金,34.8,0.0,0.0,26W31,07/28,-2,-43765,-17.0,-0.3,11,423148,15.6,2.94,3,8907,2.03,0.06,1,1090,1.34,0.01
2912,統一超,237.5,-2.0,-0.84,26W31,07/28,-2,-7821,-27.3,-0.75,11,69285,24.5,6.66,1,37,0.63,0.0,-2,-740,-2.58,-0.07
2633,台灣高鐵,26.0,-0.05,-0.19,26W31,07/28,1,2394,39.6,0.04,10,99137,14.2,1.76,1,177,2.93,0.0,3,15959,20.2,0.28
2890,永豐金,38.65,-0.95,-2.4,26W31,07/28,1,10695,13.8,0.07,10,332726,13.7,2.29,1,4707,6.09,0.03,10,537251,22.2,3.7
1210,大成,57.5,-0.6,-1.03,26W31,07/28,-2,-1237,-10.8,-0.14,9,49917,29.7,5.58,7,3844,4.65,0.43,9,22512,13.4,2.52
1402,遠東新,27.4,-0.05,-0.18,26W31,07/28,3,92275,31.3,1.72,9,252490,17.7,4.72,1,601,2.17,0.01,3,111171,37.7,2.08
2855,統一證,42.2,-2.8,-6.22,26W31,07/28,-3,-11301,-18.0,-0.71,9,80310,16.7,5.01,0,0,0.0,0.0,-3,-6578,-10.5,-0.41
9917,中保科,110.5,0.0,0.0,26W31,07/28,3,1818,22.3,0.4,8,2494,7.48,0.55,1,10,1.1,0.0,4,2770,26.2,0.61
2646,星宇航空,21.8,0.2,0.93,26W31,07/28,11,41042,12.0,1.36,7,1798,0.87,0.06,1,169,1.32,0.01,11,43322,12.7,1.44
3037,欣興,764.0,-84.0,-9.91,26W31,07/28,-1,-5341,-15.8,-0.33,7,27877,3.23,1.7,1,765,2.26,0.05,-1,-4336,-12.8,-0.26
