排名,代號,名稱,市 場,成交,漲跌 價,漲跌 幅,成交 張數,法人 買賣 日期,外資 買賣超 張數,投信 買賣超 張數,自營 買賣超 張數,合計 買賣超 張數,外資 持有 (千張),外資 持股 (%),法人 買賣超 註記
601,6245,立端,櫃,77.4,-2.6,-3.25,1074,07/29,-301,0,-16,-317,15.4,10.5,－・－
602,6125,廣運,櫃,44.3,-3.25,-6.83,2035,07/29,439,0,-16,423,27.2,10.5,＋・－
603,1904,正隆,市,21.05,-0.3,-1.41,2675,07/29,559,10,13,583,116.0,10.5,＋＋＋
604,3141,晶宏,櫃,60.0,-3.2,-5.06,704,07/29,87,0,-7,80,7.9,10.5,＋・－
605,2436,偉詮電,市,51.8,-3.2,-5.82,3973,07/29,-410,10,-139,-538,20.9,10.4,－＋－
606,3167,大量,市,482.5,-53.5,-9.98,739,07/29,239,-102,31,168,9.36,10.4,＋－＋
607,2472,立隆電,市,220.0,-15.0,-6.38,5909,07/29,1770,-18,-20,1733,17.2,10.4,＋－－
608,4162,智擎,櫃,63.5,-0.8,-1.24,704,07/29,224,0,-3,221,15.1,10.4,＋・－
609,00657,國泰日經225,市,71.9,-0.95,-1.3,350,07/29,155,0,-150,5,0.68,10.4,＋・－
610,1527,鑽全,市,33.5,-0.05,-0.15,528,07/29,-157,0,1,-156,14.3,10.3,－・＋
611,2323,中環,市,9.51,-0.41,-4.13,11997,07/29,-5934,22,-629,-6541,112.0,10.3,－＋－
612,8936,國統,櫃,50.8,-0.7,-1.36,2122,07/29,180,0,3,184,25.5,10.3,＋・＋
613,1717,長興,市,54.8,-3.0,-5.19,16746,07/29,2515,9,-1217,1307,121.0,10.2,＋＋－
614,9924,福興,市,39.4,0.2,0.51,292,07/29,23,0,7,30,15.4,10.2,＋・＋
615,6234,高僑,櫃,31.95,-2.0,-5.89,1153,07/29,359,0,-6,353,10.2,10.2,＋・－
616,6143,振曜,櫃,84.9,-3.2,-3.63,1046,07/29,-2,0,-5,-7,8.72,10.1,－・－
617,6419,京晨科,櫃,120.5,-4.5,-3.6,229,07/29,40,0,-5,35,1.33,10.1,＋・－
618,2820,華票,市,16.6,0.1,0.61,2496,07/29,-490,0,17,-473,136.0,10.1,－・＋
619,6277,宏正,市,76.3,-1.6,-2.05,793,07/29,227,0,-4,223,12.0,10.1,＋・－
620,1513,中興電,市,149.5,-3.0,-1.97,5755,07/29,-875,1,-120,-993,50.7,10.1,－＋－
621,1611,中電,市,11.45,-0.35,-2.97,987,07/29,-357,0,21,-336,32.5,10.1,－・＋
622,6155,鈞寶,市,49.55,-2.15,-4.16,3406,07/29,200,0,-6,195,8.86,10.1,＋・－
623,3030,德律,市,255.0,-18.5,-6.76,4294,07/29,304,2,-102,204,23.6,10.0,＋＋－
624,1314,中石化,市,7.51,-0.29,-3.72,43123,07/29,-3606,0,117,-3489,379.0,10.0,－・＋
625,4745,合富-KY,櫃,10.8,-1.2,-10.0,422,07/29,129,0,0,129,6.96,10.0,＋・－
626,1708,東鹼,市,47.5,-2.05,-4.14,5458,07/29,981,0,-14,967,24.9,10.0,＋・－
627,2538,基泰,市,10.0,0.04,0.4,1147,07/29,51,0,8,59,44.4,10.0,＋・＋
628,6462,神盾,櫃,91.8,-1.8,-1.92,1127,07/29,233,0,15,248,9.1,10.0,＋・＋
