排名,代號,名稱,市 場,成交,漲跌 價,漲跌 幅,成交 張數,法人 買賣 日期,外資 買賣超 張數,投信 買賣超 張數,自營 買賣超 張數,合計 買賣超 張數,外資 持有 (千張),外資 持股 (%),法人 買賣超 註記
1801,6183,關貿,市,93.8,0.0,0.0,17,08/17,3,0,3,6,1.76,1.2,＋・＋
1802,00650L,復華香港正2,市,17.26,0.43,2.55,1841,08/17,123,0,683,806,1.19,1.2,＋・＋
1803,009802,富邦旗艦50,市,19.46,-0.19,-0.97,2481,08/17,158,0,-186,-28,6.13,1.2,＋・－
1804,4198,欣大健康,櫃,42.8,1.05,2.51,4,08/17,0,0,0,0,0.28,1.2,・・・
1805,1466,聚隆,市,16.4,-0.65,-3.81,545,08/17,-242,0,1,-241,1.28,1.2,－・＋
1806,3516,亞帝歐,櫃,25.45,0.25,0.99,63,08/17,10,0,0,10,0.69,1.2,＋・・
1807,5465,富驊,櫃,24.5,-0.2,-0.81,145,08/17,-10,0,0,-10,1.71,1.2,－・・
1808,1780,立弘,櫃,23.7,-0.05,-0.21,10,08/17,1,0,0,1,1.25,1.1,＋・・
1809,2431,聯昌,市,10.25,0.0,0.0,137,08/17,84,0,0,84,1.27,1.1,＋・・
1810,7631,聚賢研發-創,市,145.0,0.0,0.0,113,08/17,11,0,3,14,0.23,1.1,＋・＋
1811,00934,中信成長高股息,市,29.15,0.05,0.17,2276,08/17,-322,0,-489,-811,4.83,1.1,－・－
1812,1225,福懋油,市,24.75,0.0,0.0,32,08/17,2,0,-5,-3,2.76,1.1,＋・－
1813,1713,國化,市,44.4,-1.05,-2.31,435,08/17,-149,0,-149,-298,1.71,1.1,－・－
1814,00406A,主動中信台灣收益,市,9.84,0.06,0.61,42462,08/17,-597,0,4800,4203,19.8,1.1,－・＋
1815,2061,風青,櫃,51.6,0.9,1.78,2022,08/17,-123,0,50,-73,0.65,1.1,－・＋
1816,5529,鉅陞,櫃,20.8,-0.3,-1.42,52,08/17,-13,0,0,-13,1.19,1.1,－・・
1817,6117,迎廣,市,62.8,-0.7,-1.1,231,08/17,-20,0,-1,-21,1.05,1.1,－・－
1818,6581,鋼聯,市,108.5,1.5,1.4,9,08/17,1,0,2,3,1.25,1.1,＋・＋
1819,6923,中台,市,76.2,0.1,0.13,23,08/17,8,0,-1,7,1.03,1.1,＋・－
1820,2460,建通,市,29.05,-0.65,-2.19,443,08/17,40,0,2,42,1.89,1.1,＋・＋
1821,3541,西柏,櫃,22.1,0.0,0.0,14,08/17,-7,0,0,-7,0.63,1.1,－・・
1822,5353,台林,櫃,28.2,0.0,0.0,40,08/17,-12,0,0,-12,0.85,1.1,－・・
