排名,代號,名稱,市 場,成交,漲跌 價,漲跌 幅,成交 張數,法人 買賣 日期,外資 買賣超 張數,投信 買賣超 張數,自營 買賣超 張數,合計 買賣超 張數,外資 持有 (千張),外資 持股 (%),法人 買賣超 註記
301,4105,東洋,櫃,77.9,-0.3,-0.38,406,08/27,-26,0,-1,-27,56.1,22.6,－・－
302,6217,中探針,櫃,177.5,16.0,9.91,4564,08/27,237,0,74,312,26.4,22.5,＋・＋
303,8437,大地-KY,櫃,9.22,0.04,0.44,12,08/27,2,0,0,2,10.6,22.5,＋・＋
304,6576,逸達,櫃,80.0,-0.2,-0.25,42,08/27,8,0,0,8,35.3,22.4,＋・＋
305,2207,和泰車,市,527.0,4.0,0.76,203,08/27,47,1,4,51,125.0,22.4,＋＋＋
306,4961,天鈺,市,165.0,-0.5,-0.3,209,08/27,22,-1,-1,19,27.2,22.4,＋－－
307,6491,晶碩,市,375.0,-4.0,-1.06,239,08/27,21,0,-1,20,17.4,22.4,＋・－
308,4991,環宇-KY,櫃,538.0,48.5,9.91,8176,08/27,870,164,68,1102,27.1,22.3,＋＋＋
309,009806,台新標普500,櫃,13.59,0.0,0.0,67,08/27,0,0,-3,-3,3.02,22.1,・・－
310,3498,陽程,櫃,203.5,0.0,0.0,413,08/27,56,0,-31,25,13.5,22.1,＋・－
311,2916,滿心,櫃,40.1,-0.05,-0.12,33,08/27,-6,0,0,-6,14.2,21.9,－・・
312,5212,凌網,櫃,46.7,0.1,0.21,10,08/27,1,0,0,1,7.56,21.8,＋・・
313,3022,威強電,市,91.5,-1.0,-1.08,1365,08/27,-406,0,-11,-417,38.5,21.8,－・－
314,5439,高技,櫃,262.0,14.0,5.65,4977,08/27,-275,0,80,-195,20.3,21.8,－・＋
315,3450,聯鈞,市,578.0,4.0,0.7,16732,08/27,366,688,-68,985,31.6,21.7,＋＋－
316,009807,台新標普科技精選,櫃,16.78,0.28,1.7,124,08/27,0,0,3,3,3.05,21.4,・・＋
317,6213,聯茂,市,563.0,-20.0,-3.43,36061,08/27,335,-327,119,126,77.8,21.4,＋－＋
318,2364,倫飛,市,76.8,1.8,2.4,1254,08/27,-154,0,25,-129,11.2,21.4,－・＋
319,8039,台虹,市,352.5,32.0,9.98,22503,08/27,1614,1910,10,3534,56.2,21.3,＋＋＋
320,6510,精測,櫃,2740.0,120.0,4.58,366,08/27,-1,62,10,71,6.97,21.3,－＋＋
321,00972,野村日本動能高息,市,21.75,-0.27,-1.23,15,08/27,-4,0,-2,-6,3.33,21.2,－・－
322,3363,上詮,櫃,704.0,54.0,8.31,9949,08/27,454,0,16,470,24.1,21.2,＋・＋
323,1587,吉茂,市,24.15,-0.1,-0.41,68,08/27,26,0,0,26,16.9,21.2,＋・・
324,2467,志聖,市,585.0,15.0,2.63,1562,08/27,450,-1,10,458,33.0,21.0,＋－＋
325,8213,志超,市,33.15,0.35,1.07,602,08/27,214,0,1,215,57.1,21.0,＋・＋
326,2911,麗嬰房,市,6.54,-0.01,-0.15,129,08/27,-9,0,1,-8,22.0,21.0,－・＋
327,6104,創惟,櫃,102.5,2.5,2.5,1510,08/27,774,0,35,810,19.0,20.8,＋・＋
328,2415,錩新,市,28.75,1.45,5.31,456,08/27,-73,24,1,-48,18.8,20.8,－＋＋
329,5425,台半,櫃,95.2,-1.4,-1.45,41848,08/27,-3368,4575,-368,839,54.9,20.8,－＋－
330,2351,順德,市,240.0,21.0,9.59,19231,08/27,3997,322,236,4555,37.8,20.8,＋＋＋
331,4726,永昕,櫃,24.2,-0.3,-1.22,128,08/27,33,0,0,33,42.9,20.7,＋・・
332,1617,榮星,市,18.15,0.35,1.97,545,08/27,112,0,1,113,35.1,20.7,＋・＋
333,3211,順達,櫃,397.5,33.5,9.2,17610,08/27,-2667,3183,194,709,31.9,20.7,－＋＋
334,6166,凌華,市,117.0,-3.0,-2.5,1414,08/27,-486,0,-11,-496,44.8,20.6,－・－
335,8112,至上,市,92.2,-0.9,-0.97,6410,08/27,-1852,-12,-277,-2140,116.0,20.6,－－－
336,3703,欣陸,市,19.65,0.0,0.0,815,08/27,-358,1,3,-354,169.0,20.5,－＋＋
337,9912,偉聯,市,13.2,0.25,1.93,485,08/27,31,0,1,32,11.0,20.4,＋・＋
338,4931,新盛力,櫃,265.5,10.0,3.91,11470,08/27,271,0,158,429,13.3,20.4,＋・＋
339,3357,臺慶科,櫃,217.0,7.5,3.58,1247,08/27,-3,0,51,48,23.4,20.4,－・＋
340,6231,系微,櫃,216.0,0.0,0.0,130,08/27,16,0,4,20,9.28,20.3,＋・＋
341,00922,國泰台灣領袖50,市,41.06,0.05,0.12,12238,08/27,-129,0,7627,7498,434.0,20.2,－・＋
342,4728,雙美,櫃,400.0,0.0,0.0,1,08/27,0,0,0,0,11.0,20.2,・・・
343,6997,博弘,櫃,68.0,-0.6,-0.87,3,08/27,0,0,0,0,4.45,20.1,・・・
344,3481,群創,市,46.25,-0.15,-0.32,122928,08/27,-1077,-68,401,-744,1603.0,20.1,－－＋
345,4568,科際精密,櫃,39.9,0.35,0.88,7,08/27,2,0,0,2,6.4,20.0,＋・・
346,8147,正淩,櫃,125.5,2.0,1.62,114,08/27,24,0,0,24,8.32,19.9,＋・＋
347,3010,華立,市,129.0,-0.5,-0.39,448,08/27,-112,-1,17,-96,51.5,19.8,－－＋
348,4904,遠傳,市,101.5,0.5,0.5,3626,08/27,1159,-5,-188,966,715.0,19.8,＋－－
349,2939,永邑-KY,市,19.2,-0.35,-1.79,8,08/27,-1,0,1,0,9.02,19.8,－・＋
350,6672,騰輝電子-KY,市,281.5,5.0,1.81,3524,08/27,881,-6,30,904,14.1,19.7,＋－＋
351,2344,華邦電,市,186.0,4.5,2.48,139733,08/27,30132,-295,711,30548,886.0,19.7,＋－＋
352,2458,義隆,市,139.5,0.0,0.0,1327,08/27,-224,1,-5,-228,59.7,19.7,－＋－
353,9933,中鼎,市,41.6,-0.4,-0.95,1414,08/27,-238,1,-39,-276,186.0,19.7,－＋－
354,7610,聯友金屬-創,市,1595.0,-15.0,-0.93,382,08/27,-68,0,1,-67,11.5,19.6,－・＋
355,2886,兆豐金,市,46.15,-0.45,-0.97,22503,08/27,7302,-68,-731,6503,2907.0,19.6,＋－－
356,5906,台南-KY,市,39.25,-1.2,-2.97,4,08/27,1,0,0,1,6.98,19.5,＋・・
357,7757,金色三麥,櫃,89.0,0.2,0.23,14,08/27,4,0,0,4,4.71,19.5,＋・・
358,00681R,元大美債20反1,市,21.52,0.0,0.0,1,08/27,0,0,0,0,1.48,19.5,・・・
359,6206,飛捷,市,140.5,-2.0,-1.4,721,08/27,-29,-4,-69,-101,27.9,19.5,－－－
360,2313,華通,市,244.0,22.0,9.91,61898,08/27,7049,21,967,8038,240.0,19.5,＋＋＋
361,7769,鴻勁,市,6345.0,10.0,0.16,442,08/27,70,-46,1,25,35.0,19.5,＋－＋
362,3014,聯陽,市,132.0,-0.5,-0.38,380,08/27,88,-4,1,84,32.3,19.4,＋－＋
363,1467,南緯,市,8.36,0.1,1.21,175,08/27,16,0,1,17,45.4,19.4,＋・＋
364,1785,光洋科,櫃,103.0,0.0,0.0,3505,08/27,-107,-3,0,-110,116.0,19.4,－－＋
365,4164,承業醫,市,26.3,-0.25,-0.94,257,08/27,20,0,0,20,37.9,19.4,＋・・
366,3531,先益,櫃,21.25,-0.75,-3.41,23,08/27,0,0,0,0,11.8,19.3,・・・
367,4960,誠美材,市,22.15,-0.05,-0.23,3055,08/27,750,0,2,752,110.0,19.2,＋・＋
368,7717,萊德光電-KY,櫃,434.0,16.5,3.95,205,08/27,34,0,1,35,4.76,19.2,＋・＋
369,3042,晶技,市,192.0,6.5,3.5,17243,08/27,2786,-1,18,2804,65.7,19.2,＋－＋
370,3189,景碩,市,914.0,33.0,3.75,32581,08/27,3819,392,557,4768,101.0,19.1,＋＋＋
371,00635U,期元大S&P黃金,市,47.8,-0.3,-0.62,3749,08/27,15,0,-74,-60,65.7,19.0,＋・－
372,6283,淳安,市,20.1,0.05,0.25,73,08/27,-14,0,1,-13,28.3,19.0,－・＋
373,1410,南染,市,24.75,0.0,0.0,34,08/27,7,0,0,7,11.8,19.0,＋・・
374,2204,中華,市,54.0,-0.2,-0.37,645,08/27,-129,-5,-5,-140,105.0,19.0,－－－
375,2356,英業達,市,65.6,-1.2,-1.8,13826,08/27,-4977,-127,-392,-5495,681.0,19.0,－－－
376,6591,動力-KY,市,42.6,-0.2,-0.47,103,08/27,38,0,0,38,7.79,19.0,＋・－
377,6182,合晶,櫃,109.0,2.0,1.87,41385,08/27,1320,0,447,1767,112.0,18.9,＋・＋
378,6683,雍智科技,櫃,1245.0,110.0,9.69,615,08/27,-144,0,-34,-178,5.21,18.9,－・－
379,3081,聯亞,櫃,3370.0,115.0,3.53,6604,08/27,156,918,51,1125,19.2,18.8,＋＋＋
380,6290,良維,櫃,250.5,9.5,3.94,7050,08/27,752,0,-51,701,31.9,18.8,＋・－
381,2881,富邦金,市,141.5,3.0,2.17,21704,08/27,-3417,3679,293,555,2631.0,18.8,－＋＋
382,9911,櫻花,市,82.9,-0.3,-0.36,141,08/27,3,0,0,3,41.7,18.7,＋・・
383,3088,艾訊,櫃,123.5,-1.5,-1.2,572,08/27,-243,0,-8,-251,20.3,18.7,－・－
384,8081,致新,市,261.5,-0.5,-0.19,368,08/27,90,-2,-4,83,16.1,18.6,＋－－
385,8021,尖點,市,422.5,4.0,0.96,5114,08/27,224,-394,-15,-185,26.8,18.5,＋－－
386,00702,國泰標普低波高息,市,25.34,0.0,0.0,106,08/27,0,0,3,3,1.23,18.4,・・＋
387,6196,帆宣,市,497.5,-2.5,-0.5,963,08/27,-81,-4,-38,-122,40.6,18.4,－－－
388,7792,安葆,櫃,300.5,-4.5,-1.48,435,08/27,-87,0,-10,-96,8.58,18.4,－・－
389,8103,瀚荃,市,114.0,0.5,0.44,10582,08/27,1847,0,-91,1757,14.4,18.3,＋・－
390,9925,新保,市,39.8,-0.15,-0.38,1104,08/27,-863,0,-31,-894,70.4,18.2,－・－
391,4532,瑞智,市,24.15,0.0,0.0,510,08/27,183,-13,-5,165,89.8,18.2,＋－－
392,5478,智冠,櫃,98.6,-0.1,-0.1,81,08/27,-34,0,0,-34,28.3,18.1,－・・
393,1605,華新,市,38.9,-0.5,-1.27,42075,08/27,6838,4,-178,6664,802.0,18.1,＋＋－
394,1519,華城,市,770.0,53.0,7.39,6179,08/27,733,0,245,977,62.4,18.0,＋・＋
395,6542,隆中,櫃,44.5,-0.9,-1.98,68,08/27,9,0,0,9,7.54,18.0,＋・・
396,8383,千附,櫃,68.1,-0.6,-0.87,3564,08/27,-139,0,18,-120,20.4,18.0,－・＋
397,6955,邦睿生技-創,市,108.0,1.0,0.93,13,08/27,0,0,-3,-3,4.44,17.9,・・－
398,2834,臺企銀,市,16.35,-0.1,-0.61,23941,08/27,-712,-7,95,-624,1736.0,17.9,－－＋
399,3045,台灣大,市,115.5,0.0,0.0,7774,08/27,2232,-48,-292,1891,661.0,17.7,＋－－
400,6278,台表科,市,206.0,6.5,3.26,18913,08/27,-3395,3461,-101,-35,51.9,17.7,－＋－
401,2355,敬鵬,市,44.4,1.75,4.1,4962,08/27,974,0,151,1125,69.7,17.5,＋・＋
402,3526,凡甲,櫃,281.5,1.5,0.54,192,08/27,-26,-2,1,-27,11.5,17.4,－－＋
403,2401,凌陽,市,25.75,0.1,0.39,2010,08/27,-179,0,23,-157,103.0,17.3,－・＋
404,1402,遠東新,市,28.4,-0.15,-0.53,12687,08/27,-973,-65,-19,-1057,924.0,17.3,－－－
405,6005,群益證,市,31.1,0.4,1.3,5158,08/27,1227,-8,0,1219,374.0,17.2,＋－・
406,3490,單井,櫃,54.0,0.4,0.75,6397,08/27,620,0,2,621,9.46,17.2,＋・＋
407,7750,新代,市,2450.0,80.0,3.38,554,08/27,-3,-2,8,3,12.3,17.1,－－＋
408,2412,中華電,市,135.5,-0.5,-0.37,5615,08/27,-367,197,35,-136,1324.0,17.1,－＋＋
409,9939,宏全,市,133.0,0.0,0.0,818,08/27,-149,-1,5,-145,50.3,17.0,－－＋
410,4979,華星光,櫃,617.0,19.0,3.18,29366,08/27,-662,3234,50,2622,24.2,17.0,－＋＋
411,4139,馬光-KY,櫃,38.5,1.15,3.08,27,08/27,0,0,0,0,7.63,16.9,・・・
412,1714,和桐,市,16.55,0.0,0.0,12394,08/27,439,-18,86,506,168.0,16.9,＋－＋
413,2929,淘帝-KY,市,5.7,0.09,1.6,89,08/27,40,0,0,40,18.5,16.9,＋・・
414,2801,彰銀,市,24.7,0.8,3.35,30075,08/27,13000,-371,97,12726,2031.0,16.8,＋－＋
415,8086,宏捷科,櫃,118.0,1.0,0.85,5722,08/27,763,0,25,789,32.8,16.7,＋・＋
416,5880,合庫金,市,25.05,0.05,0.2,10831,08/27,5932,-3,50,5979,2611.0,16.6,＋－＋
417,5227,立凱-KY,櫃,32.1,0.55,1.74,249,08/27,10,0,0,10,11.3,16.6,＋・－
418,3141,晶宏,櫃,76.9,-0.8,-1.03,563,08/27,-58,0,-4,-62,12.5,16.5,－・－
419,2408,南亞科,市,541.0,24.0,4.64,87536,08/27,30134,711,2226,33071,509.0,16.4,＋＋＋
420,2377,微星,市,145.0,-1.0,-0.68,8773,08/27,-620,-34,-281,-934,137.0,16.3,－－－
421,3213,茂訊,櫃,127.5,0.5,0.39,167,08/27,-42,0,-2,-44,9.53,16.2,－・－
422,3374,精材,櫃,351.0,17.5,5.25,21298,08/27,372,-1,749,1119,44.0,16.2,＋－＋
423,00643,群益深証中小,市,18.62,0.1,0.54,2717,08/27,-90,0,150,60,11.7,16.2,－・＋
424,00683L,期元大美元指正2,市,21.25,0.05,0.24,7,08/27,0,0,0,0,1.84,16.0,・・・
425,6202,盛群,市,59.2,0.6,1.02,1200,08/27,453,-20,11,444,36.9,16.0,＋－＋
426,6269,台郡,市,72.9,6.6,9.95,16946,08/27,6525,0,691,7215,51.8,16.0,＋・＋
427,6693,廣閎科,櫃,167.0,-1.0,-0.6,526,08/27,-11,0,-3,-14,7.31,16.0,－・－
428,6214,精誠,市,182.5,1.5,0.83,2627,08/27,-93,-31,-53,-177,43.5,16.0,－－－
429,2388,威盛,市,72.5,-1.5,-2.03,2004,08/27,-841,0,-11,-852,88.8,16.0,－・－
430,5287,數字,櫃,137.5,2.0,1.48,403,08/27,-146,0,0,-146,9.54,15.8,－・＋
431,9907,統一實,市,15.45,0.1,0.65,5143,08/27,4299,-16,38,4321,249.0,15.8,＋－＋
432,4766,南寶,市,345.0,0.5,0.15,122,08/27,26,0,2,28,19.0,15.8,＋・＋
433,6525,捷敏-KY,市,141.5,0.0,0.0,1112,08/27,-54,-5,-5,-64,20.4,15.8,－－－
434,6207,雷科,櫃,108.0,-2.5,-2.26,7379,08/27,420,0,-82,338,12.6,15.8,＋・－
435,2459,敦吉,市,67.1,-0.2,-0.3,58,08/27,5,0,-2,3,16.6,15.7,＋・－
436,3592,瑞鼎,市,228.0,1.0,0.44,176,08/27,24,-2,-4,17,11.9,15.7,＋－－
437,3645,達邁,市,69.7,3.2,4.81,1779,08/27,-181,0,7,-173,21.4,15.6,－・＋
438,5609,中菲行,櫃,78.2,0.0,0.0,102,08/27,0,0,0,0,22.3,15.6,－・－
439,4943,康控-KY,市,8.27,0.08,0.98,23,08/27,0,0,0,0,19.8,15.6,・・・
440,4977,眾達-KY,市,171.5,1.0,0.59,10552,08/27,-586,0,16,-570,12.5,15.6,－・＋
441,2610,華航,市,20.8,0.0,0.0,30843,08/27,-6578,-71,-263,-6912,950.0,15.5,－－－
