排名,代號,名稱,市 場,成交,漲跌 價,漲跌 幅,成交 張數,法人 買賣 日期,外資 買賣超 張數,投信 買賣超 張數,自營 買賣超 張數,合計 買賣超 張數,外資 持有 (千張),外資 持股 (%),法人 買賣超 註記
1801,7768,頌勝科技,市,276.5,1.0,0.36,56,09/09,22,0,0,22,0.76,1.1,＋・・
1802,00693U,期街口S&P黃豆,市,23.76,-0.17,-0.71,474,09/09,2,0,357,359,0.74,1.1,＋・＋
1803,2431,聯昌,市,9.99,0.06,0.6,87,09/09,14,0,0,14,1.18,1.1,＋・・
1804,3168,眾福科,市,42.8,-0.7,-1.61,19,09/09,12,0,-2,10,0.8,1.1,＋・－
1805,1777,生泰,櫃,74.9,0.1,0.13,54,09/09,-2,0,0,-2,0.47,1.0,－・・
1806,8284,三竹,櫃,66.6,0.4,0.6,4,09/09,-1,0,0,-1,0.5,1.0,－・－
1807,00900,富邦特選高股息30,市,19.58,0.04,0.2,4053,09/09,664,0,2495,3159,16.0,1.0,＋・＋
1808,5301,寶得利,櫃,5.35,0.03,0.56,14,09/09,0,0,0,0,0.69,1.0,・・・
1809,1615,大山,市,43.95,0.05,0.11,77,09/09,30,0,-1,29,2.06,1.0,＋・－
1810,2433,互盛電,市,41.25,-0.25,-0.6,42,09/09,11,0,-1,10,1.47,1.0,＋・－
1811,3205,佰研,櫃,46.8,0.0,0.0,12,09/09,4,0,0,4,0.69,1.0,＋・＋
1812,3346,麗清,市,18.5,0.1,0.54,100,09/09,-13,0,0,-13,1.24,1.0,－・＋
1813,3308,聯德,市,21.65,-0.1,-0.46,15,09/09,6,0,0,6,0.61,1.0,＋・・
1814,8354,冠好,櫃,17.35,0.05,0.29,65,09/09,8,0,0,8,0.8,1.0,＋・・
1815,00652,富邦印度,市,32.15,-0.33,-1.02,592,09/09,-144,117,-99,-126,0.62,1.0,－＋－
1816,1418,東華,市,17.55,-0.25,-1.4,30,09/09,0,0,0,0,0.57,1.0,・・・
1817,1906,寶隆,市,11.1,0.0,0.0,46,09/09,6,0,-4,2,1.51,1.0,＋・－
1818,3150,鈺寶-創,市,15.95,-0.15,-0.93,8,09/09,1,0,0,1,0.44,1.0,＋・・
1819,6504,南六,市,37.9,0.55,1.47,22,09/09,-1,0,0,-1,0.72,1.0,－・・
1820,9906,欣巴巴,市,41.4,-0.4,-0.96,52,09/09,6,0,0,6,0.9,1.0,＋・・
1821,009821,野村稀土關鍵資源,市,15.01,-0.01,-0.07,3599,09/09,1032,0,1026,2058,5.09,1.0,＋・＋
1822,1324,地球,市,10.0,0.0,0.0,12,09/09,0,0,0,0,0.74,1.0,・・・
1823,00877,復華中國5G,櫃,37.5,-0.21,-0.56,1174,09/09,-10,0,-87,-97,1.6,1.0,－・－
1824,2736,富野,櫃,11.55,-0.05,-0.43,48,09/09,7,0,-1,6,0.78,1.0,＋・－
1825,6248,沛波,櫃,16.95,0.05,0.3,119,09/09,19,0,0,19,0.98,1.0,＋・・
1826,00870B,元大15年EM主權債,櫃,27.19,-0.01,-0.04,1,09/09,-1,0,1,0,5.46,1.0,－・＋
1827,3040,遠見,市,35.7,-0.1,-0.28,415,09/09,-52,0,0,-52,0.64,1.0,－・・
1828,5468,凱鈺,櫃,26.7,2.4,9.88,348,09/09,43,0,2,45,0.57,1.0,＋・＋
1829,00971,野村美國研發龍頭,市,17.23,-0.23,-1.32,230,09/09,-1,0,-140,-141,0.53,1.0,－・－
1830,8432,東生華,櫃,50.3,0.0,0.0,13,09/09,0,0,0,0,0.37,1.0,・・・
1831,00955,中信日本商社,櫃,16.55,-0.03,-0.18,4926,09/09,6,0,2921,2927,4.67,0.9,＋・＋
1832,1472,三洋實業,市,89.5,-0.5,-0.56,30,09/09,-1,0,0,-1,0.49,0.9,－・・
1833,3272,東碩,櫃,14.1,-0.15,-1.05,44,09/09,12,0,0,12,0.57,0.9,＋・・
1834,00734B,台新JPM新興債,櫃,15.3,-0.11,-0.71,336,09/09,76,0,-27,49,0.23,0.9,＋・－
1835,2524,京城,市,35.25,-0.45,-1.26,33,09/09,18,0,-1,17,3.33,0.9,＋・－
1836,5489,彩富,櫃,41.05,0.4,0.98,16,09/09,2,0,1,3,0.94,0.9,＋・＋
1837,00944,野村趨勢動能高息,市,21.54,0.06,0.28,92,09/09,17,0,38,55,0.48,0.9,＋・＋
1838,1535,中宇,市,45.3,-0.35,-0.77,48,09/09,13,0,0,13,1.12,0.9,＋・・
1839,4116,明基醫,櫃,39.7,-0.3,-0.75,15,09/09,2,0,0,2,0.4,0.9,＋・・
1840,5016,松和,櫃,24.55,0.0,0.0,5,09/09,2,0,0,2,0.45,0.9,＋・・
1841,6697,東捷資訊,櫃,40.4,-0.2,-0.49,12,09/09,0,0,0,0,0.25,0.9,・・・
1842,0055,元大MSCI金融,市,48.55,-0.69,-1.4,930,09/09,-108,0,-562,-670,0.76,0.9,－・－
1843,2419,仲琦,市,27.2,0.5,1.87,1078,09/09,293,0,-27,266,2.87,0.9,＋・－
1844,2432,倚天酷碁-創,市,27.65,-0.35,-1.25,18,09/09,-5,0,3,-2,0.55,0.9,－・＋
1845,3135,凌航,市,170.0,-1.0,-0.58,831,09/09,-73,-201,-19,-292,0.84,0.9,－－－
1846,3489,森寶,櫃,21.7,-0.75,-3.34,278,09/09,-90,0,0,-90,0.81,0.9,－・・
1847,4109,加捷生醫,櫃,11.05,0.05,0.45,157,09/09,-4,0,0,-4,1.06,0.9,－・－
1848,6464,台數科,市,77.7,-0.3,-0.38,16,09/09,8,0,0,8,1.2,0.9,＋・・
1849,6508,惠光,櫃,25.25,-0.65,-2.51,26,09/09,1,0,0,1,0.77,0.9,＋・－
1850,00987B,野村10+澳洲公債,櫃,15.81,0.0,0.0,707,09/09,0,0,108,108,0.63,0.9,・・＋
1851,3332,幸康,櫃,60.6,0.0,0.0,6,09/09,-3,0,0,-3,0.42,0.9,－・・
1852,4420,光明,櫃,38.8,-0.05,-0.13,43,09/09,5,1,0,6,0.36,0.9,＋＋・
1853,8933,愛地雅,櫃,4.58,0.02,0.44,138,09/09,-1,0,0,-1,2.89,0.9,－・・
1854,3597,映興,櫃,26.2,-0.3,-1.13,23,09/09,-1,0,0,-1,0.34,0.9,－・・
1855,6928,攸泰科技,市,48.3,0.3,0.62,20,09/09,6,0,0,6,0.76,0.9,＋・・
1856,8935,邦泰,櫃,18.05,0.1,0.56,78,09/09,13,0,0,13,1.0,0.9,＋・・
1857,006205,富邦上証,市,40.17,-0.04,-0.1,113,09/09,-20,23,7,10,0.81,0.9,－＋＋
1858,00885,富邦越南,市,18.54,0.07,0.38,2300,09/09,479,0,599,1078,5.14,0.9,＋・＋
1859,1506,正道,市,10.0,0.0,0.0,142,09/09,9,0,0,9,2.59,0.9,＋・・
1860,7842,天能綠電,櫃,99.9,1.7,1.73,49,09/09,-12,0,0,-12,0.16,0.9,－・・
1861,8435,鉅邁,櫃,53.7,0.3,0.56,21,09/09,0,0,1,1,0.31,0.9,・・＋
1862,00645,富邦日本,市,57.4,-0.45,-0.78,163,09/09,0,98,-140,-42,0.37,0.8,＋＋－
1863,00830,國泰費城半導體,市,83.1,-0.6,-0.72,5021,09/09,360,0,-1408,-1048,7.36,0.8,＋・－
1864,2007,燁興,市,6.97,0.05,0.72,183,09/09,11,0,0,11,4.53,0.8,＋・・
1865,6614,資拓宏宇,市,35.7,-0.15,-0.42,21,09/09,0,0,0,0,0.69,0.8,・・・
1866,2028,威致,市,15.75,0.1,0.64,31,09/09,17,0,0,17,2.76,0.8,＋・・
1867,7723,築間,櫃,19.0,0.4,2.15,72,09/09,11,0,0,11,0.42,0.8,＋・・
1868,9931,欣高,市,34.2,0.1,0.29,31,09/09,14,0,0,14,1.01,0.8,＋・・
1869,00668,國泰美國道瓊,市,60.8,-0.35,-0.57,414,09/09,0,0,-30,-30,0.06,0.8,・・－
1870,00890B,凱基ESGBBB債15+,櫃,30.94,0.01,0.03,101,09/09,0,0,0,0,0.15,0.8,・・・
