排名,代號,名稱,市 場,成交,漲跌 價,漲跌 幅,成交 張數,法人 買賣 日期,外資 買賣超 張數,投信 買賣超 張數,自營 買賣超 張數,合計 買賣超 張數,外資 持有 (千張),外資 持股 (%),法人 買賣超 註記
1201,4540,全球傳動,市,59.8,-1.0,-1.64,2337,09/07,-102,0,-1,-103,4.41,3.8,－・－
1202,6016,康和證,櫃,22.1,-0.3,-1.34,8336,09/07,-378,0,0,-378,29.4,3.8,－・・
1203,5230,雷笛克光學,櫃,17.8,0.1,0.56,105,09/07,-19,0,0,-19,2.13,3.8,－・・
1204,5426,振發,櫃,28.65,-0.15,-0.52,477,09/07,-6,0,0,-6,5.48,3.8,－・＋
1205,2102,泰豐,市,17.9,-0.35,-1.92,391,09/07,-54,0,0,-54,18.0,3.8,－・・
1206,2211,長榮鋼,市,83.0,0.0,0.0,237,09/07,-16,-2,8,-10,15.8,3.8,－－＋
1207,4716,大立,櫃,17.15,-0.15,-0.87,829,09/07,-148,0,0,-148,3.58,3.8,－・＋
1208,8109,博大,櫃,129.0,-1.0,-0.77,153,09/07,-9,3,-3,-9,3.12,3.8,－＋－
1209,00856B,永豐1-3年美公債,櫃,37.24,-0.07,-0.19,6,09/07,-5,0,2,-3,0.26,3.8,－・＋
1210,1336,台翰,櫃,16.3,0.15,0.93,158,09/07,11,0,0,11,2.94,3.8,＋・・
1211,6735,美達科技,櫃,62.8,-0.5,-0.79,44,09/07,-10,0,0,-10,1.75,3.8,－・＋
1212,1312,國喬,市,14.1,-0.5,-3.42,21712,09/07,-6300,0,-25,-6325,57.7,3.8,－・－
1213,6606,建德工業,市,25.05,-0.35,-1.38,199,09/07,-51,0,0,-51,4.17,3.8,－・・
1214,6136,富爾特,市,24.05,-0.8,-3.22,271,09/07,2,0,29,31,4.36,3.8,＋・＋
1215,00952,凱基台灣AI50,市,18.45,-0.08,-0.43,1394,09/07,-7,0,-201,-208,9.31,3.8,－・－
1216,1591,駿吉-KY,櫃,35.55,-0.2,-0.56,123,09/07,43,0,0,43,1.43,3.8,＋・・
1217,3380,明泰,市,29.85,-0.15,-0.5,3627,09/07,-1762,-3,-53,-1818,20.4,3.8,－－－
1218,2634,漢翔,市,66.3,1.3,2.0,10832,09/07,-1179,-4,864,-319,35.3,3.7,－－＋
1219,8443,阿瘦,市,11.25,0.1,0.9,47,09/07,9,0,0,9,2.49,3.7,＋・・
1220,2537,聯上發,市,11.3,-0.35,-3.0,1870,09/07,-420,0,0,-420,11.2,3.7,－・・
1221,4549,桓達,櫃,103.5,1.0,0.98,83,09/07,1,0,0,1,2.12,3.7,＋・－
1222,1305,華夏,市,12.15,-0.05,-0.41,1281,09/07,86,0,-25,61,21.6,3.7,＋・－
1223,2069,運錩,市,20.4,-0.6,-2.86,529,09/07,-196,0,14,-182,6.16,3.7,－・＋
1224,1240,茂生農經,櫃,55.3,-0.2,-0.36,5,09/07,0,0,-4,-4,1.63,3.7,・・－
1225,00982B,FT投資級債20+,櫃,9.41,-0.07,-0.74,13,09/07,0,0,-4,-4,0.95,3.7,・・－
1226,00735,國泰臺韓科技,市,106.85,2.8,2.69,2615,09/07,1075,0,661,1736,4.39,3.7,＋・＋
1227,00913,兆豐台灣晶圓製造,市,49.95,2.35,4.94,2910,09/07,889,0,465,1354,2.16,3.6,＋・＋
1228,00956,中信日經高股息,市,13.59,-0.07,-0.51,118,09/07,-4,0,-4,-8,1.2,3.6,－・－
1229,2228,劍麟,市,74.9,1.1,1.49,71,09/07,3,0,0,3,2.89,3.6,＋・・
1230,7703,銳澤,櫃,200.0,12.5,6.67,287,09/07,36,0,5,41,1.26,3.6,＋・＋
1231,5245,智晶,櫃,22.8,-0.05,-0.22,32,09/07,14,0,0,14,1.62,3.6,＋・－
1232,4417,金洲,櫃,47.2,0.1,0.21,54,09/07,25,0,0,25,3.01,3.6,＋・・
1233,3095,及成,櫃,35.75,0.6,1.71,15,09/07,-1,0,0,-1,0.58,3.6,－・＋
1234,4155,訊映,市,14.3,-0.15,-1.04,229,09/07,-90,0,1,-89,4.48,3.6,－・＋
1235,6235,華孚,市,39.0,-0.45,-1.14,290,09/07,24,0,3,27,7.16,3.6,＋・＋
1236,3206,志豐,櫃,34.95,0.5,1.45,66,09/07,14,0,0,14,2.1,3.6,＋・＋
1237,6743,安普新,市,28.65,0.05,0.17,246,09/07,-76,8,0,-68,5.34,3.6,－＋・
1238,3535,晶彩科,市,90.9,4.1,4.72,1639,09/07,91,0,11,103,2.8,3.5,＋・＋
1239,5519,隆大,市,26.8,-0.55,-2.01,807,09/07,-95,0,4,-91,8.16,3.5,－・＋
1240,1455,集盛,市,9.8,-0.16,-1.61,1675,09/07,-487,0,35,-452,18.8,3.5,－・＋
1241,1733,五鼎,市,31.7,-0.65,-2.01,263,09/07,-58,0,0,-58,3.54,3.5,－・・
1242,3004,豐達科,市,120.0,-1.5,-1.23,510,09/07,-78,-43,0,-121,2.27,3.5,－－＋
1243,3669,圓展,市,33.05,-2.05,-5.84,657,09/07,-362,0,0,-362,3.27,3.5,－・・
1244,5007,三星,市,56.6,0.2,0.35,110,09/07,33,0,0,33,10.4,3.5,＋・・
1245,00632R,元大台灣50反1,市,9.64,-0.17,-1.73,165834,09/07,-5585,0,-60808,-66393,94.8,3.5,－・－
1246,1569,濱川,櫃,50.2,1.5,3.08,2037,09/07,-265,0,22,-243,5.06,3.5,－・＋
1247,00675L,富邦臺灣加權正2,市,332.75,10.7,3.32,1753,09/07,36,0,1038,1074,3.86,3.5,＋・＋
1248,3051,力特,市,21.5,-0.35,-1.6,730,09/07,-55,0,0,-55,5.83,3.5,－・・
1249,3338,泰碩,市,66.0,0.6,0.92,274,09/07,34,0,2,36,3.07,3.5,＋・＋
1250,6585,鼎基,市,114.0,1.0,0.88,155,09/07,28,0,0,28,2.51,3.5,＋・・
1251,6596,寬宏藝術,櫃,95.5,0.1,0.1,101,09/07,-11,0,1,-10,1.32,3.5,－・＋
1252,4903,聯光通,櫃,36.5,-0.45,-1.22,702,09/07,-205,0,0,-205,3.66,3.5,－・・
1253,4934,太極,市,13.6,-0.3,-2.16,415,09/07,-189,0,0,-189,7.81,3.5,－・・
1254,6205,詮欣,市,65.2,-0.7,-1.06,223,09/07,-26,0,-3,-29,2.85,3.5,－・－
1255,00980A,主動野村臺灣優選,市,25.09,0.37,1.5,7094,09/07,536,0,3567,4103,27.9,3.5,＋・＋
1256,2739,寒舍,市,37.95,-0.05,-0.13,64,09/07,3,0,1,4,3.17,3.4,＋・＋
1257,6708,天擎,櫃,38.5,-0.25,-0.65,40,09/07,0,0,0,0,1.0,3.4,・・・
1258,2816,旺旺保,市,38.8,-1.2,-3.0,689,09/07,-320,0,0,-320,7.67,3.4,－・・
1259,4714,永捷,櫃,10.55,-0.1,-0.94,258,09/07,-18,0,0,-18,7.6,3.4,－・＋
1260,6684,安格,櫃,45.85,-0.45,-0.97,68,09/07,33,0,0,33,1.53,3.4,＋・－
1261,8489,三貝德,櫃,22.15,0.05,0.23,7,09/07,-1,0,-1,-2,2.05,3.4,－・－
1262,5292,華懋,市,220.0,-0.5,-0.23,100,09/07,13,0,-8,5,1.58,3.4,＋・－
1263,6418,詠昇,櫃,34.6,1.35,4.06,193,09/07,-9,0,0,-9,1.18,3.4,－・＋
1264,6649,台生材,櫃,35.0,-0.75,-2.1,31,09/07,0,0,0,0,1.43,3.4,・・・
1265,6739,竹陞科技,櫃,1110.0,-25.0,-2.2,507,09/07,81,17,1,99,0.8,3.4,＋＋＋
1266,4523,永彰,櫃,23.65,-0.05,-0.21,32,09/07,6,0,0,6,2.21,3.4,＋・－
1267,6588,東典光電,櫃,118.0,9.5,8.76,5490,09/07,-15,0,2,-13,1.18,3.4,－・＋
1268,3511,矽瑪,櫃,19.3,-0.4,-2.03,107,09/07,-16,0,0,-16,2.7,3.4,－・・
1269,1445,大宇,市,10.4,0.25,2.46,25,09/07,18,0,-2,16,4.41,3.4,＋・－
1270,3066,李洲,櫃,24.0,-0.7,-2.83,679,09/07,-155,0,0,-155,2.79,3.4,－・－
1271,5321,美而快,櫃,77.5,-1.9,-2.39,590,09/07,-153,0,-2,-155,1.79,3.4,－・－
1272,8121,越峰,櫃,27.6,-0.3,-1.08,258,09/07,21,0,0,21,7.17,3.4,＋・＋
1273,3360,尚立,櫃,14.9,0.0,0.0,169,09/07,-39,0,0,-39,2.57,3.4,－・・
1274,2614,東森,市,18.05,-0.25,-1.37,1185,09/07,-460,0,0,-460,11.0,3.3,－・・
1275,6579,研揚,市,152.0,1.5,1.0,369,09/07,-98,-1,2,-97,5.67,3.3,－－＋
1276,6895,宏碩系統,櫃,153.5,-3.0,-1.92,26,09/07,-2,0,1,-1,1.14,3.3,－・＋
1277,7711,永擎,市,660.0,28.0,4.43,2867,09/07,-269,0,-49,-318,2.39,3.3,－・－
1278,8087,麗升能源,櫃,27.0,0.0,0.0,0,09/07,0,0,0,0,1.29,3.3,・・＋
1279,3434,哲固,櫃,29.4,-0.2,-0.68,44,09/07,-1,0,0,-1,1.19,3.3,－・・
1280,9955,佳龍,市,23.9,0.05,0.21,229,09/07,-6,0,0,-6,3.47,3.3,－・・
