排名,代號,名稱,市 場,成交,漲跌 價,漲跌 幅,成交 張數,法人 買賣 日期,外資 買賣超 張數,投信 買賣超 張數,自營 買賣超 張數,合計 買賣超 張數,外資 持有 (千張),外資 持股 (%),法人 買賣超 註記
1501,9949,琉園,櫃,24.15,0.0,0.0,34,08/14,7,0,0,7,1.05,2.3,＋・・
1502,1614,三洋電,市,30.75,-0.05,-0.16,199,08/14,-17,0,0,-17,6.24,2.3,－・・
1503,2597,潤弘,市,166.5,-2.5,-1.48,214,08/14,-39,2,-15,-53,7.2,2.3,－＋－
1504,4530,宏易,櫃,26.5,-0.3,-1.12,8,08/14,3,0,0,3,0.83,2.3,＋・・
1505,6160,欣技,櫃,14.15,0.05,0.35,54,08/14,0,0,0,0,1.59,2.3,・・＋
1506,2444,兆勁,市,11.0,-0.15,-1.35,154,08/14,-32,0,-1,-33,2.35,2.3,－・－
1507,3027,盛達,市,18.05,-0.25,-1.37,151,08/14,22,0,-18,4,3.0,2.3,＋・－
1508,2514,龍邦,市,12.1,-0.15,-1.22,202,08/14,-62,0,-2,-64,9.08,2.3,－・－
1509,3297,杭特,櫃,27.9,-0.35,-1.24,27,08/14,-6,0,0,-6,0.83,2.3,－・－
1510,6658,聯策,市,161.0,-13.0,-7.47,658,08/14,-157,0,2,-156,0.83,2.3,－・＋
1511,4426,利勤,市,7.92,-0.03,-0.38,106,08/14,17,0,0,17,3.94,2.3,＋・・
1512,6241,鑫永洋,櫃,13.8,-0.5,-3.5,360,08/14,-40,0,0,-40,1.33,2.3,－・－
1513,3276,宇環,櫃,14.5,-0.05,-0.34,114,08/14,-28,0,0,-28,1.58,2.3,－・＋
1514,3712,永崴投控,市,22.2,0.0,0.0,2560,08/14,-839,0,-16,-855,5.59,2.3,－・－
1515,7705,三商餐飲,市,30.45,0.4,1.33,21,08/14,2,0,-3,-1,1.49,2.2,＋・－
1516,1586,和勤,櫃,19.2,0.45,2.4,1138,08/14,-10,0,0,-10,2.96,2.2,－・－
1517,4563,百德,櫃,39.6,0.6,1.54,66,08/14,18,0,0,18,1.23,2.2,＋・－
1518,6112,邁達特,市,46.9,0.35,0.75,784,08/14,343,0,7,350,4.23,2.2,＋・＋
1519,6596,寬宏藝術,櫃,93.9,-0.4,-0.42,99,08/14,5,0,0,5,0.85,2.2,＋・＋
1520,7730,暉盛-創,市,168.0,-7.0,-4.0,103,08/14,-42,0,1,-42,0.83,2.2,－・＋
1521,2022,聚亨,市,7.6,-0.1,-1.3,747,08/14,-486,0,0,-486,7.53,2.2,－・・
1522,4930,燦星網,市,16.15,0.05,0.31,34,08/14,3,0,0,3,1.78,2.2,＋・・
1523,6133,金橋,市,22.7,-0.3,-1.3,503,08/14,29,0,3,32,2.6,2.2,＋・＋
1524,9908,大台北,市,29.05,-0.05,-0.17,69,08/14,-16,0,0,-16,11.4,2.2,－・・
1525,3540,曜越,櫃,20.7,-0.2,-0.96,146,08/14,53,0,1,54,1.86,2.2,＋・＋
1526,6792,詠業,市,58.9,-0.6,-1.01,35,08/14,-11,0,6,-5,1.05,2.2,－・＋
1527,00682U,期元大美元指數,市,20.58,0.02,0.1,10,08/14,0,0,0,0,0.17,2.2,・・・
1528,3321,同泰,市,18.3,-0.15,-0.81,188,08/14,-16,0,1,-15,1.88,2.2,－・＋
1529,4972,湯石照明,櫃,16.6,-0.15,-0.9,16,08/14,-2,0,0,-2,1.24,2.2,－・・
1530,6229,研通,櫃,24.45,0.8,3.38,208,08/14,-10,0,0,-10,0.88,2.2,－・・
1531,6292,迅德,櫃,64.8,-1.2,-1.82,326,08/14,2,0,0,2,1.02,2.2,＋・＋
1532,7835,永悅健康-創,市,24.1,-0.75,-3.02,26,08/14,-3,0,0,-3,1.02,2.2,－・・
1533,3373,熱映,櫃,16.65,-0.05,-0.3,151,08/14,55,0,0,55,1.03,2.2,＋・＋
1534,6152,百一,市,14.1,-1.25,-8.14,4387,08/14,568,0,18,586,3.65,2.2,＋・＋
1535,3058,立德,市,8.21,-0.05,-0.61,286,08/14,-1,0,-37,-38,4.33,2.1,－・－
1536,6194,育富,櫃,29.7,-0.15,-0.5,52,08/14,-33,0,-3,-36,1.03,2.1,－・－
1537,00402A,主動安聯美國科技,市,9.91,0.01,0.1,8757,08/14,300,0,7786,8086,15.1,2.1,＋・＋
1538,1468,昶和,市,13.3,-0.2,-1.48,30,08/14,-7,0,1,-6,3.43,2.1,－・＋
1539,4729,熒茂,櫃,19.45,-0.35,-1.77,105,08/14,2,0,0,2,1.69,2.1,＋・－
1540,1570,力肯,櫃,34.15,0.0,0.0,57,08/14,-11,0,0,-11,1.09,2.1,－・・
1541,3230,錦明,櫃,44.45,4.0,9.89,1602,08/14,270,0,4,274,1.82,2.1,＋・＋
1542,7704,明遠精密,櫃,63.6,1.3,2.09,11,08/14,-1,0,0,-1,0.71,2.1,－・＋
1543,4121,優盛,櫃,12.95,-0.05,-0.38,42,08/14,-5,0,0,-5,1.74,2.1,－・－
1544,4577,達航科技,櫃,78.1,1.0,1.3,481,08/14,23,0,-3,20,1.03,2.1,＋・－
1545,8927,北基,櫃,19.95,0.05,0.25,56,08/14,-3,0,0,-3,8.79,2.1,－・・
1546,00737,國泰AI機器人,市,42.11,0.45,1.08,197,08/14,-15,0,67,52,0.47,2.1,－・＋
1547,3252,海灣,櫃,16.0,0.0,0.0,33,08/14,4,0,0,4,1.04,2.1,＋・・
1548,4438,廣越,市,61.0,0.2,0.33,51,08/14,9,0,0,9,2.37,2.1,＋・－
1549,2017,官田鋼,市,8.68,-0.15,-1.7,608,08/14,-93,0,0,-93,9.21,2.1,－・・
1550,3623,富晶通,櫃,21.65,0.05,0.23,52,08/14,19,0,0,19,0.6,2.1,＋・＋
1551,00892,富邦台灣半導體,市,40.95,-0.57,-1.37,4056,08/14,229,0,574,803,6.75,2.0,＋・＋
1552,6875,國邑*,櫃,33.05,0.8,2.48,74,08/14,11,0,0,11,2.66,2.0,＋・＋
1553,8403,盛弘,櫃,19.2,0.0,0.0,77,08/14,4,0,0,4,2.82,2.0,＋・・
1554,2729,瓦城,櫃,160.0,-1.0,-0.62,16,08/14,1,0,0,1,0.88,2.0,＋・・
1555,4113,聯上,櫃,14.9,0.05,0.34,67,08/14,4,0,0,4,4.73,2.0,＋・・
1556,00926,凱基全球菁英55,市,26.87,0.06,0.22,2332,08/14,2,0,-2016,-2014,2.09,2.0,＋・－
1557,4564,元翎,市,18.15,1.25,7.4,4969,08/14,-906,0,-27,-933,4.73,2.0,－・－
1558,00753L,中信中國50正2,市,9.35,-0.37,-3.81,15530,08/14,-5303,0,918,-4385,13.3,2.0,－・＋
1559,1464,得力,市,10.2,0.0,0.0,272,08/14,-121,0,-30,-151,8.6,2.0,－・－
1560,3043,科風,市,21.15,0.55,2.67,179,08/14,61,0,-11,50,0.79,2.0,＋・－
1561,3379,彬台,櫃,29.65,0.0,0.0,118,08/14,28,0,1,29,0.77,2.0,＋・＋
1562,9930,中聯資源,市,62.8,0.4,0.64,98,08/14,-2,0,7,5,5.03,2.0,－・＋
1563,00762,元大全球AI,市,116.05,1.4,1.22,133,08/14,64,0,-3,61,0.97,2.0,＋・－
1564,00954,中信日本半導體,市,19.6,-0.27,-1.36,1508,08/14,39,0,-32,7,2.43,2.0,＋・－
1565,4989,榮科,市,64.8,-4.5,-6.49,11657,08/14,-45,0,10,-35,3.48,2.0,－・＋
1566,00688L,國泰20年美債正2,市,6.44,0.03,0.47,3347,08/14,-313,0,375,62,12.7,2.0,－・＋
1567,1457,宜進,市,14.35,-0.2,-1.37,153,08/14,-40,0,13,-27,6.34,2.0,－・＋
1568,7786,東方風能,市,122.5,-3.5,-2.78,272,08/14,-32,0,1,-31,3.53,2.0,－・＋
1569,1264,德麥,櫃,259.5,0.5,0.19,21,08/14,0,0,-10,-9,0.74,2.0,＋・－
1570,6129,普誠,櫃,14.15,-0.3,-2.08,513,08/14,-35,0,0,-35,3.61,2.0,－・－
1571,1459,聯發,市,14.0,-0.05,-0.36,100,08/14,-9,0,0,-9,5.33,2.0,－・・
1572,5209,新鼎,櫃,162.5,0.5,0.31,21,08/14,0,0,1,1,0.57,2.0,・・＋
1573,1294,漢田生技,櫃,57.3,-0.9,-1.55,19,08/14,0,0,1,1,0.72,2.0,・・＋
1574,6276,安鈦克,櫃,19.05,-0.15,-0.78,30,08/14,4,0,1,5,0.44,2.0,＋・＋
1575,1460,宏遠,市,6.64,-0.05,-0.75,203,08/14,-48,0,0,-48,13.6,2.0,－・・
1576,5283,禾聯碩,市,57.5,0.9,1.59,288,08/14,66,0,8,74,1.72,2.0,＋・＋
1577,4707,磐亞,櫃,31.5,-0.95,-2.93,3191,08/14,-351,0,-18,-369,7.88,2.0,－・－
1578,3494,誠研,市,7.11,0.0,0.0,63,08/14,-8,0,0,-8,1.84,1.9,－・・
1579,4711,永純,櫃,16.7,0.15,0.91,118,08/14,2,0,0,2,1.19,1.9,＋・・
1580,00960,野村全球航運龍頭,市,19.51,0.41,2.15,775,08/14,-7,0,300,293,1.08,1.9,－・＋
1581,009811,統一美國50,市,13.46,-0.03,-0.22,405,08/14,-2,0,106,104,4.67,1.9,－・＋
1582,1452,宏益,市,11.6,0.05,0.43,144,08/14,16,0,-5,11,2.57,1.9,＋・－
1583,2038,海光,市,12.7,-0.15,-1.17,176,08/14,6,0,-25,-19,3.75,1.9,＋・－
1584,3268,海德威,櫃,19.6,0.2,1.03,32,08/14,-6,0,0,-6,0.67,1.9,－・・
1585,3710,連展投控,櫃,5.15,-0.09,-1.72,107,08/14,6,0,0,6,5.55,1.9,＋・・
1586,5014,建錩,櫃,10.1,-0.15,-1.46,328,08/14,-129,0,-29,-158,3.54,1.9,－・－
1587,5210,寶碩,櫃,28.85,0.5,1.76,130,08/14,32,0,0,32,1.59,1.9,＋・・
1588,6465,威潤,櫃,47.1,-0.6,-1.26,116,08/14,-37,0,-1,-38,1.14,1.9,－・－
1589,6790,永豐實,市,37.8,-0.2,-0.53,239,08/14,-127,0,7,-120,5.17,1.9,－・＋
1590,6925,意藍,櫃,52.5,-1.2,-2.23,32,08/14,-11,0,0,-11,0.39,1.9,－・・
1591,8249,菱光,市,42.05,-0.9,-2.1,232,08/14,-41,0,0,-41,2.66,1.9,－・・
1592,009819,中信數據及電力,市,10.5,0.0,0.0,8750,08/14,1612,0,6117,7729,11.4,1.9,＋・＋
1593,2613,中櫃,市,20.5,0.15,0.74,124,08/14,-18,0,4,-14,2.83,1.9,－・＋
1594,4440,宜新實業,市,17.45,-0.05,-0.29,32,08/14,-8,0,6,-2,1.29,1.9,－・＋
1595,5905,南仁湖,櫃,7.91,-0.17,-2.1,791,08/14,-296,0,0,-296,5.37,1.9,－・＋
1596,1618,合機,市,41.7,0.75,1.83,2672,08/14,1162,0,-9,1153,3.65,1.9,＋・－
1597,3284,太普高,櫃,22.9,1.4,6.51,1381,08/14,-122,0,-1,-123,2.05,1.9,－・－
1598,1203,味王,市,44.45,-1.55,-3.37,14,08/14,-5,0,-2,-7,4.53,1.9,－・－
1599,1339,昭輝,市,46.35,0.25,0.54,285,08/14,102,0,-13,89,1.4,1.9,＋・－
1600,2611,志信,市,14.95,0.35,2.4,1765,08/14,-114,0,-1,-115,3.56,1.9,－・－
