排名,代號,名稱,市 場,成交,漲跌 價,漲跌 幅,成交 張數,法人 買賣 日期,外資 買賣超 張數,投信 買賣超 張數,自營 買賣超 張數,合計 買賣超 張數,外資 持有 (千張),外資 持股 (%),法人 買賣超 註記
1,2923,鼎固-KY,市,24.2,-1.65,-6.38,221,08/31,-154,0,7,-147,1732.0,99.5,－・＋
2,00991B,貝萊德A級公司債,市,14.84,0.03,0.2,138,08/31,0,0,-43,-43,215.0,94.7,・・－
3,8482,商億-KY,市,46.3,-1.4,-2.94,8,08/31,-3,0,0,-3,98.6,91.8,－・・
4,8455,大拓-KY,櫃,22.7,-0.75,-3.2,7,08/31,0,0,0,0,22.2,87.8,・・・
5,6230,尼得科超眾,市,108.0,-1.5,-1.37,45,08/31,1,0,0,1,75.2,87.1,＋・・
6,6890,來億-KY,市,167.0,-2.0,-1.18,129,08/31,-26,0,-2,-27,215.0,86.3,－・－
7,4560,強信-KY,市,29.5,-0.85,-2.8,414,08/31,-108,0,-3,-111,57.0,83.7,－・－
8,2762,世界健身-KY,市,82.1,-2.0,-2.38,140,08/31,-70,0,1,-69,92.9,82.6,－・＋
9,6415,矽力*-KY,市,412.5,-45.5,-9.93,4449,08/31,-1062,-20,-75,-1157,317.0,81.6,－－－
10,1590,亞德客-KY,市,1425.0,10.0,0.71,625,08/31,16,0,-7,10,162.0,80.8,＋－－
11,1341,富林-KY,市,59.8,-0.3,-0.5,9,08/31,-2,0,-1,-3,42.3,80.0,－・－
12,006203,元大MSCI台灣,市,192.4,-2.9,-1.48,9,08/31,0,0,1,1,8.01,78.4,＋・＋
13,6965,中傑-KY,市,73.9,-1.3,-1.73,23,08/31,-10,0,0,-10,121.0,77.4,－・・
14,5276,達輝-KY,櫃,18.7,0.0,0.0,0,08/31,0,0,0,0,30.4,77.0,・・・
15,3711,日月光投控,市,584.0,-37.0,-5.96,33186,08/31,-8939,-1652,-444,-11036,3437.0,76.9,－－－
16,6629,泰金-KY,櫃,108.5,0.0,0.0,5,08/31,1,0,0,1,29.5,76.8,＋・・
17,6924,榮惠-KY創,市,112.0,-5.5,-4.68,20,08/31,-7,0,4,-3,15.7,76.1,－・＋
18,2239,英利-KY,市,19.85,-0.3,-1.49,47,08/31,-8,0,-1,-9,88.7,75.3,－・－
19,6666,羅麗芬-KY,市,44.4,0.3,0.68,17,08/31,-3,0,0,-3,35.7,75.3,－・・
