排名,代號,名稱,市 場,成交,漲跌 價,漲跌 幅,成交 張數,法人 買賣 日期,外資 買賣超 張數,投信 買賣超 張數,自營 買賣超 張數,合計 買賣超 張數,外資 持有 (千張),外資 持股 (%),法人 買賣超 註記
1801,5465,富驊,櫃,24.25,0.0,0.0,52,08/20,-1,0,0,-1,1.7,1.2,－・・
1802,7842,天能綠電,櫃,100.0,-1.0,-0.99,56,08/20,-12,0,0,-12,0.21,1.1,－・・
1803,1225,福懋油,市,24.5,0.5,2.08,42,08/20,18,0,0,18,2.75,1.1,＋・－
1804,3541,西柏,櫃,21.95,0.2,0.92,24,08/20,1,0,0,1,0.62,1.1,＋・・
1805,6581,鋼聯,市,108.0,0.5,0.47,21,08/20,5,0,0,5,1.23,1.1,＋・・
1806,8284,三竹,櫃,66.8,0.2,0.3,17,08/20,2,0,0,2,0.52,1.1,＋・・
1807,2460,建通,市,28.55,0.15,0.53,128,08/20,-38,0,0,-38,1.85,1.1,－・・
1808,6117,迎廣,市,61.1,0.1,0.16,135,08/20,-42,0,-1,-43,1.01,1.1,－・－
1809,7810,捷創科技,櫃,196.0,2.0,1.03,23,08/20,0,0,0,0,0.22,1.1,・・・
1810,8433,弘帆,櫃,54.7,0.3,0.55,8,08/20,0,0,0,0,0.6,1.1,・・・
1811,00954,中信日本半導體,市,18.28,-0.01,-0.05,2357,08/20,-946,0,-437,-1383,1.31,1.1,－・－
1812,009814,富邦標普500,櫃,11.45,0.05,0.44,209,08/20,1,0,57,58,1.61,1.1,＋・＋
1813,5353,台林,櫃,28.1,0.2,0.72,13,08/20,-4,0,0,-4,0.82,1.1,－・・
1814,6158,禾昌,櫃,16.6,0.0,0.0,19,08/20,0,0,0,0,0.6,1.1,・・・
1815,6248,沛波,櫃,18.35,0.25,1.38,103,08/20,34,0,0,34,1.09,1.1,＋・・
1816,6552,易華電,市,24.85,0.25,1.02,74,08/20,13,0,0,13,0.9,1.1,＋・・
1817,00734B,台新JPM新興債,櫃,15.55,0.09,0.58,1,08/20,1,0,-1,0,0.27,1.1,＋・－
1818,00782B,國泰A級公用債,櫃,29.64,0.3,1.02,399,08/20,0,0,294,294,0.22,1.1,・・＋
1819,6154,順發,櫃,13.9,-0.05,-0.36,21,08/20,1,0,0,1,0.86,1.1,＋・・
1820,8176,智捷,櫃,9.95,-0.01,-0.1,84,08/20,1,0,0,1,0.77,1.1,＋・・
1821,00402A,主動安聯美國科技,市,9.64,0.0,0.0,2958,08/20,-5,0,101,96,7.26,1.1,－・＋
1822,5301,寶得利,櫃,5.5,0.0,0.0,1,08/20,0,0,0,0,0.69,1.0,・・・
1823,00727B,國泰優選非投等債,櫃,39.44,0.1,0.25,206,08/20,-89,0,72,-17,0.6,1.0,－・＋
1824,009802,富邦旗艦50,市,18.59,-0.14,-0.75,2159,08/20,-884,0,708,-175,5.51,1.0,－・＋
1825,2482,連宇,市,15.75,0.15,0.96,181,08/20,94,0,0,94,0.81,1.0,＋・＋
1826,3168,眾福科,市,42.15,0.8,1.93,13,08/20,4,0,0,4,0.79,1.0,＋・・
1827,6654,天正國際,櫃,166.0,-1.5,-0.9,17,08/20,-6,0,0,-6,0.43,1.0,－・＋
1828,3150,鈺寶-創,市,17.3,0.15,0.87,16,08/20,10,0,-4,6,0.45,1.0,＋・－
1829,6504,南六,市,37.75,1.05,2.86,23,08/20,-4,0,0,-4,0.75,1.0,－・・
1830,006205,富邦上証,市,40.59,0.09,0.22,132,08/20,-75,0,115,40,0.95,1.0,－・＋
