排名,代號,名稱,市 場,成交,漲跌 價,漲跌 幅,成交 張數,法人 買賣 日期,外資 買賣超 張數,投信 買賣超 張數,自營 買賣超 張數,合計 買賣超 張數,外資 持有 (千張),外資 持股 (%),法人 買賣超 註記
1501,4563,百德,櫃,43.8,-0.4,-0.9,85,09/09,21,0,0,21,1.16,2.1,＋・－
1502,00981A,主動統一台股增長,市,29.92,0.19,0.64,126233,09/09,19475,0,23709,43184,200.0,2.1,＋・＋
1503,6925,意藍,櫃,49.25,-0.25,-0.51,13,09/09,2,0,0,2,0.42,2.1,＋・・
1504,00859B,群益0-1年美債,櫃,40.67,-0.08,-0.2,2171,09/09,0,0,-229,-229,0.67,2.1,・・－
1505,00958B,永豐ESG銀行債15+,櫃,8.91,-0.02,-0.22,965,09/09,0,0,721,721,2.51,2.1,・・＋
1506,009802,富邦旗艦50,市,20.41,0.01,0.05,3851,09/09,-30,0,916,886,12.0,2.1,－・＋
1507,2444,兆勁,市,11.3,-0.25,-2.16,292,09/09,-17,0,0,-17,2.22,2.1,－・－
1508,8403,盛弘,櫃,18.95,0.0,0.0,36,09/09,-3,0,0,-3,2.85,2.1,－・・
1509,4121,優盛,櫃,12.85,0.05,0.39,36,09/09,5,0,0,5,1.71,2.1,＋・－
1510,4916,事欣科,市,96.0,0.7,0.73,785,09/09,118,0,-16,102,2.29,2.1,＋・－
1511,7728,光焱科技,櫃,627.0,-1.0,-0.16,13,09/09,-8,0,0,-8,0.29,2.1,－・－
1512,00898,國泰基因免疫革命,市,10.75,-0.1,-0.92,628,09/09,198,0,-134,64,2.38,2.0,＋・－
1513,4440,宜新實業,市,17.6,0.0,0.0,13,09/09,3,0,-5,-2,1.39,2.0,＋・－
1514,4577,達航科技,櫃,89.0,-2.0,-2.2,726,09/09,-98,0,1,-97,1.0,2.0,－・＋
1515,7704,明遠精密,櫃,61.1,0.4,0.66,47,09/09,5,0,0,5,0.69,2.0,＋・－
1516,009824,群益美國科技巨頭,市,10.07,-0.04,-0.4,4381,09/09,1013,0,863,1876,11.1,2.0,＋・＋
1517,4566,時碩工業,市,63.9,1.2,1.91,556,09/09,63,0,-1,63,2.24,2.0,＋・－
1518,7819,精誠金融,櫃,34.25,-0.25,-0.72,37,09/09,-1,0,0,-1,0.51,2.0,－・・
1519,1294,漢田生技,櫃,53.0,-0.5,-0.93,23,09/09,2,0,0,2,0.74,2.0,＋・・
