排名,代號,名稱,市 場,成交,漲跌 價,漲跌 幅,成交 張數,法人 買賣 日期,外資 買賣超 張數,投信 買賣超 張數,自營 買賣超 張數,合計 買賣超 張數,外資 持有 (千張),外資 持股 (%),法人 買賣超 註記
901,8938,明安,櫃,52.6,-0.3,-0.57,144,08/12,-26,0,-2,-27,10.1,6.4,－・－
902,4120,友華,櫃,49.0,-0.3,-0.61,45,08/12,-2,0,0,-2,5.54,6.4,－・・
903,6706,惠特,市,124.0,7.0,5.98,2409,08/12,347,0,22,369,4.99,6.4,＋・＋
904,3048,益登,市,59.7,0.9,1.53,9820,08/12,-1744,0,-26,-1770,17.1,6.3,－・－
905,4510,高鋒,櫃,44.55,4.05,10.0,3782,08/12,1422,0,77,1499,6.91,6.3,＋・＋
906,2504,國產,市,31.2,0.25,0.81,1572,08/12,236,0,0,236,74.7,6.3,＋・・
907,2753,八方雲集,市,183.0,0.0,0.0,154,08/12,-63,0,0,-63,4.21,6.3,－・・
908,3591,艾笛森,市,21.25,-0.2,-0.93,711,08/12,148,0,0,148,9.18,6.3,＋・＋
909,6291,沛亨,櫃,402.5,36.5,9.97,819,08/12,136,0,10,146,2.65,6.3,＋・＋
910,1799,易威,櫃,30.15,-0.85,-2.74,469,08/12,-88,0,0,-88,15.7,6.3,－・－
911,3003,健和興,市,69.7,-0.8,-1.13,1806,08/12,115,0,-14,101,9.8,6.3,＋・－
912,4951,精拓科,櫃,80.2,-0.2,-0.25,108,08/12,7,0,0,7,2.14,6.3,＋・－
913,6449,鈺邦,市,244.0,6.0,2.52,877,08/12,227,0,1,229,5.75,6.3,＋・＋
914,00856B,永豐1-3年美公債,櫃,37.96,0.03,0.08,1,08/12,0,0,1,1,0.42,6.2,・・＋
915,4576,大銀微系統,市,227.0,8.5,3.89,2232,08/12,379,0,73,452,7.49,6.2,＋・＋
916,4741,泓瀚,櫃,44.1,1.2,2.8,77,08/12,23,0,0,23,2.18,6.2,＋・＋
917,6164,華興,市,11.9,0.15,1.28,514,08/12,36,0,0,36,5.0,6.2,＋・・
918,6438,迅得,市,149.5,4.5,3.1,370,08/12,150,0,9,159,5.13,6.2,＋・＋
919,6877,鏵友益,櫃,127.5,0.0,0.0,53,08/12,17,0,-1,16,2.93,6.2,＋・－
920,8088,品安,櫃,49.2,0.0,0.0,1366,08/12,23,0,0,23,3.8,6.2,＋・－
921,1416,廣豐,市,11.4,0.45,4.11,4622,08/12,272,0,-3,269,11.5,6.2,＋・－
922,3046,建碁,市,62.3,2.0,3.32,1107,08/12,351,0,2,353,4.88,6.2,＋・＋
923,1449,佳和,市,12.65,0.0,0.0,231,08/12,12,0,-3,9,7.88,6.2,＋・－
924,3303,岱稜,櫃,53.4,-0.8,-1.48,600,08/12,-49,0,-41,-90,5.84,6.2,－・－
925,1436,華友聯,市,37.85,0.6,1.61,246,08/12,134,0,0,134,12.0,6.2,＋・・
926,1595,川寶,櫃,65.6,1.8,2.82,505,08/12,119,0,5,124,3.35,6.2,＋・＋
927,2108,南帝,市,30.85,1.1,3.7,2583,08/12,1584,0,2,1586,30.4,6.2,＋・＋
928,4770,上品,市,223.5,5.5,2.52,288,08/12,137,0,3,141,4.94,6.2,＋・＋
929,2491,吉祥全,市,34.5,0.3,0.88,338,08/12,7,-1,0,6,5.05,6.2,＋－・
930,2371,大同,市,26.35,0.4,1.54,9406,08/12,4570,-4,-140,4426,132.0,6.1,＋－－
931,00897,富邦基因免疫生技,市,11.83,-0.09,-0.76,234,08/12,13,0,163,176,8.63,6.1,＋・＋
932,5511,德昌,櫃,72.1,1.2,1.69,271,08/12,-62,0,1,-61,8.32,6.1,－・＋
933,2483,百容,市,36.45,1.4,3.99,1293,08/12,119,0,-40,79,6.58,6.1,＋・－
934,7795,長廣,市,506.0,46.0,10.0,377,08/12,-61,0,17,-44,4.81,6.1,－・＋
935,2887I,台新新光辛特,市,9.51,0.0,0.0,1168,08/12,-83,0,0,-83,189.0,6.1,－・・
936,1110,東泥,市,16.3,0.0,0.0,213,08/12,90,0,0,90,34.8,6.1,＋・・
937,6732,昇佳電子,櫃,156.5,2.0,1.29,114,08/12,32,0,0,33,2.98,6.1,＋・＋
938,1219,福壽,市,10.95,0.1,0.92,496,08/12,-128,0,0,-128,20.7,6.1,－・・
939,6197,佳必琪,市,305.5,4.0,1.33,1123,08/12,421,0,-16,405,7.41,6.1,＋・－
940,1593,祺驊,櫃,31.6,0.0,0.0,29,08/12,11,0,0,11,2.41,6.0,＋・・
