排名,代號,名稱,市 場,成交,漲跌 價,漲跌 幅,成交 張數,法人 買賣 日期,外資 買賣超 張數,投信 買賣超 張數,自營 買賣超 張數,合計 買賣超 張數,外資 持有 (千張),外資 持股 (%),法人 買賣超 註記
1,2923,鼎固-KY,市,27.15,-1.45,-5.07,92,07/09,-27,0,-7,-34,1731.0,99.4,－・－
2,8482,商億-KY,市,47.9,-0.4,-0.83,3,07/09,1,0,-1,0,98.5,91.7,＋・－
3,8455,大拓-KY,櫃,26.7,0.05,0.19,1,07/09,0,0,0,0,22.2,87.8,・・・
4,6230,尼得科超眾,市,124.0,2.5,2.06,27,07/09,6,0,0,6,75.1,87.0,＋・－
5,6890,來億-KY,市,206.0,5.0,2.49,595,07/09,-8,4,2,-2,214.0,85.9,－＋＋
6,4560,強信-KY,市,34.3,0.3,0.88,146,07/09,-18,0,0,-18,57.7,84.7,－・・
7,2762,世界健身-KY,市,82.4,0.5,0.61,135,07/09,-32,0,-2,-34,92.8,82.5,－・－
8,1590,亞德客-KY,市,1280.0,-65.0,-4.83,542,07/09,7,0,-18,-11,161.0,80.6,＋－－
9,1341,富林-KY,市,58.2,0.6,1.04,7,07/09,0,0,0,0,42.2,79.9,・・・
10,6415,矽力*-KY,市,523.0,-28.0,-5.08,4551,07/09,-419,-4,-5,-428,310.0,79.7,－－－
11,006203,元大MSCI台灣,市,193.2,0.1,0.05,42,07/09,-4,0,4,0,8.04,78.7,－・＋
12,3711,日月光投控,市,677.0,52.0,8.32,32146,07/09,-700,4031,505,3836,3466.0,77.5,－＋＋
13,6965,中傑-KY,市,80.0,0.7,0.88,25,07/09,13,0,-1,12,121.0,77.3,＋・－
14,5276,達輝-KY,櫃,19.3,-0.35,-1.78,18,07/09,0,0,0,0,30.4,77.0,・・・
15,6629,泰金-KY,櫃,108.0,-0.5,-0.46,33,07/09,-18,0,0,-18,29.5,76.8,－・－
16,6924,榮惠-KY創,市,130.0,3.0,2.36,57,07/09,-13,0,-7,-20,15.8,76.5,－・－
17,2239,英利-KY,市,21.55,-0.2,-0.92,57,07/09,-13,0,-1,-14,88.6,75.2,－・－
18,6666,羅麗芬-KY,市,44.45,0.55,1.25,50,07/09,7,0,0,7,35.6,75.2,＋・＋
19,8291,尚茂,櫃,31.3,-1.7,-5.15,42,07/09,3,0,0,3,12.9,73.8,＋・・
20,8499,鼎炫-KY,市,296.5,-2.0,-0.67,50,07/09,-9,0,-2,-11,29.8,72.3,－・－
21,4148,全宇生技-KY,市,30.0,0.1,0.33,18,07/09,2,0,0,2,47.8,71.2,＋・・
22,2330,台積電,市,2415.0,-50.0,-2.03,34681,07/09,-12749,-80,90,-12738,18061.0,69.6,－－＋
23,8488,吉源-KY,市,10.05,-0.05,-0.5,3,07/09,1,0,-1,0,51.2,69.6,＋・－
24,6863,永道-KY,市,92.8,0.4,0.43,22,07/09,5,0,0,5,52.0,69.4,＋・・
25,6550,北極星藥業-KY,市,13.0,-0.4,-2.99,1201,07/09,-246,0,-6,-252,614.0,68.7,－・－
26,3093,港建*,櫃,56.4,-1.5,-2.59,1463,07/09,-295,0,-20,-315,99.6,68.6,－・－
27,2754,亞洲藏壽司,櫃,69.6,0.8,1.16,7,07/09,-1,0,0,-1,31.9,67.9,－・・
28,6781,AES-KY,市,1130.0,-15.0,-1.31,736,07/09,-83,0,-45,-128,58.0,67.9,－－－
29,4807,日成-KY,市,37.65,-0.05,-0.13,276,07/09,-42,0,2,-40,33.0,67.3,－・＋
30,4569,六方科-KY,市,168.0,-1.5,-0.88,30,07/09,-13,0,0,-13,20.6,67.3,－・－
31,8426,紅木-KY,櫃,19.95,0.05,0.25,26,07/09,-3,0,0,-3,33.8,67.2,－・・
32,2029,盛餘,市,20.8,0.0,0.0,144,07/09,-16,0,-1,-17,215.0,66.8,－・－
33,2924,宏太-KY,櫃,18.4,0.0,0.0,0,07/09,0,0,0,0,34.8,66.8,・・・
34,3529,力旺,櫃,2605.0,-75.0,-2.8,1016,07/09,13,-68,10,-45,49.6,66.4,＋－＋
35,6862,三集瑞-KY,市,181.5,2.0,1.11,415,07/09,-22,0,-1,-23,32.3,64.7,－・－
36,4571,鈞興-KY,市,165.5,-3.0,-1.78,205,07/09,-77,0,0,-77,34.1,64.3,－・－
37,5538,東明-KY,市,32.95,0.25,0.76,29,07/09,7,0,-2,5,128.0,63.8,＋・－
