排名,代號,名稱,市 場,成交,漲跌 價,漲跌 幅,成交 張數,法人 買賣 日期,外資 買賣超 張數,投信 買賣超 張數,自營 買賣超 張數,合計 買賣超 張數,外資 持有 (千張),外資 持股 (%),法人 買賣超 註記
1,2923,鼎固-KY,市,25.25,0.1,0.4,181,08/21,55,0,-30,25,1732.0,99.5,＋・－
2,00991B,貝萊德A級公司債,市,14.83,-0.12,-0.8,1132,08/21,0,0,8,8,213.0,94.4,・・＋
3,8482,商億-KY,市,49.35,0.65,1.33,3,08/21,1,0,0,1,98.6,91.8,＋・・
4,8455,大拓-KY,櫃,24.65,1.05,4.45,11,08/21,3,0,0,3,22.2,87.8,＋・・
5,6230,尼得科超眾,市,107.5,0.5,0.47,23,08/21,6,0,2,8,75.1,87.0,＋・＋
6,6890,來億-KY,市,159.0,-5.0,-3.05,373,08/21,-157,0,-2,-159,215.0,86.3,－・－
7,4560,強信-KY,市,33.0,0.0,0.0,752,08/21,-9,0,-1,-10,57.3,84.1,－・－
8,2762,世界健身-KY,市,83.0,0.0,0.0,27,08/21,-1,0,0,-1,92.9,82.6,－・・
9,6415,矽力*-KY,市,445.5,-2.5,-0.56,1955,08/21,230,0,-4,226,317.0,81.5,＋・－
10,1590,亞德客-KY,市,1435.0,15.0,1.06,871,08/21,48,0,2,51,162.0,80.9,＋・＋
11,1341,富林-KY,市,59.6,0.0,0.0,0,08/21,0,0,0,0,42.3,80.0,・・・
12,006203,元大MSCI台灣,市,190.3,1.6,0.85,6,08/21,0,0,-2,-2,8.01,78.4,・・－
13,6965,中傑-KY,市,75.1,1.2,1.62,5,08/21,4,0,0,4,121.0,77.4,＋・・
14,5276,達輝-KY,櫃,19.95,0.55,2.84,35,08/21,0,0,0,0,30.4,77.0,・・・
15,6629,泰金-KY,櫃,110.5,-0.5,-0.45,2,08/21,0,0,0,0,29.5,76.8,・・・
16,3711,日月光投控,市,587.0,-3.0,-0.51,12861,08/21,2416,-144,132,2403,3432.0,76.8,＋－＋
17,6924,榮惠-KY創,市,117.0,-2.5,-2.09,55,08/21,-9,0,2,-7,15.7,75.9,－・＋
18,6666,羅麗芬-KY,市,44.3,2.55,6.11,163,08/21,2,0,1,3,35.7,75.3,＋・＋
19,2239,英利-KY,市,20.15,0.15,0.75,27,08/21,2,0,2,4,88.6,75.3,＋・＋
20,8291,尚茂,櫃,34.95,3.15,9.91,22,08/21,1,0,0,1,12.9,74.0,＋・・
21,8499,鼎炫-KY,市,265.0,0.5,0.19,3,08/21,0,0,1,1,29.7,72.0,・・＋
22,4148,全宇生技-KY,市,31.9,-0.1,-0.31,13,08/21,3,0,0,3,48.0,71.3,＋・・
23,6781,AES-KY,市,1050.0,-25.0,-2.33,333,08/21,-139,0,-2,-141,60.0,70.3,－・－
24,6863,永道-KY,市,113.5,0.0,0.0,130,08/21,-23,0,0,-23,52.4,69.9,－・＋
25,8488,吉源-KY,市,9.93,0.01,0.1,24,08/21,7,0,0,7,51.2,69.7,＋・・
26,3093,港建*,櫃,45.9,-1.25,-2.65,273,08/21,-76,0,0,-76,101.0,69.4,－・－
27,2330,台積電,市,2410.0,35.0,1.47,18922,08/21,5795,184,457,6436,17936.0,69.2,＋＋＋
28,6550,北極星藥業-KY,市,12.25,1.1,9.87,1418,08/21,-97,0,0,-97,614.0,68.6,－・・
29,8426,紅木-KY,櫃,21.15,-0.05,-0.24,15,08/21,-4,0,0,-4,34.3,68.2,－・＋
30,4807,日成-KY,市,30.85,-0.6,-1.91,68,08/21,-21,0,0,-21,33.4,68.1,－・・
31,2754,亞洲藏壽司,櫃,70.2,1.4,2.03,29,08/21,-2,0,0,-2,31.9,67.9,－・－
32,2029,盛餘,市,22.2,0.25,1.14,430,08/21,118,0,12,130,217.0,67.5,＋・＋
33,4569,六方科-KY,市,159.0,-1.5,-0.93,17,08/21,-7,0,0,-7,20.5,67.0,－・・
34,2924,宏太-KY,櫃,17.35,0.55,3.27,1,08/21,0,0,0,0,34.8,66.8,・・・
35,3529,力旺,櫃,2155.0,-55.0,-2.49,843,08/21,-148,-104,-14,-266,49.2,65.9,－－－
36,6451,訊芯-KY,市,418.0,-19.0,-4.35,4509,08/21,-1133,0,-49,-1182,73.4,65.5,－・－
37,6862,三集瑞-KY,市,137.0,0.0,0.0,89,08/21,-16,0,-1,-17,32.4,64.8,－・－
38,5538,東明-KY,市,37.3,0.1,0.27,90,08/21,27,0,3,30,129.0,64.0,＋・＋
39,4571,鈞興-KY,市,158.0,-3.5,-2.17,162,08/21,-76,0,0,-76,33.8,63.8,－・・
40,4442,竣邦-KY,櫃,51.0,-0.4,-0.78,242,08/21,-54,0,0,-54,20.0,62.5,－・－
41,2308,台達電,市,1750.0,5.0,0.29,5769,08/21,-57,5,59,7,1612.0,62.0,－＋＋
42,4439,冠星-KY,市,98.5,-0.7,-0.71,56,08/21,-9,0,0,-9,23.4,61.4,－・・
43,5288,豐祥-KY,市,191.0,1.5,0.79,31,08/21,7,4,1,12,41.7,59.8,＋＋＋
44,2849,安泰銀,市,14.5,0.1,0.69,162,08/21,76,0,-37,39,1155.0,59.0,＋・－
45,3675,德微,櫃,260.0,-9.0,-3.35,557,08/21,-31,0,-45,-76,31.3,58.9,－・－
46,7722,LINEPAY,市,285.0,3.5,1.24,54,08/21,13,0,1,14,40.0,58.8,＋・＋
47,4190,佐登-KY,市,25.2,0.0,0.0,0,08/21,0,0,0,0,36.0,58.6,・・・
48,2360,致茂,市,2100.0,-40.0,-1.87,1573,08/21,323,-327,1,-3,249.0,58.6,＋－＋
49,6768,志強-KY,市,65.2,0.0,0.0,328,08/21,77,0,0,77,116.0,58.1,＋・－
50,2345,智邦,市,2035.0,-70.0,-3.33,2809,08/21,67,-212,28,-118,320.0,57.0,＋－＋
51,6431,光麗-KY,市,20.3,0.3,1.5,108,08/21,-2,0,0,-2,54.9,56.4,－・・
52,8442,威宏-KY,市,46.85,0.95,2.07,221,08/21,0,0,0,0,39.5,56.4,・・・
53,4551,智伸科,市,157.5,-4.5,-2.78,424,08/21,-129,0,1,-128,64.9,56.3,－・＋
54,6616,特昇-KY,櫃,8.6,0.13,1.53,25,08/21,0,0,-1,-1,19.9,56.1,・・－
55,2454,聯發科,市,3790.0,90.0,2.43,6657,08/21,-276,5,118,-153,894.0,55.7,－＋＋
56,6573,虹揚-KY,市,17.1,0.1,0.59,239,08/21,-118,0,-1,-119,44.3,55.0,－・－
57,5530,龍巖,櫃,50.5,0.4,0.8,231,08/21,51,0,0,51,230.0,54.7,＋・＋
