排名,代號,名稱,市 場,成交,漲跌 價,漲跌 幅,成交 張數,法人 買賣 日期,外資 買賣超 張數,投信 買賣超 張數,自營 買賣超 張數,合計 買賣超 張數,外資 持有 (千張),外資 持股 (%),法人 買賣超 註記
1801,3040,遠見,市,34.45,0.75,2.23,190,09/18,6,0,1,7,0.64,1.0,＋・＋
1802,3135,凌航,市,163.5,2.0,1.24,426,09/18,45,0,0,45,0.98,1.0,＋・－
1803,4109,加捷生醫,櫃,11.25,0.1,0.9,59,09/18,11,0,0,11,1.15,1.0,＋・・
1804,4116,明基醫,櫃,39.4,-0.15,-0.38,16,09/18,0,0,0,0,0.43,1.0,・・・
1805,6225,天瀚,市,60.0,-0.2,-0.33,121,09/18,0,0,0,0,0.57,1.0,・・・
1806,00900,富邦特選高股息30,市,19.84,0.07,0.35,5103,09/18,480,0,2311,2791,14.2,0.9,＋・＋
1807,2429,銘旺科,市,31.15,0.0,0.0,183,09/18,44,0,2,46,0.8,0.9,＋・＋
1808,6870,騰雲,櫃,312.0,-10.0,-3.11,66,09/18,-2,0,1,-1,0.27,0.9,－・＋
1809,00997A,主動群益美國增長,市,11.05,0.15,1.38,6256,09/18,-235,0,3175,2940,10.5,0.9,－・＋
1810,5016,松和,櫃,24.65,-0.05,-0.2,10,09/18,0,0,0,0,0.46,0.9,・・・
1811,5489,彩富,櫃,41.25,0.35,0.86,21,09/18,6,0,0,6,0.95,0.9,＋・・
1812,6504,南六,市,37.2,0.25,0.68,22,09/18,-2,0,1,-1,0.67,0.9,－・＋
1813,6614,資拓宏宇,市,35.85,0.2,0.56,29,09/18,-3,0,1,-2,0.74,0.9,－・＋
1814,00881,國泰台灣科技龍頭,市,51.0,1.19,2.39,17932,09/18,4234,0,6993,11227,27.0,0.9,＋・＋
1815,00885,富邦越南,市,18.58,0.11,0.6,5370,09/18,1808,0,-975,833,5.33,0.9,＋・－
1816,2432,倚天酷碁-創,市,27.45,0.0,0.0,17,09/18,-6,0,1,-5,0.56,0.9,－・＋
1817,3597,映興,櫃,26.25,-0.05,-0.19,10,09/18,0,0,0,0,0.36,0.9,・・・
1818,6130,上亞科技,櫃,23.85,-0.2,-0.83,97,09/18,-39,0,0,-39,0.45,0.9,－・・
1819,6508,惠光,櫃,26.5,1.25,4.95,263,09/18,-1,0,0,-1,0.78,0.9,－・＋
1820,00891,中信關鍵半導體,市,36.37,0.96,2.71,21919,09/18,9219,0,4897,14116,16.8,0.9,＋・＋
1821,1472,三洋實業,市,87.4,-0.1,-0.11,102,09/18,-9,0,-26,-35,0.47,0.9,－・－
1822,4420,光明,櫃,36.1,0.1,0.28,39,09/18,-1,3,-1,1,0.36,0.9,－＋－
1823,4441,振大環球,市,172.0,-1.0,-0.58,55,09/18,13,0,2,15,0.61,0.9,＋・＋
1824,6464,台數科,市,78.0,0.2,0.26,32,09/18,5,0,1,6,1.2,0.9,＋・＋
1825,7723,築間,櫃,18.8,0.05,0.27,14,09/18,1,0,0,1,0.45,0.9,＋・・
1826,8435,鉅邁,櫃,53.1,0.1,0.19,11,09/18,-1,0,0,-1,0.32,0.9,－・＋
1827,00728,第一金工業30,市,69.65,1.9,2.8,405,09/18,162,0,-85,77,0.35,0.9,＋・－
1828,1535,中宇,市,45.9,1.0,2.23,49,09/18,28,0,2,30,1.09,0.9,＋・＋
1829,00788B,元大10年IG電能債,櫃,29.1,0.16,0.55,16,09/18,5,0,5,10,0.22,0.9,＋・＋
1830,6728,上洋,櫃,108.0,0.5,0.47,9,09/18,-2,0,0,-2,0.26,0.9,－・・
1831,8933,愛地雅,櫃,4.57,0.07,1.56,42,09/18,0,0,0,0,2.87,0.9,・・・
1832,9906,欣巴巴,市,41.35,3.75,9.97,269,09/18,31,0,5,36,0.79,0.9,＋・＋
1833,00676R,富邦臺灣加權反1,市,5.33,-0.11,-2.02,13905,09/18,417,0,2798,3215,1.73,0.9,＋・＋
1834,6294,智基,櫃,28.65,0.0,0.0,5,09/18,0,0,0,0,0.23,0.9,・・・
1835,8935,邦泰,櫃,17.7,0.15,0.85,82,09/18,23,0,0,23,0.98,0.9,＋・－
1836,00890B,凱基ESGBBB債15+,櫃,31.13,0.17,0.55,105,09/18,4,0,-1,3,0.16,0.8,＋・－
1837,00989B,台新美國非投等債,櫃,9.95,-0.02,-0.2,3112,09/18,0,0,-2682,-2682,0.92,0.8,・・－
1838,3332,幸康,櫃,60.7,0.2,0.33,1,09/18,-1,0,0,-1,0.41,0.8,－・・
1839,5484,慧友,市,39.35,-0.05,-0.13,105,09/18,23,0,-1,22,0.57,0.8,＋・－
1840,00982A,主動群益台灣強棒,市,22.83,0.68,3.07,19440,09/18,5136,0,8229,13365,18.6,0.8,＋・＋
1841,00983B,大華優利美公債20,櫃,15.04,0.07,0.47,371,09/18,8,0,51,59,0.21,0.8,＋・＋
1842,2524,京城,市,37.5,3.4,9.97,240,09/18,-41,0,1,-40,3.09,0.8,－・＋
1843,00668,國泰美國道瓊,市,60.5,0.05,0.08,389,09/18,0,0,-7,-7,0.06,0.8,・・－
1844,00981D,主動中信非投等債,櫃,10.2,0.0,0.0,2228,09/18,606,0,-375,231,4.34,0.8,＋・－
1845,2028,威致,市,15.7,0.1,0.64,32,09/18,12,0,5,17,2.72,0.8,＋・＋
1846,3492,長盛,櫃,19.0,0.1,0.53,3,09/18,0,0,0,0,0.3,0.8,・・・
1847,9931,欣高,市,34.1,0.0,0.0,29,09/18,3,0,1,4,1.0,0.8,＋・＋
1848,00762,元大全球AI,市,115.65,2.0,1.76,156,09/18,8,0,80,88,0.39,0.8,＋・＋
1849,00971,野村美國研發龍頭,市,17.48,0.16,0.92,118,09/18,0,0,93,93,0.46,0.8,・・＋
1850,00987B,野村10+澳洲公債,櫃,15.65,0.06,0.38,1029,09/18,0,0,-163,-163,0.61,0.8,・・－
1851,6114,久威,櫃,23.3,0.3,1.3,22,09/18,0,0,0,0,0.36,0.8,・・＋
1852,6901,鑽石投資,市,15.45,-0.05,-0.32,1236,09/18,4,0,-13,-9,7.03,0.8,＋・－
1853,6931,青松健康,市,39.2,-0.1,-0.25,54,09/18,9,0,0,9,0.54,0.8,＋・・
1854,00966B,統一ESG投等債15+,櫃,13.49,0.08,0.6,2201,09/18,1604,0,-1494,110,0.96,0.8,＋・－
