排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,6614,資拓宏宇,39.7,-0.25,-0.63,06/24,0.0,23.5,500.0,600.0,4100.0,,,,,
2,4904,遠傳,107.0,0.0,0.0,06/24,30.4,61.3,96.6,215.0,231.0,362.0,544.0,298.0,-37.0,452.0
3,6577,勁豐,74.1,-0.7,-0.94,06/24,200.0,500.0,1700.0,200.0,350.0,-57.1,-55.0,-71.9,-88.8,-71.9
4,00942B,台新美A公司債20+,14.48,0.09,0.63,06/24,26.4,82.0,154.0,187.0,136.0,16.9,266.0,199.0,54.9,260.0
5,00882,中信中國高股息,15.01,-0.15,-0.99,06/24,0.0,4.58,6.22,130.0,1054.0,27.4,43.5,18.1,-48.1,18.6
6,3556,禾瑞亞,72.5,-1.9,-2.55,06/24,3.16,16.9,54.9,119.0,93.7,142.0,454.0,1485.0,366.0,1485.0
7,7757,金色三麥,97.0,-1.1,-1.12,06/24,25.0,42.9,66.7,114.0,329.0,2900.0,,,,
8,4924,欣厚-KY,14.4,0.9,6.67,06/24,21.4,21.4,21.4,112.0,325.0,,,,,
9,00997A,主動群益美國增長,14.16,-0.34,-2.34,06/24,90.7,90.7,90.7,107.0,128.0,85.3,,,,
10,7788,松川精密,265.0,-13.5,-4.85,06/24,8.77,14.1,31.9,107.0,130.0,615.0,,,,
11,2890,永豐金,39.55,-0.25,-0.63,06/24,27.7,16.1,74.5,103.0,69.3,19.5,9.3,5.15,-81.0,4.81
12,4946,辣椒,105.5,-0.5,-0.47,06/24,0.0,0.0,0.0,100.0,,,,,,
13,6936,永鴻生技,32.6,0.0,0.0,06/24,0.0,20.0,20.0,100.0,-66.7,-91.2,-84.6,-53.8,,-57.1
14,3652,精聯,40.85,0.1,0.25,06/24,5.35,26.4,55.2,90.8,143.0,137.0,234.0,240.0,20.3,237.0
15,3443,創意,4880.0,155.0,3.28,06/24,-7.71,-14.9,-13.5,85.8,171.0,130.0,117.0,159.0,-31.6,97.4
16,6831,邁科,852.0,22.0,2.65,06/24,19.6,21.9,77.1,78.1,142.0,269.0,,,,
17,6861,睿生光電,353.0,-5.0,-1.4,06/24,18.8,41.1,54.1,74.4,12.7,-16.8,94.6,-10.1,481.0,-10.1
18,6735,美達科技,94.2,-2.1,-2.18,06/24,25.4,71.2,80.4,72.9,75.5,312.0,366.0,169.0,703.0,180.0
19,7610,聯友金屬-創,2360.0,-55.0,-2.28,06/24,-20.8,-20.2,-11.2,72.7,93.9,121.0,,,,
20,6525,捷敏-KY,166.0,-4.5,-2.64,06/24,8.47,20.0,40.7,72.3,261.0,317.0,375.0,382.0,393.0,382.0
21,6026,福邦證,16.8,-0.15,-0.88,06/24,10.1,13.8,24.7,68.6,85.2,11.1,78.3,152.0,32.9,152.0
22,00999A,主動野村臺灣高息,11.1,-0.1,-0.89,06/24,0.0,5.58,5.58,68.2,28.4,40.3,,,,
23,6290,良維,306.0,0.0,0.0,06/24,7.96,19.9,40.8,67.8,83.5,30.7,99.5,71.0,242.0,71.8
24,6208,日揚,105.0,4.5,4.48,06/24,5.04,63.8,63.1,65.6,62.7,113.0,713.0,688.0,510.0,684.0
25,2886,兆豐金,44.55,-0.65,-1.44,06/24,1.67,3.47,18.1,64.9,33.0,17.9,35.4,177.0,-48.1,190.0
26,6226,光鼎,15.1,1.35,9.82,06/24,26.8,26.8,51.2,64.6,465.0,,,,,
27,2464,盟立,174.5,2.5,1.45,06/24,0.65,5.06,18.3,63.2,33.4,18.0,-0.1,-44.4,1.98,-43.5
28,8464,億豐,348.5,5.0,1.46,06/24,9.23,21.7,49.0,61.4,63.3,34.9,-50.1,-76.3,457.0,-76.8
29,1590,亞德客-KY,1385.0,10.0,0.73,06/24,10.6,7.54,12.0,61.1,107.0,31.8,71.3,-16.4,-31.7,-20.5
30,6683,雍智科技,1940.0,175.0,9.92,06/24,42.1,39.8,45.2,59.2,29.8,47.1,49.3,99.1,8.52,76.2
31,1409,新纖,27.95,-0.6,-2.1,06/24,20.5,51.1,53.8,58.4,59.2,60.5,90.6,19.5,27.9,21.7
32,7791,皇家可口,62.0,0.1,0.16,06/24,2.96,13.0,51.1,58.0,85.3,435.0,,,,
33,4760,勤凱,346.5,-3.0,-0.86,06/24,4.58,15.1,32.1,56.7,86.7,116.0,202.0,5.88,267.0,-8.02
34,4749,新應材,934.0,17.0,1.85,06/24,2.37,18.2,41.7,51.3,96.9,104.0,79.1,64.2,840.0,64.0
35,00888,永豐台灣ESG,38.29,0.01,0.03,06/24,-3.01,-3.01,49.0,49.0,80.5,75.8,655.0,826.0,152.0,826.0
36,6907,雅特力-KY,155.5,-4.5,-2.81,06/24,3.74,5.21,18.1,47.0,74.8,335.0,,,,
37,6016,康和證,28.45,-0.7,-2.4,06/24,6.48,18.3,25.1,46.1,70.8,83.3,39.1,241.0,21.8,240.0
38,4976,佳凌,38.85,-0.3,-0.77,06/24,0.07,2.1,11.3,44.8,89.7,88.9,30.3,60.6,102.0,59.4
39,3491,昇達科,1430.0,75.0,5.54,06/24,1.55,7.75,24.3,44.7,157.0,110.0,143.0,62.2,66.9,84.1
40,1776,展宇,18.8,-0.4,-2.08,06/24,0.0,13.7,17.7,44.6,44.6,26.7,75.0,70.5,17.7,68.4
41,1568,倉佑,41.4,-3.45,-7.69,06/24,-5.02,5.95,22.9,44.5,44.5,45.2,64.8,115.0,23.8,115.0
42,6708,天擎,40.0,-0.35,-0.87,06/24,0.0,8.33,18.2,44.4,550.0,,,,,
43,2855,統一證,49.15,-1.45,-2.87,06/24,5.13,11.9,27.8,44.3,177.0,410.0,810.0,582.0,149.0,631.0
44,6971,惠民實業,28.05,-0.15,-0.53,06/24,4.55,4.55,4.55,43.8,43.8,109.0,,,,
45,6670,復盛應用,244.0,-27.0,-9.96,06/24,8.29,18.6,29.5,43.7,40.9,79.6,104.0,3.75,1.31,32.0
46,6725,矽科宏晟,340.0,-1.0,-0.29,06/24,0.53,-4.57,-3.09,43.5,50.4,95.8,100.0,,,
