排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,3481,群創,51.4,2.85,5.87,06/15,-100122,-101975,-106811,-171646,-184815,-132282,-111275.0,313776.0,327937.0,178477.0
2,00631L,元大台灣50正2,37.07,2.24,6.43,06/15,-85737,-87824,-92318,-89152,-27756,-45737,292950.0,290497.0,282907.0,291224.0
3,2609,陽明,51.2,-1.2,-2.29,06/15,-3765,-11004,-16947,-57023,-120868,-124233,-51230.0,-143939.0,-96895.0,-87722.0
4,2303,聯電,141.5,8.0,5.99,06/15,3139,-8639,-20895,-43771,-281845,-341381,-239415.0,-529933.0,-846095.0,-335069.0
5,00981A,主動統一台股增長,31.47,0.87,2.84,06/15,-20776,-32527,-35841,-42864,-56143,95139,158188.0,256995.0,300468.0,264110.0
6,2887,台新新光金,31.6,1.4,4.64,06/15,-960,-5806,-15018,-19493,-15614,49482,121408.0,207483.0,-1035104.0,42266.0
7,5880,合庫金,24.15,0.1,0.42,06/15,-1722,-1416,-7797,-15227,-21960,20882,93173.0,111425.0,85296.0,117165.0
8,5347,世界,174.5,5.0,2.95,06/15,33,-104,-35,-15226,-22363,-16070,1096.0,-17018.0,-1196.0,-15785.0
9,2618,長榮航,39.95,1.25,3.23,06/15,-10466,-14743,-17693,-15190,9929,70894,144441.0,74455.0,130381.0,94053.0
10,2891,中信金,70.1,2.5,3.7,06/15,-20070,-22908,-19838,-15143,28209,-10669,160383.0,124731.0,-24324.0,182350.0
11,00940,元大台灣價值高息,12.43,0.21,1.72,06/15,-331,-1542,-4571,-14313,-36116,-39267,5780.0,27346.0,20465.0,29282.0
12,2886,兆豐金,44.0,0.6,1.38,06/15,-6476,-9983,-8254,-12127,-12007,-2871,-1228.0,13310.0,-76456.0,18648.0
13,00990A,主動元大AI新經濟,20.47,1.22,6.34,06/15,-10071,-10979,-12136,-11639,-10723,-2848,2904.0,,,-90705.0
14,9105,泰金寶-DR,9.95,0.42,4.41,06/15,-1298,-2179,-7843,-10801,-14669,-33238,-27739.0,-39401.0,-11402.0,-36283.0
15,2882,國泰金,104.0,3.5,3.48,06/15,-1076,-7041,-11889,-10747,-8561,-100422,15855.0,-149331.0,-223213.0,-50907.0
16,1216,統一,76.3,-0.2,-0.26,06/15,-2085,-6284,-7995,-10210,-11631,619,45369.0,124626.0,173425.0,91272.0
17,00988A,主動統一全球創新,22.36,1.48,7.09,06/15,-798,-1379,-5690,-9923,-61055,-15043,28788.0,37459.0,,38807.0
18,00991A,主動復華未來50,19.69,0.64,3.36,06/15,250,-5525,-9331,-9709,-17185,-23976,52490.0,,,81584.0
19,00992A,主動群益科技創新,18.24,0.44,2.47,06/15,-4000,-4446,-9237,-9283,7924,22526,57661.0,,,62625.0
20,6176,瑞儀,88.7,-2.6,-2.85,06/15,-1076,-3241,-4468,-9062,-19870,-15185,15429.0,4743.0,10623.0,12427.0
21,1314,中石化,7.82,-0.02,-0.26,06/15,-5090,-5968,-5791,-8082,-26127,-21653,55832.0,28616.0,28050.0,27937.0
22,6278,台表科,216.0,5.0,2.37,06/15,-2411,-3826,-5859,-7766,-14082,-5760,7874.0,9432.0,7845.0,7468.0
23,2884,玉山金,34.65,0.3,0.87,06/15,-87,-4553,-2538,-7691,-60313,-59738,-29793.0,108395.0,205216.0,27334.0
24,2356,英業達,67.1,0.9,1.36,06/15,-3319,-4126,-8228,-7644,-18682,-3604,-109709.0,-40740.0,-63404.0,-69360.0
25,2892,第一金,31.3,0.3,0.97,06/15,-5874,-5874,-5874,-7179,-11078,12322,19147.0,-43726.0,-642.0,15237.0
26,4919,新唐,193.0,17.5,9.97,06/15,-2938,-3814,-5043,-6806,-7005,-8589,246.0,7254.0,8208.0,6581.0
27,00953B,群益優選非投等債,9.59,-0.01,-0.1,06/15,-655,-655,-6655,-6655,-6801,-12826,-3504.0,20465.0,33653.0,22174.0
28,00882,中信中國高股息,16.09,0.03,0.19,06/15,1096,2032,2032,-6535,-9635,-6535,-6937.0,-6362.0,-25464.0,-9086.0
29,6116,彩晶,16.5,0.9,5.77,06/15,-909,-1110,-4494,-6363,-12054,5711,-13071.0,109075.0,87923.0,106510.0
30,6412,群電,94.2,2.5,2.73,06/15,-1665,-2000,-3626,-5824,-7524,-9520,-5295.0,-5133.0,-56.0,-3166.0
31,1605,華新,40.0,2.3,6.1,06/15,-5483,-5710,-5477,-5400,-1923,-12238,-48042.0,-113732.0,61797.0,-118076.0
32,6005,群益證,40.05,1.05,2.69,06/15,-1543,-2564,-3812,-5288,-24529,-22654,12099.0,14464.0,-39012.0,8062.0
33,1722,台肥,48.85,0.45,0.93,06/15,-750,-1051,-1638,-5168,-11673,-10571,10479.0,9911.0,13894.0,13154.0
34,3711,日月光投控,590.0,0.0,0.0,06/15,532,1450,-973,-5151,-18181,-11289,26431.0,23268.0,-33319.0,27553.0
35,2603,長榮,224.5,-3.5,-1.54,06/15,-882,-896,-1755,-5137,1377,21821,45662.0,11039.0,55852.0,8035.0
36,00632R,元大台灣50反1,10.23,-0.32,-3.03,06/15,-1380,-2446,-3905,-4888,-10526,2484,36630.0,42790.0,83466.0,52022.0
37,2610,華航,21.4,1.0,4.9,06/15,-4012,-3925,-4112,-4714,-124540,-165502,-148371.0,-178285.0,-79605.0,-114042.0
38,2801,彰銀,22.65,0.05,0.22,06/15,-1263,-1372,-1975,-4211,-7235,22570,33414.0,39830.0,20712.0,32213.0
39,2481,強茂,142.5,-2.5,-1.72,06/15,-211,-86,-3072,-4076,-3518,2275,-6037.0,-27939.0,-1572.0,-27626.0
40,2330,台積電,2375.0,65.0,2.81,06/15,-1617,-3966,-4770,-3867,-30,6600,8286.0,8109.0,-11216.0,9070.0
41,2897,王道銀行,10.5,0.0,0.0,06/15,-116,-825,-2870,-3585,-7994,-6007,-9279.0,-5982.0,-6323.0,-3255.0
42,00939,統一台灣高息動能,21.27,0.39,1.87,06/15,0,-689,-3189,-3496,-7402,-6652,9148.0,8563.0,8093.0,7790.0
43,00712,復華富時不動產,8.86,0.06,0.68,06/15,-4559,-5022,-6406,-3392,10483,12680,-39400.0,-5481.0,-42404.0,12958.0
44,1215,卜蜂,115.5,-2.5,-2.12,06/15,32,-1642,-2081,-3317,-2662,1078,11779.0,15883.0,13664.0,12718.0
45,1326,台化,51.6,2.8,5.74,06/15,-1148,-5146,-4218,-3249,-10787,4984,-67143.0,-61015.0,-91208.0,-66685.0
46,2313,華通,257.5,-5.5,-2.09,06/15,702,1298,123,-3238,-4982,-5771,-10609.0,5516.0,-247.0,-4577.0
47,2489,瑞軒,45.0,3.35,8.04,06/15,-2130,-3192,-4704,-3220,2753,-2554,40691.0,44882.0,42029.0,44467.0
