排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 成交,2日 買賣超 佔 成交,3日 買賣超 佔 成交,5日 買賣超 佔 成交,10日 買賣超 佔 成交,1個月 買賣超 佔 成交,3個月 買賣超 佔 成交,半年 買賣超 佔 成交,1年 買賣超 佔 成交,3年 買賣超 佔 成交,10年 買賣超 佔 成交,今年 買賣超 佔 成交
1,910322,康師傅-DR,22.1,0.45,2.08,06/15,18.1,-27.4,-20.2,-86.0,-59.4,-54.5,-20.8,-6.45,-8.34,-1.21,-0.16,1.59
2,00896,中信綠能及電動車,29.0,0.67,2.36,06/15,-75.3,-64.8,-65.6,-67.4,-67.6,-60.2,-30.6,-19.2,-20.2,-7.98,,-20.3
3,00405A,主動富邦台灣龍耀,9.34,0.19,2.08,06/15,-4.69,-16.2,-48.5,-62.6,,,,,,,,
4,020031,統一IC設計臺灣N,10.55,0.3,2.93,06/15,-4.05,-13.6,-14.8,-59.7,-5.62,-8.31,-8.8,13.7,17.4,21.4,,13.1
5,00985D,主動貝萊德優投等,10.3,0.03,0.29,06/15,-65.3,-78.7,-63.1,-55.6,-56.7,-23.1,,,,,,
6,00961,FT臺灣永續高息,12.94,0.08,0.62,06/15,-73.4,-67.4,-64.0,-54.9,-52.3,-34.0,-16.7,-3.69,-8.29,,,-7.98
7,00706L,期元大S&P日圓正2,19.05,0.07,0.37,06/15,-71.9,-71.0,-65.0,-51.7,-36.6,-23.0,23.4,16.8,1.22,-7.87,,20.7
8,00402A,主動安聯美國科技,9.92,0.29,3.01,06/15,2.41,10.3,-18.4,-50.7,,,,,,,,
9,6835,圓裕,36.8,0.35,0.96,06/15,-18.0,-34.0,-40.7,-50.0,-37.6,-1.67,-1.32,-1.27,-0.32,-0.2,,-1.81
10,00662,富邦NASDAQ,122.45,2.4,2.0,06/15,-59.8,-56.3,-50.8,-48.7,-44.2,-29.7,-29.1,-29.5,-15.7,-20.6,,-29.1
11,8905,裕國,29.5,-0.4,-1.34,06/15,-46.5,-62.0,-59.7,-48.4,-21.3,-6.95,-4.2,-1.16,-0.84,0.39,-0.02,-1.2
12,00981T,平衡凱基雙核收息,12.22,0.1,0.83,06/15,-64.1,-59.3,-47.6,-47.2,-43.0,-19.2,-2.86,-12.9,,,,-13.1
13,0053,元大電子,240.9,6.95,2.97,06/15,59.6,-29.6,-36.7,-43.2,-36.6,-23.5,-10.3,-5.43,-4.0,-4.0,17.8,-6.21
14,009803,玉山市值動能50,21.58,0.49,2.32,06/15,3.76,-24.9,-36.1,-42.2,-45.7,-32.4,-12.9,-15.4,-8.43,,,-15.4
