排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,2481,強茂,157.0,-5.5,-3.38,06/01,1.84,3.74,5.84,5.81,6.98,7.82,4.59,1.86,9.34,10.9,7.85,3.25
2,6706,惠特,216.5,11.0,5.35,06/01,0.0,0.0,0.0,3.1,3.13,3.35,5.35,5.35,4.9,5.3,,5.35
3,3042,晶技,202.5,-13.0,-6.03,06/01,0.03,0.05,0.05,2.54,2.61,2.55,1.14,-1.46,-8.02,1.72,1.69,-0.46
4,2618,長榮航,37.7,1.65,4.58,06/01,0.7,1.37,1.89,2.47,3.09,2.98,3.3,0.66,-8.66,15.8,16.7,1.07
5,8028,昇陽半導體,356.5,29.5,9.02,06/01,0.28,0.76,2.63,2.46,2.55,3.33,2.56,5.11,2.84,3.22,,4.12
6,2603,長榮,224.0,11.0,5.16,06/01,0.59,1.15,1.67,2.43,2.58,2.27,2.64,1.91,-2.75,11.7,15.0,0.83
7,2912,統一超,227.5,13.5,6.31,06/01,0.77,1.36,1.81,2.3,2.77,2.73,1.15,-0.01,1.07,4.51,4.38,0.17
8,6531,愛普*,1125.0,-65.0,-5.46,06/01,0.17,1.55,2.1,2.27,3.04,6.13,7.0,5.41,7.05,4.17,7.17,5.56
9,5536,聖暉*,1005.0,12.0,1.21,06/01,0.2,0.18,0.92,2.08,2.15,2.32,1.63,2.27,7.27,10.1,10.0,-0.4
10,4966,譜瑞-KY,859.0,25.0,3.0,06/01,0.45,1.97,1.96,1.94,1.69,8.3,7.39,11.3,12.0,6.5,1.84,8.72
11,6274,台燿,1705.0,15.0,0.89,06/01,0.34,0.67,1.09,1.72,1.72,2.76,-3.31,-2.47,8.64,11.8,5.38,-6.99
12,6488,環球晶,950.0,-65.0,-6.4,06/01,-0.05,0.18,0.63,1.59,1.47,2.24,3.65,7.23,6.56,7.41,7.46,6.53
13,2382,廣達,372.5,33.5,9.88,06/01,0.19,0.59,0.91,1.57,2.31,2.29,2.18,2.18,1.14,0.21,3.7,2.07
14,6291,沛亨,648.0,-31.0,-4.57,06/01,0.0,0.33,1.56,1.56,1.86,3.59,6.2,6.38,7.0,7.0,7.0,6.6
15,4764,雙鍵,320.0,14.5,4.75,06/01,0.12,0.45,0.81,1.45,1.45,1.45,1.32,1.45,1.45,1.45,,1.45
16,3450,聯鈞,539.0,48.5,9.89,06/01,0.22,0.22,0.22,1.25,1.29,3.14,1.45,1.82,-3.01,3.85,3.11,2.93
17,6147,頎邦,285.5,-20.0,-6.55,06/01,-0.08,0.07,0.62,1.2,3.76,4.5,8.64,6.47,0.71,10.3,9.93,7.54
18,2356,英業達,77.2,7.0,9.97,06/01,0.21,0.48,0.69,1.13,1.62,1.58,1.31,1.22,-1.49,-4.0,0.2,1.16
19,2880,華南金,32.85,2.35,7.7,06/01,0.35,0.66,0.88,1.11,1.19,1.08,0.63,2.08,1.41,5.6,5.9,0.82
20,8114,振樺電,259.5,13.5,5.49,06/01,0.64,0.64,0.64,1.1,1.1,1.09,0.99,0.78,0.23,1.41,0.68,2.19
21,2376,技嘉,387.0,17.0,4.59,06/01,0.62,0.85,1.06,1.09,1.21,1.51,1.34,1.95,0.24,-4.89,-1.06,1.26
22,6138,茂達,353.0,7.5,2.17,06/01,0.15,0.58,0.58,1.08,1.25,1.14,0.63,0.62,-0.77,-7.85,1.81,0.8
23,00997A,主動群益美國增長,13.31,0.07,0.53,06/01,0.0,0.0,0.0,1.03,2.12,2.2,,,,,,
24,6182,合晶,97.0,-2.5,-2.51,06/01,0.0,0.02,0.02,1.0,1.0,1.01,1.01,0.98,0.98,-0.57,-0.1,1.01
25,2344,華邦電,168.0,10.0,6.33,06/01,0.13,0.52,0.62,0.96,1.16,3.11,2.84,4.52,7.83,7.17,7.95,4.47
26,2887,台新新光金,24.6,1.25,5.35,06/01,0.28,0.49,0.67,0.91,1.13,-0.84,-0.03,4.42,7.89,9.73,9.87,0.2
27,3131,弘塑,3265.0,-185.0,-5.36,06/01,-0.05,-0.05,-0.05,0.8,0.89,-1.08,0.96,-2.55,-0.62,-5.27,-5.15,-3.12
28,3583,辛耘,867.0,0.0,0.0,06/01,-0.04,0.8,0.9,0.73,0.79,3.33,5.39,5.39,5.38,5.48,-0.28,5.39
29,1582,信錦,114.0,-5.5,-4.6,06/01,0.0,0.48,0.73,0.73,0.99,2.47,2.63,2.45,0.98,2.76,2.74,2.61
30,3034,聯詠,496.5,19.5,4.09,06/01,0.32,0.46,0.58,0.71,0.74,0.84,-1.69,-5.55,-13.1,8.69,13.4,-3.81
31,2379,瑞昱,609.0,29.0,5.0,06/01,0.27,0.41,0.52,0.7,0.6,0.51,-2.6,-3.01,-4.47,0.84,6.75,-3.72
32,6139,亞翔,777.0,-7.0,-0.89,06/01,-0.05,-0.11,-0.06,0.66,1.59,1.53,0.14,-0.21,0.79,4.07,4.14,1.16
33,3026,禾伸堂,672.0,31.0,4.84,06/01,-0.02,-0.06,0.27,0.63,1.25,7.24,7.37,7.27,7.65,7.86,7.0,7.26
34,3189,景碩,774.0,45.0,6.17,06/01,0.0,0.0,0.0,0.61,1.38,-0.36,-0.25,3.98,5.17,1.75,4.49,5.31
35,7828,創新服務,1450.0,40.0,2.84,06/01,0.0,0.0,0.14,0.59,0.73,0.73,,,,,,
36,8081,致新,290.0,7.0,2.47,06/01,0.53,0.56,0.58,0.58,0.55,0.25,0.19,0.35,1.14,0.83,0.26,0.86
37,3293,鈊象,769.0,15.0,1.99,06/01,0.17,0.27,0.35,0.56,1.12,1.1,0.72,-0.34,3.27,2.53,-1.12,-0.17
38,3227,原相,233.0,5.5,2.42,06/01,0.52,0.54,0.55,0.54,0.55,0.6,-0.52,-1.74,-0.53,8.24,8.38,-1.5
39,6196,帆宣,513.0,2.0,0.39,06/01,0.03,0.03,0.03,0.53,0.94,1.14,0.91,-2.78,-5.42,1.29,1.24,1.02
