排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,00981A,主動統一台股增長,31.6,-0.63,-1.95,06/23,-598,-5059,-24814,-195353,-238217,-195285,-55604.0,50137.0,108344.0,68757.0
2,2002,中鋼,19.2,-0.3,-1.54,06/23,-96158,-111111,-108273,-107773,-46488,74036,211287.0,125217.0,300040.0,113781.0
3,2618,長榮航,42.95,1.3,3.12,06/23,-3142,-32879,-40604,-52436,-67626,4106,83650.0,33350.0,81355.0,41617.0
4,2303,聯電,170.0,10.0,6.25,06/23,-14536,-15977,-13107,-50558,-94329,-390282,-331566.0,-440299.0,-909431.0,-385627.0
5,1301,台塑,49.55,-2.85,-5.44,06/23,-23981,-38404,-35468,-41359,-10736,-2138,-109658.0,-96730.0,-130878.0,-109916.0
6,6770,力積電,78.6,-3.0,-3.68,06/23,-25118,-47301,-47392,-35432,-21551,19258,193738.0,213779.0,158287.0,223688.0
7,00403A,主動統一升級50,11.1,-0.28,-2.46,06/23,-7700,-8333,-28333,-33752,17289,54833,,,,
8,00919,群益台灣精選高息,30.58,-0.22,-0.71,06/23,-6342,-20435,-20426,-33731,-13147,35742,-33256.0,-60117.0,-173337.0,-27671.0
9,2891,中信金,72.4,1.9,2.7,06/23,3126,2609,12272,-29167,-44310,-16858,87939.0,141629.0,-36462.0,153183.0
10,00992A,主動群益科技創新,18.95,-0.47,-2.42,06/23,-266,-4285,-18651,-29064,-38347,-5687,21518.0,,,33561.0
11,2887,台新新光金,32.15,0.1,0.31,06/23,-7835,-14403,-11869,-24354,-43847,28898,28027.0,40262.0,-1059459.0,17912.0
12,5880,合庫金,24.55,0.1,0.41,06/23,2461,-6079,-12662,-24118,-39345,-19094,49487.0,93117.0,62754.0,93047.0
13,1802,台玻,69.9,-6.7,-8.75,06/23,-4784,-13785,-15319,-20749,-6544,-17914,13246.0,-3443.0,13691.0,-9076.0
14,0056,元大高股息,53.6,-0.45,-0.83,06/23,-1974,-6179,-9635,-19307,-16421,-37315,-24664.0,-57476.0,-30862.0,-61570.0
15,2812,台中銀,20.0,0.35,1.78,06/23,-984,-10150,-15829,-19046,-18182,6605,81007.0,120736.0,126364.0,112969.0
16,2883,凱基金,30.1,-0.25,-0.82,06/23,606,-835,5967,-16359,50845,121410,139187.0,141833.0,70392.0,141584.0
17,00878,國泰永續高股息,33.98,-0.14,-0.41,06/23,-12546,-13346,-15525,-15911,28073,12775,46808.0,25153.0,-1838.0,39357.0
18,2324,仁寶,36.55,-0.95,-2.53,06/23,-8652,-9761,-16300,-15508,-10408,-264821,-264821.0,-150244.0,145830.0,-140062.0
19,2408,南亞科,454.5,-50.5,-10.0,06/23,-3391,-8058,-12658,-14888,-11045,-26761,-16040.0,-13308.0,-26583.0,-6475.0
20,2489,瑞軒,47.35,-3.35,-6.61,06/23,-879,-5030,-9749,-14626,-17846,-16166,19526.0,29500.0,27556.0,29841.0
21,009816,凱基台灣TOP50,15.97,-0.2,-1.24,06/23,-67,-260,-230,-14158,34905,52679,78339.0,,,
22,00937B,群益ESG投等債20+,14.89,-0.05,-0.33,06/23,2,3,8,-11793,-13792,-30503,-47514.0,-57065.0,-105350.0,-56065.0
23,2610,華航,22.3,0.5,2.29,06/23,-571,-3189,-3970,-11767,-16481,-179213,-189824.0,-165608.0,-119529.0,-125809.0
24,00664R,國泰臺灣加權反1,1.61,0.05,3.21,06/23,-10601,-11191,-11191,-10535,-10721,-9761,-10264.0,-4420.0,17827.0,-5117.0
25,3702,大聯大,108.0,-4.5,-4.0,06/23,-470,-1115,-2584,-9469,-8813,-9689,3126.0,8777.0,3093.0,10101.0
26,2609,陽明,51.3,-1.0,-1.91,06/23,170,2630,3272,-9297,-66320,-135444,-84115.0,-130701.0,-109034.0,-97019.0
27,1402,遠東新,28.65,-0.15,-0.52,06/23,-3630,-3637,-4542,-9286,5627,-183794,-40297.0,18177.0,28772.0,16662.0
28,2801,彰銀,23.2,0.35,1.53,06/23,-1,-10133,-10219,-9200,-13411,11172,24545.0,22922.0,10781.0,23013.0
29,0050,元大台灣50,110.1,-1.05,-0.94,06/23,-1831,-2708,-3986,-9141,15028,57459,-39666.0,11264.0,89787.0,23818.0
30,3711,日月光投控,662.0,-12.0,-1.78,06/23,-4054,-6486,-8541,-8655,-13807,-22281,15124.0,19039.0,-44472.0,18898.0
31,1605,華新,37.8,-2.95,-7.24,06/23,-3064,-3530,-7076,-8549,-13949,-18257,-49884.0,-134612.0,47934.0,-126625.0
32,6147,頎邦,258.0,-19.0,-6.86,06/23,757,-5678,-5777,-8318,-10059,-13107,28982.0,34232.0,28432.0,34211.0
