單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"12,177,727,957","28,296,848,609","-16,119,120,652"
自營商(避險),"64,624,484,230","119,239,176,238","-54,614,692,008"
投信,"45,297,331,394","35,194,034,043","10,103,297,351"
外資及陸資(不含外資自營商),"525,490,218,057","668,679,433,508","-143,189,215,451"
外資自營商,0,0,0
合計,"647,589,761,638","851,409,492,398","-203,819,730,760"
