代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 週別,更新 日期,外資 連續 買賣 週數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 週數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 週數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 週數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
0050,元大台灣50,105.7,0.2,0.19,26W23,06/02,-6,-466268,-16.1,-2.44,18,123136,1.13,0.64,-8,-301448,-7.62,-1.58,-6,-678755,-23.5,-3.55
6531,愛普*,1075.0,-50.0,-4.44,26W23,06/02,-6,-7421,-3.99,-4.56,8,11152,3.7,6.85,-2,-169,-0.25,-0.1,4,3667,2.3,2.25
2330,台積電,2380.0,25.0,1.06,26W23,06/02,-1,-2920,-3.16,-0.01,7,57729,4.28,0.22,3,3456,0.68,0.01,-1,-1384,-1.5,-0.01
2344,華邦電,184.5,16.5,9.82,26W23,06/02,2,141746,6.13,3.15,6,158478,2.43,3.52,2,4165,0.18,0.09,2,207188,8.97,4.6
3706,神達,95.2,1.7,1.82,26W23,06/02,3,40374,11.3,3.04,6,16214,2.81,1.22,3,2482,0.7,0.19,3,58720,16.5,4.42
5269,祥碩,1590.0,70.0,4.61,26W23,06/02,1,216,3.9,0.29,6,1133,1.76,1.53,1,97,1.75,0.13,1,517,9.33,0.7
8028,昇陽半導體,335.0,-21.5,-6.03,26W23,06/02,1,853,3.65,0.48,6,7120,1.69,3.97,-3,-1318,-0.8,-0.73,1,1493,6.4,0.83
0056,元大高股息,52.8,0.9,1.73,26W23,06/02,3,122684,18.1,0.9,5,5785,0.39,0.04,6,401961,22.6,2.96,6,758596,42.6,5.58
00935,野村臺灣新科技50,62.0,-0.4,-0.64,26W23,06/02,-1,-10217,-21.9,-1.53,5,4071,0.99,0.61,-8,-139807,-24.7,-21.0,-8,-150959,-26.6,-22.6
2393,億光,64.6,0.2,0.31,26W23,06/02,-4,-19954,-30.5,-4.5,5,3834,4.58,0.86,4,1348,2.06,0.3,-4,-17062,-26.1,-3.85
2412,中華電,142.0,1.5,1.07,26W23,06/02,1,216,0.46,0.0,5,35175,10.0,0.45,5,4160,1.19,0.05,1,14370,30.6,0.19
2542,興富發,42.45,-0.15,-0.35,26W23,06/02,-2,-19995,-20.8,-0.92,5,14288,4.98,0.66,1,406,1.2,0.02,1,4553,13.4,0.21
6196,帆宣,517.0,4.0,0.78,26W23,06/02,3,2140,6.53,0.97,5,2533,3.43,1.15,-2,-43,-0.2,-0.02,3,4297,13.1,1.95
6202,盛群,57.7,-0.4,-0.69,26W23,06/02,-1,-364,-6.78,-0.16,5,959,1.0,0.42,-1,-34,-0.62,-0.01,-1,-386,-7.18,-0.17
6831,邁科,686.0,-76.0,-9.97,26W23,06/02,-1,-1442,-21.8,-2.14,5,1376,3.7,2.04,-3,-118,-0.83,-0.17,-1,-1298,-19.6,-1.92
7749,意騰-KY,491.0,-8.0,-1.6,26W23,06/02,-2,-497,-9.05,-1.07,5,232,0.95,0.5,-2,-30,-0.55,-0.06,-2,-506,-9.22,-1.09
00713,元大台灣高息低波,58.9,0.95,1.64,26W23,06/02,6,25820,5.98,1.42,4,2650,0.98,0.15,44,932817,40.8,51.2,27,815972,54.8,44.8
2049,上銀,364.0,-23.5,-6.06,26W23,06/02,-3,-2579,-2.74,-0.73,4,3209,2.1,0.91,-1,-225,-1.41,-0.06,-1,-1405,-8.82,-0.4
2376,技嘉,390.5,3.5,0.9,26W23,06/02,-1,-4877,-7.56,-0.73,4,14468,4.12,2.16,2,1343,0.88,0.2,2,14899,9.78,2.22
