單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"11,841,834,958","16,853,745,539","-5,011,910,581"
自營商(避險),"49,026,358,599","80,500,847,636","-31,474,489,037"
投信,"55,137,720,597","51,470,927,845","3,666,792,752"
外資及陸資(不含外資自營商),"482,787,674,020","660,206,304,888","-177,418,630,868"
外資自營商,0,0,0
合計,"598,793,588,174","809,031,825,908","-210,238,237,734"
