排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 賣出 佔 成交,2日 賣出 佔 成交,3日 賣出 佔 成交,5日 賣出 佔 成交,10日 賣出 佔 成交,1個月 賣出 佔 成交,3個月 賣出 佔 成交,半年 賣出 佔 成交,1年 賣出 佔 成交,3年 賣出 佔 成交,10年 賣出 佔 成交,今年 賣出 佔 成交
1,6757,台灣虎航,53.6,0.9,1.71,06/10,60.2,61.8,58.3,58.4,48.8,37.9,20.3,14.7,11.6,,,12.1
2,2609,陽明,50.6,-1.0,-1.94,06/10,50.9,48.8,46.8,45.4,38.4,26.0,13.4,8.03,9.41,2.77,1.15,7.42
3,1215,卜蜂,118.0,3.0,2.61,06/10,46.5,50.8,46.6,43.2,30.6,21.0,13.6,8.55,8.36,6.16,3.63,10.6
4,6412,群電,87.0,-1.9,-2.14,06/10,55.2,37.6,39.0,39.8,32.2,17.4,11.5,11.4,9.6,7.31,4.09,10.4
5,3036,文曄,239.5,-10.5,-4.2,06/10,33.5,37.6,33.1,38.7,37.8,20.6,15.7,12.3,10.7,6.68,5.11,12.4
6,6176,瑞儀,89.1,-2.7,-2.94,06/10,38.3,35.0,36.3,37.8,32.9,21.0,11.2,14.8,13.5,11.0,4.19,12.3
7,2027,大成鋼,42.5,-0.4,-0.93,06/10,40.9,37.0,32.2,33.8,23.6,10.7,5.08,3.05,3.22,4.67,2.61,3.39
8,3702,大聯大,109.0,-1.5,-1.36,06/10,47.4,42.4,31.3,32.3,28.4,18.9,12.4,11.8,14.7,13.6,7.8,12.3
9,6239,力成,303.0,-18.0,-5.61,06/10,33.6,36.5,34.9,32.0,16.2,7.51,6.32,6.72,7.19,7.01,4.59,5.37
10,6121,新普,403.0,-12.0,-2.89,06/10,34.5,33.3,33.7,31.3,24.5,18.6,11.9,18.8,15.1,11.7,5.29,18.1
11,5347,世界,152.5,-8.5,-5.28,06/10,33.0,32.2,28.8,28.7,19.9,8.71,6.82,7.69,8.29,7.72,5.15,7.16
12,2451,創見,293.0,-13.0,-4.25,06/10,36.2,33.4,35.9,26.7,19.4,10.4,4.74,4.6,4.92,5.26,4.45,3.73
13,2303,聯電,118.5,-9.0,-7.06,06/10,21.7,21.0,21.6,25.5,23.1,14.2,9.32,8.0,8.66,6.4,2.52,7.26
14,4551,智伸科,137.5,-6.5,-4.51,06/10,28.9,32.3,31.3,23.3,17.8,8.74,4.33,3.52,2.96,3.3,5.35,3.53
15,2404,漢唐,1150.0,-40.0,-3.36,06/10,28.0,27.6,26.8,22.8,21.5,10.1,7.78,7.05,8.63,9.25,4.81,7.01
16,2637,慧洋-KY,76.0,-1.4,-1.81,06/10,21.9,23.0,23.4,22.4,21.4,15.3,8.96,7.43,4.09,4.32,1.86,8.24
17,8070,長華*,57.6,-1.8,-3.03,06/10,31.5,29.1,28.4,18.9,16.1,13.3,10.6,7.46,3.28,1.23,0.7,8.48
18,3010,華立,128.5,-3.5,-2.65,06/10,9.0,23.6,16.3,14.4,8.03,5.05,3.71,2.85,5.23,4.62,2.47,3.22
19,6005,群益證,38.25,-2.4,-5.9,06/10,11.7,13.8,11.4,14.2,11.6,9.99,11.0,10.2,13.8,9.27,4.52,9.87
20,2891,中信金,68.2,-1.0,-1.45,06/10,15.6,18.3,14.9,13.5,7.91,11.4,11.4,14.6,13.5,6.66,3.18,11.5
21,7717,萊德光電-KY,654.0,59.0,9.92,06/10,0.0,0.0,8.76,13.4,6.33,2.69,1.33,0.74,,,,0.85
22,1582,信錦,88.5,-5.4,-5.75,06/10,17.9,18.4,13.8,12.8,3.98,1.28,0.78,0.63,0.93,0.8,0.6,0.64
23,2603,長榮,223.0,1.0,0.45,06/10,10.3,14.8,15.7,12.7,5.34,6.9,5.65,6.15,7.13,3.88,1.07,6.39
24,2357,華碩,796.0,-54.0,-6.35,06/10,12.9,13.6,14.7,11.7,5.27,5.64,4.93,5.33,6.76,6.12,3.85,5.38
25,8422,可寧衛*,30.25,0.65,2.2,06/10,3.86,6.17,8.38,11.7,13.0,9.33,5.13,1.11,0.69,0.68,0.63,1.9
26,6510,精測,3200.0,-190.0,-5.6,06/10,28.1,13.4,8.05,11.7,13.6,11.6,9.8,7.6,6.65,5.41,3.66,8.65
27,3529,力旺,2980.0,-175.0,-5.55,06/10,2.12,4.5,12.3,11.6,11.8,11.2,6.48,4.96,5.0,5.26,4.18,4.8
28,6278,台表科,188.0,-10.5,-5.29,06/10,12.1,16.3,12.5,11.1,7.32,4.0,5.18,6.36,7.29,5.89,2.83,6.07
29,6488,環球晶,775.0,-28.0,-3.49,06/10,23.6,15.4,10.8,11.0,5.86,3.32,2.77,2.93,2.99,3.87,2.06,2.88
30,2618,長榮航,37.25,0.25,0.68,06/10,13.0,16.3,15.6,10.9,4.27,4.19,4.24,6.7,9.94,4.26,1.94,6.51
31,3189,景碩,660.0,-54.0,-7.56,06/10,5.28,5.82,11.1,10.8,6.85,1.78,2.11,1.08,1.01,1.49,1.92,1.08
32,6640,均華,1035.0,-40.0,-3.72,06/10,1.71,1.18,1.44,10.7,15.8,7.5,1.85,1.39,1.28,1.38,,1.44
33,2882,國泰金,99.9,-4.1,-3.94,06/10,8.18,5.16,3.4,10.4,23.7,28.1,19.3,19.2,13.4,6.09,2.86,16.7
34,5483,中美晶,143.5,-10.0,-6.51,06/10,0.0,0.05,7.28,10.1,5.08,2.66,2.68,3.55,3.94,6.18,2.63,2.93
35,4966,譜瑞-KY,662.0,-29.0,-4.2,06/10,8.93,9.22,8.17,9.47,4.14,2.15,2.52,2.47,2.07,3.2,3.67,2.5
36,9802,鈺齊-KY,80.9,-0.1,-0.12,06/10,14.8,15.3,11.0,9.12,6.11,4.9,2.29,1.09,0.4,0.16,0.07,2.07
37,3044,健鼎,479.0,-21.0,-4.2,06/10,3.39,9.68,6.9,8.57,10.0,5.58,5.38,8.14,10.2,8.14,5.73,6.54
38,3211,順達,405.0,-17.0,-4.03,06/10,11.8,10.6,10.6,8.35,5.89,5.64,4.6,4.46,4.51,2.71,2.06,4.86
39,9907,統一實,16.7,0.15,0.91,06/10,6.44,7.3,5.69,8.13,8.56,5.31,5.45,2.48,1.24,0.52,0.17,4.19
40,2885,元大金,62.3,-2.5,-3.86,06/10,1.5,2.15,1.36,7.85,14.8,18.3,11.3,15.9,11.8,6.97,2.44,12.4
41,2360,致茂,2210.0,-180.0,-7.53,06/10,14.5,14.8,9.88,7.64,8.48,6.77,4.0,4.5,3.54,4.04,3.14,4.13
42,8299,群聯,2155.0,-205.0,-8.69,06/10,3.22,4.42,5.38,7.57,4.87,3.82,3.54,2.99,1.26,0.53,0.22,1.96
43,4958,臻鼎-KY,502.0,-43.0,-7.89,06/10,7.81,5.9,4.09,7.54,12.8,3.35,1.24,2.58,2.87,3.86,3.23,1.42
44,3533,嘉澤,2175.0,-160.0,-6.85,06/10,0.46,2.41,1.69,7.44,9.11,8.72,4.43,3.82,4.4,5.49,5.92,3.69
45,4904,遠傳,106.5,1.0,0.95,06/10,0.53,1.35,7.91,7.14,7.07,7.04,10.6,11.0,15.5,10.1,5.33,10.8
46,2881,富邦金,122.5,-2.5,-2.0,06/10,0.53,0.65,0.42,7.12,20.5,22.4,17.5,17.8,10.9,5.93,2.68,16.6
47,4105,東洋,74.7,0.6,0.81,06/10,18.0,18.4,12.5,6.62,5.02,3.6,1.22,0.81,0.65,0.63,1.8,0.88
48,3491,昇達科,1635.0,-175.0,-9.67,06/10,2.01,8.91,7.85,6.55,5.02,2.07,1.36,1.38,1.47,1.77,1.34,1.55
49,3711,日月光投控,539.0,-30.0,-5.27,06/10,0.78,1.14,1.04,6.22,9.96,6.13,3.86,4.99,6.59,5.7,,3.4
50,00965,元大航太防衛科技,24.05,-0.15,-0.62,06/10,0.0,7.72,4.7,6.2,5.65,5.74,4.18,4.14,4.84,,,4.34
51,7751,竑騰,1390.0,-95.0,-6.4,06/10,4.08,2.22,8.5,5.99,11.5,10.5,5.68,2.66,,,,3.03
52,8069,元太,191.0,-10.5,-5.21,06/10,0.01,15.4,9.56,5.78,3.57,1.95,1.22,0.71,0.49,0.28,0.03,0.92
53,3163,波若威,884.0,-98.0,-9.98,06/10,15.2,11.2,9.77,5.76,8.45,7.59,4.05,1.74,0.54,0.35,0.34,2.19
54,2474,可成,204.5,-15.5,-7.05,06/10,8.61,8.03,7.09,5.36,7.25,9.45,9.92,13.2,13.6,13.0,4.31,11.9
55,8028,昇陽半導體,315.0,6.0,1.94,06/10,0.0,0.0,8.45,5.14,1.83,0.88,0.53,0.25,0.17,0.05,,0.63
56,2548,華固,105.5,4.0,3.94,06/10,2.79,5.91,4.62,5.12,3.45,3.01,1.55,1.11,0.85,6.33,4.11,1.24
57,3661,世芯-KY,4040.0,-210.0,-4.94,06/10,0.47,0.29,0.19,5.07,3.64,2.9,2.68,2.63,2.54,2.1,1.64,2.44
