排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 賣出 佔 成交,2日 賣出 佔 成交,3日 賣出 佔 成交,5日 賣出 佔 成交,10日 賣出 佔 成交,1個月 賣出 佔 成交,3個月 賣出 佔 成交,半年 賣出 佔 成交,1年 賣出 佔 成交,3年 賣出 佔 成交,10年 賣出 佔 成交,今年 賣出 佔 成交
1,2207,和泰車,485.0,4.0,0.83,06/23,0.11,0.67,71.5,58.2,34.7,23.4,16.9,12.3,8.81,4.65,2.04,12.6
2,2002,中鋼,19.2,-0.3,-1.54,06/23,0.06,0.18,47.9,40.8,29.3,13.0,7.47,4.22,3.43,3.34,2.34,4.3
3,2006,東和鋼鐵,69.7,0.1,0.14,06/23,69.2,35.2,46.9,39.0,26.1,17.4,11.2,8.47,8.21,7.73,3.49,8.51
4,1477,聚陽,215.0,1.5,0.7,06/23,38.4,40.1,44.4,37.4,29.2,16.5,9.57,9.17,10.2,7.44,4.78,8.4
5,1301,台塑,49.55,-2.85,-5.44,06/23,0.0,0.12,39.3,33.8,23.3,12.5,6.17,2.93,1.98,2.07,2.36,2.96
6,8210,勤誠,1310.0,-60.0,-4.38,06/23,27.7,38.2,37.2,30.9,12.4,7.53,4.54,2.05,1.19,0.25,0.16,2.79
7,6005,群益證,39.75,-0.05,-0.13,06/23,31.4,28.2,28.3,30.0,19.3,13.9,13.1,11.2,12.3,9.61,4.7,10.9
8,2885,元大金,68.3,-0.5,-0.73,06/23,36.1,35.1,33.3,29.2,19.4,19.8,13.7,15.9,12.5,7.16,2.55,13.3
9,3010,華立,126.5,0.5,0.4,06/23,25.9,24.5,27.4,28.6,23.9,15.0,7.67,4.93,6.08,4.68,2.67,5.09
10,9907,統一實,15.15,-0.35,-2.26,06/23,34.0,29.3,27.8,28.4,20.3,15.0,9.2,5.19,2.56,1.09,0.36,6.56
11,1319,東陽,79.4,-5.4,-6.37,06/23,28.8,25.8,30.5,27.8,17.2,9.59,9.05,8.38,8.22,5.54,3.6,7.52
12,6919,康霈*,108.0,-11.5,-9.62,06/23,0.0,0.07,28.4,26.0,21.9,14.1,4.0,2.45,0.83,,,2.57
13,5439,高技,321.5,-14.5,-4.32,06/23,0.0,0.0,11.8,25.9,21.8,12.1,3.21,3.25,1.68,1.09,1.38,3.33
14,2360,致茂,2265.0,-45.0,-1.95,06/23,11.4,18.5,19.2,25.4,18.5,10.9,5.65,4.9,3.94,4.21,3.2,4.85
15,6176,瑞儀,90.0,-0.2,-0.22,06/23,42.4,32.9,34.7,24.9,26.7,26.8,13.3,14.9,14.5,11.4,4.36,13.4
16,2347,聯強,90.2,-3.3,-3.53,06/23,32.3,36.7,29.3,24.8,10.8,6.59,7.77,12.6,11.8,14.0,7.36,9.3
17,1102,亞泥,35.7,-0.65,-1.79,06/23,34.5,31.1,21.8,23.6,12.9,5.18,7.09,7.35,10.6,10.2,6.01,7.72
18,2880,華南金,37.55,-0.05,-0.13,06/23,18.4,19.3,19.4,20.8,18.8,6.39,9.0,7.69,7.95,5.82,2.44,7.58
19,7769,鴻勁,6810.0,-105.0,-1.52,06/23,22.1,27.4,19.7,20.1,12.3,7.75,5.8,2.45,,,,2.89
20,3711,日月光投控,662.0,-12.0,-1.78,06/23,17.1,18.4,20.1,20.1,12.2,10.7,5.48,4.92,6.95,5.88,,4.23
21,4105,東洋,73.9,0.2,0.27,06/23,11.0,17.7,22.8,19.7,14.1,6.65,2.64,1.58,1.09,0.76,1.79,1.63
22,3017,奇鋐,2425.0,5.0,0.21,06/23,0.48,5.96,10.3,18.4,10.0,4.89,4.29,4.31,3.22,2.9,2.17,4.37
