"排名","代號","名稱","市場","成交","漲跌價","漲跌幅","成交張數","法人買賣日期","外資買賣超張數","投信買賣超張數","自營買賣超張數","合計買賣超張數","外資持有(千張)","外資持股(%)","法人買賣超註記"
"382","7792","安葆","櫃","295","-4.5","-1.5","211","06/04","-8","0","-32","-40","8.3","17.8","－・－"
"383","6955","邦睿生技-創","市","146","0","0","1","06/04","0","0","0","0","4.4","17.8","・・・"
"384","3363","上詮","櫃","840","-44","-4.98","4,598","06/04","+154","0","-156","-2","20.2","17.7","＋・－"
"385","00736","國泰新興市場","市","30.8","-0.38","-1.22","106","06/04","0","0","-1","-1","1.1","17.7","・・－"
"386","00972","野村日本動能高息","市","19.2","-0.03","-0.16","386","06/04","0","0","+351","+351","3.47","17.7","・・＋"
"387","6770","力積電","市","81","-3.6","-4.26","73,514","06/04","+16,812","+67","-6,716","+10,163","749","17.6","＋＋－"
"388","2356","英業達","市","77.8","-7.6","-8.9","138,221","06/04","-2,466","+82","-2,381","-4,765","633","17.6","－＋－"
"389","4991","環宇-KY","櫃","682","-49","-6.7","2,856","06/04","-358","-2","-4","-363","21.3","17.6","－－－"
"390","1402","遠東新","市","27.55","+0.25","+0.92","64,194","06/04","-20,580","+26,664","+321","+6,405","944","17.6","－＋＋"
"391","9933","中鼎","市","42.15","-0.55","-1.29","10,861","06/04","+2,110","+102","-6","+2,206","159","17.6","＋＋－"
"392","4532","瑞智","市","25.4","+0.55","+2.21","3,283","06/04","+1,195","-13","+13","+1,196","87","17.6","＋－＋"
"393","3455","由田","櫃","225","-5.5","-2.39","1,194","06/04","+135","0","0","+135","10.5","17.5","＋・－"
"394","6278","台表科","市","212","+3","+1.44","6,519","06/04","+610","-442","-122","+45","51.3","17.5","＋－－"
"395","7750","新代","市","2285","-10","-0.44","202","06/04","+10","0","-1","+9","12.6","17.5","＋・－"
"396","6173","信昌電","櫃","215.5","-15","-6.51","920","06/04","-87","0","+90","+3","29.9","17.4","－・＋"
"397","8039","台虹","市","140.5","-10","-6.64","11,782","06/04","-5,029","0","-258","-5,287","45.9","17.4","－・－"
"398","9925","新保","市","40.5","+0.1","+0.25","277","06/04","+87","0","+7","+94","67.3","17.4","＋・＋"
"399","6672","騰輝電子-KY","市","222","+5","+2.3","7,184","06/04","-244","0","-5","-249","12.4","17.3","－・－"
"400","2929","淘帝-KY","市","6.13","-0.05","-0.81","382","06/04","-78","0","0","-78","18.9","17.3","－・・"
"401","00922","國泰台灣領袖50","市","40.39","-0.52","-1.27","15,572","06/04","-2,379","0","-17","-2,397","356","17.3","－・－"
"402","6005","群益證","市","42.45","-2.25","-5.03","48,237","06/04","+5,720","-10,235","0","-4,515","374","17.2","＋－・"
"403","6196","帆宣","市","504","-6","-1.18","1,865","06/04","+354","+19","+6","+379","37.7","17.1","＋＋＋"
"404","6138","茂達","櫃","325.5","-5","-1.51","494","06/04","+48","0","-5","+43","12.9","17.1","＋・－"
"405","1708","東鹼","市","47.65","+4.3","+9.92","33,866","06/04","-3,144","0","-76","-3,219","42.4","17","－・－"
"406","2412","中華電","市","141.5","+0.5","+0.35","13,961","06/04","-1,018","+1,631","+823","+1,437","1,318","17","－＋＋"
"407","3026","禾伸堂","市","622","-18","-2.81","1,120","06/04","+312","+8","-168","+152","28.1","16.9","＋＋－"
"408","2801","彰銀","市","21.4","+0.3","+1.42","53,338","06/04","+22,466","-52","+85","+22,498","1,992","16.9","＋－＋"
"409","4139","馬光-KY","櫃","22.9","-0.1","-0.43","17","06/04","+3","0","0","+3","7.61","16.9","＋・・"
"410","7717","萊德光電-KY","櫃","625","-23","-3.55","240","06/04","-12","0","-6","-18","4.13","16.7","－・－"
"411","2834","臺企銀","市","17.1","+0.25","+1.48","60,212","06/04","+31,854","-139","+465","+32,181","1,618","16.6","＋－＋"
"412","2459","敦吉","市","70","-0.7","-0.99","212","06/04","-18","0","+1","-17","17.5","16.6","－・＋"
"413","2609","陽明","市","53.2","-0.5","-0.93","54,851","06/04","+20,266","-28,976","+279","-8,431","579","16.6","＋－＋"
"414","3583","辛耘","市","872","+27","+3.2","1,971","06/04","+536","+80","-16","+600","13.3","16.6","＋＋－"
"415","3022","威強電","市","76","-1.1","-1.43","762","06/04","+261","0","-23","+239","29.1","16.4","＋・－"
"416","1477","聚陽","市","230","-0.5","-0.22","3,085","06/04","-885","-287","+14","-1,158","40.1","16.3","－－＋"
"417","6834","天二科技","市","72","-5.5","-7.1","568","06/04","+40","0","-26","+14","14.3","16.2","＋・－"
"418","1514","亞力","市","149.5","+13.5","+9.93","18,956","06/04","+641","0","+510","+1,151","44.1","16.2","＋・＋"
"419","5287","數字","櫃","146.5","+1","+0.69","59","06/04","+6","0","0","+6","9.63","16","＋・・"
"420","2478","大毅","市","137.5","+0.5","+0.36","2,078","06/04","+127","0","+14","+141","23.1","16","＋・＋"
"421","6691","洋基工程","市","635","-10","-1.55","793","06/04","-34","0","-2","-36","19.4","16","－・－"
"422","9912","偉聯","市","12.55","0","0","39","06/04","+12","0","0","+12","8.64","16","＋・・"
"423","5425","台半","櫃","101.5","-3.5","-3.33","29,420","06/04","-2,840","0","-829","-3,669","41.8","15.9","－・－"
"424","1605","華新","市","41.6","-1.1","-2.58","112,533","06/04","+3,391","+236","-964","+2,663","701","15.8","＋＋－"
"425","1537","廣隆","市","128.5","+2","+1.58","201","06/04","+64","0","0","+64","12.9","15.7","＋・・"
"426","2364","倫飛","市","80.6","+2.7","+3.47","4,460","06/04","-179","0","-39","-218","8.18","15.6","－・－"
"427","2548","華固","市","99.8","-1.2","-1.19","5,803","06/04","-1,291","-653","+85","-1,859","49.9","15.6","－－＋"
"428","4943","康控-KY","市","8.95","+0.05","+0.56","23","06/04","0","0","0","0","19.8","15.6","・・・"
"429","6754","匯僑設計","市","46.1","+0.15","+0.33","26","06/04","0","0","0","0","10.3","15.6","・・・"
"430","6796","晉弘","市","62.7","+1.7","+2.79","232","06/04","+56","0","0","+56","6.25","15.5","＋・・"
"431","3088","艾訊","櫃","139","-1","-0.71","1,137","06/04","+211","+6","-1","+216","16.9","15.5","＋＋－"
"432","00643","群益深証中小","市","19.97","-0.19","-0.94","2,371","06/04","-10","0","-21","-31","12.3","15.5","－・－"
"433","6605","帝寶","市","143.5","-0.5","-0.35","610","06/04","+83","0","0","+82","25.5","15.4","＋・－"
"434","4977","眾達-KY","市","209","-10.5","-4.78","3,158","06/04","-260","0","-68","-328","12.3","15.4","－・－"
"435","8042","金山電","櫃","149","-13","-8.02","717","06/04","-46","0","-78","-124","19.9","15.3","－・－"
"436","2606","裕民","市","69.9","-1.2","-1.69","3,598","06/04","-1,179","+19","+92","-1,068","129","15.3","－＋＋"
"437","3357","臺慶科","櫃","270.5","-11.5","-4.08","2,434","06/04","+508","0","-12","+497","17.6","15.3","＋・－"
"438","3592","瑞鼎","市","274.5","-5.5","-1.96","483","06/04","-93","+3","-7","-98","11.6","15.3","－＋－"
"439","2880","華南金","市","37.7","+1.3","+3.57","92,745","06/04","-25,643","+50,923","-494","+24,785","2,123","15.2","－＋－"
"440","1104","環泥","市","29.25","+0.55","+1.92","1,348","06/04","-113","0","+266","+153","105","15.2","－・＋"
"441","1101","台泥","市","24.45","-0.4","-1.61","37,205","06/04","-17,408","+359","-67","-17,116","1,146","15.2","－＋－"
"442","5263","智崴","櫃","106","-1.5","-1.4","87","06/04","+15","0","0","+15","11.2","15.2","＋・－"
"443","5880","合庫金","市","23.7","+0.3","+1.28","44,264","06/04","+20,195","+614","+699","+21,508","2,386","15.2","＋＋＋"
"444","2109","華豐","市","14.65","+0.2","+1.38","338","06/04","+41","0","0","+41","42.3","15.2","＋・・"
"445","2408","南亞科","市","395","-6.5","-1.62","115,750","06/04","-11,908","-270","-1,522","-13,700","468","15.1","－－－"
"446","2724","藝舍-KY","櫃","13","-0.5","-3.7","30","06/04","0","0","0","0","9.01","15.1","・・－"
"447","8436","大江","櫃","122.5","0","0","416","06/04","-47","-4","0","-50","17.7","15.1","－－＋"
"448","2912","統一超","市","246","+7","+2.93","13,469","06/04","-1,901","+7,624","-40","+5,683","156","15","－＋－"
"449","6206","飛捷","市","140","-1.5","-1.06","1,264","06/04","+125","-3","-4","+118","21.5","15","＋－－"
"450","2349","錸德","市","14.9","-1.25","-7.74","27,611","06/04","-9","0","-143","-152","104","14.9","－・－"
"451","6525","捷敏-KY","市","119.5","-0.5","-0.42","1,233","06/04","+161","-4","-4","+153","19.2","14.9","＋－－"
"452","3689","湧德","櫃","141","-1","-0.7","4,091","06/04","-52","0","-93","-145","13.2","14.7","－・－"
"453","3704","合勤控","市","47.7","-1.35","-2.75","4,732","06/04","-922","0","+15","-907","60.9","14.7","－・＋"
"454","2355","敬鵬","市","56.4","-2.9","-4.89","16,585","06/04","-1,066","0","-251","-1,317","58.2","14.6","－・－"
"455","3498","陽程","櫃","132.5","-5.5","-3.99","3,096","06/04","-482","0","-40","-523","8.94","14.6","－・－"
"456","6443","元晶","市","41.5","-1.4","-3.26","22,864","06/04","-6,170","0","-478","-6,648","74.8","14.6","－・－"
"457","3581","博磊","櫃","192.5","-18.5","-8.77","2,725","06/04","-126","0","-6","-132","7.39","14.5","－・－"
"458","5609","中菲行","櫃","82.3","+0.1","+0.12","224","06/04","+21","0","0","+21","20.6","14.4","＋・・"
"459","2351","順德","市","211","+3.5","+1.69","8,203","06/04","+107","+5","-44","+69","26.3","14.4","＋＋－"
"460","9907","統一實","市","16.8","+0.05","+0.3","4,283","06/04","-2,124","-187","+22","-2,289","225","14.2","－－＋"
