排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,00689R,國泰20年美債反1,22.03,0.06,0.27,06/04,0.0,0.0,2.31,7.74,12.8,18.8,23.0,32.7,37.5,37.7,,32.7
2,3324,雙鴻,1185.0,-95.0,-7.42,06/04,-0.48,2.32,4.74,6.37,4.79,-1.29,-1.96,-5.28,5.2,6.18,15.4,-5.33
3,3234,光環,136.5,-6.5,-4.55,06/04,0.85,0.97,6.02,6.33,6.79,6.93,5.23,6.87,6.32,9.26,4.45,6.95
4,4967,十銓,302.0,3.0,1.0,06/04,5.2,2.42,4.66,6.11,5.66,-1.83,-3.93,-1.29,10.8,6.8,,-8.09
5,00962,台新AI優息動能,15.86,-0.52,-3.17,06/04,1.4,2.52,1.87,5.91,5.59,5.51,9.46,12.0,14.9,,,11.8
6,6176,瑞儀,101.5,-1.0,-0.98,06/04,1.0,1.83,2.91,3.84,3.04,2.15,-3.11,2.82,1.15,-10.1,-12.6,-0.88
7,2406,國碩,38.5,0.5,1.32,06/04,-1.53,1.54,1.18,3.76,5.06,7.04,12.4,13.2,15.8,15.9,9.17,12.5
8,5475,德宏,303.0,-2.0,-0.66,06/04,-0.35,-0.54,0.92,3.63,2.37,3.12,0.08,1.28,7.87,8.29,8.68,1.24
9,00909,國泰數位支付服務,50.05,-1.45,-2.82,06/04,0.18,1.14,1.82,3.6,7.98,15.2,39.9,54.3,59.8,55.3,,58.3
10,3689,湧德,141.0,-1.0,-0.7,06/04,-0.06,1.76,2.24,3.57,8.29,-0.06,2.4,9.32,-7.32,1.05,0.29,0.94
11,3535,晶彩科,137.0,1.5,1.11,06/04,-0.56,-0.44,2.72,3.54,2.28,-2.59,-13.2,-12.5,-6.39,-2.66,-2.92,-9.01
12,3550,聯穎,23.95,2.15,9.86,06/04,2.09,2.48,1.91,3.53,2.53,3.78,5.15,4.98,4.17,6.37,7.18,6.1
13,00984B,大華優利美A債15,16.34,-0.02,-0.12,06/04,0.39,0.47,1.65,3.5,7.78,20.8,46.6,36.9,43.4,,,40.7
14,2449,京元電子,322.0,-0.5,-0.16,06/04,0.65,2.3,2.22,3.27,7.15,0.14,-1.59,0.88,8.6,-9.1,-15.9,-2.12
15,3706,神達,93.9,-6.1,-6.1,06/04,-0.57,0.23,0.85,3.23,3.5,2.3,4.8,3.06,0.88,-1.19,-2.11,4.9
16,00983A,主動中信ARK創新,11.81,-0.17,-1.42,06/04,0.31,0.3,0.32,3.23,4.47,9.78,18.8,19.9,,,,19.5
17,8112,至上,95.6,1.2,1.27,06/04,1.08,0.46,2.3,3.21,1.51,-3.66,2.53,-8.94,-2.63,-6.23,-6.42,1.05
18,6265,方土昶,63.9,5.0,8.49,06/04,5.56,1.09,3.36,3.19,9.57,9.23,7.35,6.13,7.4,8.06,9.73,6.22
19,5351,鈺創,88.1,-2.0,-2.22,06/04,1.47,0.99,2.79,3.1,4.43,5.65,4.85,6.38,12.1,14.4,8.19,8.48
20,6805,富世達,1985.0,-100.0,-4.8,06/04,-0.14,-0.54,-0.06,2.91,4.24,5.43,4.0,2.84,6.89,,,4.87
21,2609,陽明,53.2,-0.5,-0.93,06/04,0.58,1.38,1.93,2.73,3.62,3.32,0.29,5.25,-2.48,5.13,10.3,3.04
22,2243,宏旭-KY,29.65,2.65,9.81,06/04,0.65,0.52,0.89,2.64,3.19,3.64,6.48,6.29,5.78,5.96,,6.25
23,1528,恩德,29.0,-1.7,-5.54,06/04,0.44,-0.86,1.06,2.51,0.87,-1.62,0.08,0.47,-0.83,-6.16,-2.65,0.61
24,6126,信音,43.0,0.35,0.82,06/04,-0.38,1.09,1.83,2.5,3.42,4.17,4.72,3.63,4.47,1.21,4.51,2.77
25,3231,緯創,176.0,-18.0,-9.28,06/04,-1.36,-1.71,1.18,2.48,4.01,3.46,8.27,1.25,2.95,-9.24,-7.58,1.2
26,3060,銘異,31.95,-1.8,-5.33,06/04,0.22,-0.59,1.79,2.48,2.78,4.01,0.66,4.75,0.44,1.52,-1.63,4.03
27,00907,永豐優息存股,16.4,-0.03,-0.18,06/04,0.33,1.35,1.32,2.44,3.41,4.66,4.37,5.29,9.18,5.22,,5.2
