排名,代號,名稱,市 場,股價 日期,K 線,成交,漲跌 價,漲跌 幅,成交 張數,成交額 (百萬),昨收,開盤,最高,最低,振幅 (%),PER,PBR,1個月 走勢圖,3個月 走勢圖,1年 走勢圖,3年 走勢圖,10年 走勢圖
1,5274,信驊,櫃,06/25,,17425.0,-900.0,-4.91,328,5814.0,18325.0,18355.0,18740.0,17330.0,7.69,148.0,110.51,,,,,
2,6515,穎崴,市,06/25,,9100.0,-400.0,-4.21,296,2770.0,9500.0,9640.0,9780.0,9090.0,7.26,185.0,50.48,,,,,
3,2059,川湖,市,06/25,,7315.0,-190.0,-2.53,782,5850.0,7505.0,7560.0,7795.0,7225.0,7.59,64.5,22.11,,,,,
4,7769,鴻勁,市,06/25,,6920.0,165.0,2.44,545,3751.0,6755.0,6960.0,7030.0,6695.0,4.96,86.4,19.85,,,,,
5,6223,旺矽,櫃,06/25,,6905.0,-270.0,-3.76,902,6338.0,7175.0,7245.0,7250.0,6900.0,4.88,184.0,42.94,,,,,
6,2383,台光電,市,06/25,,5640.0,80.0,1.44,1253,7034.0,5560.0,5700.0,5700.0,5500.0,3.6,122.0,42.15,,,,,
7,3008,大立光,市,06/25,,5165.0,265.0,5.41,3403,17329.0,4900.0,5040.0,5235.0,4875.0,7.35,32.4,3.66,,,,,
8,3443,創意,市,06/25,,4850.0,-30.0,-0.61,3235,16239.0,4880.0,5255.0,5330.0,4735.0,12.2,146.0,44.56,,,,,
9,6669,緯穎,市,06/25,,4545.0,-60.0,-1.3,1366,6297.0,4605.0,4655.0,4745.0,4535.0,4.56,15.2,6.03,,,,,
10,2454,聯發科,市,06/25,,4310.0,25.0,0.58,10274,44429.0,4285.0,4400.0,4445.0,4215.0,5.37,68.5,17.63,,,,,
11,3661,世芯-KY,市,06/25,,4230.0,-100.0,-2.31,2081,8885.0,4330.0,4350.0,4460.0,4135.0,7.51,61.9,7.99,,,,,
12,3131,弘塑,櫃,06/25,,3570.0,-25.0,-0.7,298,1078.0,3595.0,3670.0,3680.0,3565.0,3.2,66.8,26.02,,,,,
13,6510,精測,櫃,06/25,,3430.0,-35.0,-1.01,382,1312.0,3465.0,3545.0,3545.0,3365.0,5.19,101.0,11.47,,,,,
14,3653,健策,市,06/25,,3390.0,-250.0,-6.87,2806,9707.0,3640.0,3685.0,3690.0,3375.0,8.65,93.8,23.48,,,,,
