排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,2324,仁寶,47.05,2.7,6.09,06/03,-13075,-169448,-221037,-223121,-227582,-227237.0,-227084.0,-119911.0,179923.0,-102995.0
2,1402,遠東新,27.3,1.05,4.0,06/03,-31031,-141622,-177747,-171898,-170256,-149679.0,20775.0,27988.0,42005.0,29784.0
3,2610,華航,19.95,0.45,2.31,06/03,-31586,-99345,-143314,-145892,-145438,-146244.0,-40929.0,-136338.0,-36825.0,-88847.0
4,1102,亞泥,34.2,0.4,1.18,06/03,-29742,-109336,-111525,-107927,-105137,-97412.0,-30035.0,40283.0,38117.0,25319.0
5,2881,富邦金,113.0,-0.5,-0.44,06/03,-5619,-29793,-70688,-98672,-129687,-210021.0,-77326.0,-165907.0,26910.0,-91924.0
6,2633,台灣高鐵,25.75,0.45,1.78,06/03,-48482,-75336,-81505,-79377,-72375,-68022.0,-12008.0,27090.0,13891.0,23260.0
7,2303,聯電,130.5,-11.0,-7.77,06/03,3434,-25632,-46429,-71870,-77517,-75822.0,70529.0,-346896.0,-491832.0,-78856.0
8,1504,東元,83.0,7.5,9.93,06/03,338,-38354,-44719,-42410,-42159,-28755.0,-4996.0,-27553.0,37049.0,19809.0
9,2449,京元電子,322.5,16.0,5.22,06/03,-6395,-11327,-25625,-38897,-39555,-4689.0,49459.0,19269.0,38463.0,46656.0
10,00988A,主動統一全球創新,22.66,0.96,4.42,06/03,-27783,-39100,-39100,-35045,-3098,45172.0,52049.0,64359.0,,60762.0
11,2882,國泰金,91.8,2.6,2.91,06/03,5083,3558,-22445,-34996,-65179,-120334.0,22008.0,-173356.0,-833.0,-38789.0
12,2027,大成鋼,43.85,0.2,0.46,06/03,-26835,-27011,-27265,-29178,-33092,-84885.0,-31057.0,38381.0,40096.0,2043.0
13,2474,可成,257.0,11.5,4.68,06/03,-4397,-23172,-25042,-26551,-26607,-28186.0,-20438.0,-18667.0,9530.0,-16445.0
14,00878,國泰永續高股息,33.3,0.81,2.49,06/03,-795,-863,-4625,-19468,-46552,-32128.0,6339.0,-42926.0,-84645.0,-16749.0
15,6005,群益證,44.7,3.45,8.36,06/03,-17245,-18704,-18876,-18565,-17083,-23576.0,23883.0,19640.0,-51499.0,13887.0
16,2408,南亞科,401.5,-18.0,-4.29,06/03,-6081,-8974,-10499,-18537,-7140,-25575.0,1735.0,-9437.0,-45677.0,10246.0
17,00990A,主動元大AI新經濟,21.11,0.94,4.66,06/03,-3970,-4672,-4846,-16899,-7435,18351.0,8485.0,,,-84654.0
18,009816,凱基台灣TOP50,15.74,0.31,2.01,06/03,87,298,-6702,-16106,-23145,41290.0,39283.0,,,
19,2884,玉山金,33.0,0.8,2.48,06/03,3751,-994,-12416,-14369,-2994,16138.0,25346.0,177937.0,267237.0,86653.0
20,00982A,主動群益台灣強棒,24.16,0.33,1.38,06/03,-1392,3251,-8140,-13654,-18908,-966.0,28574.0,31126.0,45614.0,35781.0
21,2337,旺宏,162.0,-13.5,-7.69,06/03,-3970,-5844,-9706,-13366,-2398,-1149.0,-14134.0,-81318.0,-97805.0,-84971.0
22,00680L,元大美債20正2,6.89,-0.05,-0.72,06/03,0,0,0,-13350,-12850,-19103.0,-43716.0,-82669.0,-131995.0,-79421.0
23,00937B,群益ESG投等債20+,14.88,-0.07,-0.47,06/03,1,2,3,-11712,-17464,-20138.0,-2810.0,-52909.0,-74610.0,-42272.0
24,1802,台玻,71.8,0.8,1.13,06/03,-3585,-2409,-3066,-11710,-25958,2273.0,42576.0,-8575.0,15372.0,-19615.0
25,2609,陽明,53.7,0.1,0.19,06/03,-2213,-8150,-8124,-11613,-14259,-5494.0,76175.0,-25682.0,109389.0,24996.0
26,1717,長興,78.1,-0.6,-0.76,06/03,237,-165,-2032,-10889,-26435,-13375.0,14966.0,12715.0,41026.0,20675.0
27,2344,華邦電,177.5,-7.0,-3.79,06/03,-18252,-17374,-16129,-10793,-6947,3807.0,132778.0,148658.0,84794.0,146104.0
28,3711,日月光投控,618.0,28.0,4.75,06/03,-2108,-7411,-11866,-9878,-469,14722.0,39751.0,33641.0,-33746.0,38323.0
29,8069,元太,227.5,3.5,1.56,06/03,-9045,-9388,-11064,-9495,-11897,-13233.0,3778.0,12883.0,17920.0,10637.0
30,00891,中信關鍵半導體,36.75,0.34,0.93,06/03,0,-318,-3421,-8884,-22057,1563.0,5492.0,5090.0,-2204.0,7694.0
31,00929,復華台灣科技優息,30.98,0.04,0.13,06/03,51,-1670,-1238,-8792,-10167,-9410.0,-3264.0,682.0,19671.0,4095.0
32,00403A,主動統一升級50,10.79,0.09,0.84,06/03,164,1632,1632,-7597,-35545,,,,,
33,6125,廣運,69.3,-1.7,-2.39,06/03,-1778,-4247,-4558,-7471,-11503,-10684.0,-9822.0,-5059.0,-7074.0,-9471.0
34,0056,元大高股息,53.8,1.0,1.89,06/03,0,-2191,-5104,-6713,-21185,-35174.0,19174.0,-45768.0,41269.0,-37173.0
35,3005,神基,110.5,2.0,1.84,06/03,-2865,-3390,-3574,-6480,-10736,-7010.0,25026.0,27461.0,22683.0,28120.0
36,4958,臻鼎-KY,510.0,-10.0,-1.92,06/03,-1421,-5318,-5628,-6161,-13570,-11344.0,9050.0,-29568.0,-918.0,6328.0
37,2890,永豐金,33.0,2.0,6.45,06/03,-1569,-1516,-1766,-6052,-3441,-2614.0,1947.0,-5566.0,-146859.0,-7207.0
38,8150,南茂,95.8,-2.8,-2.84,06/03,-54,-7,-703,-5827,-1619,1528.0,288.0,2929.0,-5243.0,-3123.0
39,2329,華泰,58.8,-0.1,-0.17,06/03,-1118,-1688,-4933,-5736,-4795,3169.0,1790.0,10004.0,1889.0,10011.0
40,2014,中鴻,18.8,0.6,3.3,06/03,-3425,-4483,-4763,-5518,-7454,-20379.0,-35898.0,-26246.0,-8911.0,-23237.0
41,2615,萬海,83.9,-0.3,-0.36,06/03,-4924,-4750,-4882,-5509,-7003,-12891.0,-20842.0,-9278.0,-24686.0,-1644.0
42,3211,順達,464.0,42.0,9.95,06/03,-1998,-1480,-1738,-5387,-7469,-5110.0,-2644.0,-906.0,-3002.0,-780.0
43,6548,長科*,89.2,8.1,9.99,06/03,417,-108,-654,-5230,-7174,-2941.0,3470.0,3190.0,6584.0,-567.0
44,9938,百和,46.0,0.8,1.77,06/03,-3550,-4974,-4877,-4953,-3765,-1776.0,10117.0,14306.0,14779.0,11787.0
45,00900,富邦特選高股息30,20.24,0.32,1.61,06/03,-1945,-2543,-2546,-4877,-4847,-21028.0,9993.0,-40297.0,4577.0,-13657.0
46,2357,華碩,931.0,11.0,1.2,06/03,-312,-3846,-4448,-4785,-4217,-3044.0,8412.0,39494.0,46470.0,25243.0
47,009805,新光美國電力基建,16.68,0.38,2.33,06/03,0,15,15,-4752,-5337,-4201.0,-7778.0,4060.0,9313.0,3523.0
48,3033,威健,49.65,-0.05,-0.1,06/03,117,44,-2230,-4568,-5021,-7054.0,-16396.0,-17254.0,-529.0,-12770.0
49,2646,星宇航空,21.05,0.15,0.72,06/03,27,-1781,-3310,-4392,-11022,-11830.0,-4031.0,12623.0,80730.0,11898.0
50,2395,研華,513.0,-2.0,-0.39,06/03,-3015,-3552,-4175,-4361,-5668,-7720.0,-10706.0,5474.0,6858.0,3059.0
51,8422,可寧衛*,28.1,0.75,2.74,06/03,-935,-944,-3724,-4322,-4003,-1548.0,-7371.0,73354.0,87352.0,-3629.0
52,6589,台康生技,44.8,0.75,1.7,06/03,-2612,-3842,-4314,-4226,-3310,-1649.0,-710.0,473.0,-239.0,-414.0
53,8131,福懋科,72.9,-0.6,-0.82,06/03,-2019,-2668,-2827,-4110,-4555,-4151.0,-3056.0,-95.0,4684.0,-1189.0
