排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,00916,國泰全球品牌50,31.09,2.53,8.86,06/02,787.0,787.0,787.0,787.0,787.0,1180.0,310.0,235.0,12.0,312.0
2,2330,台積電,2380.0,25.0,1.06,06/02,31.5,83.1,198.0,205.0,209.0,240.0,759.0,294.0,-30.2,514.0
3,00981T,平衡凱基雙核收息,12.18,0.06,0.5,06/02,187.0,187.0,187.0,187.0,187.0,187.0,-12.3,791.0,,604.0
4,7751,竑騰,1670.0,-160.0,-8.74,06/02,0.0,133.0,133.0,133.0,115.0,-12.5,-51.7,-45.1,,-40.4
5,4991,環宇-KY,702.0,-33.0,-4.49,06/02,10.1,33.1,92.9,126.0,80.7,50.4,19.4,-45.6,-68.4,28.7
6,6899,創為精密,64.1,-2.0,-3.03,06/02,1.69,3.45,7.14,114.0,275.0,300.0,300.0,81.8,66.7,81.8
7,2916,滿心,43.35,-0.1,-0.23,06/02,20.3,46.7,62.1,114.0,130.0,141.0,141.0,161.0,-35.0,161.0
8,2426,鼎元,71.5,-5.5,-7.14,06/02,14.3,28.4,55.6,96.1,91.3,51.7,192.0,439.0,136.0,387.0
9,00715L,期街口布蘭特正2,53.7,1.15,2.19,06/02,39.1,95.9,95.9,95.9,71.9,-53.3,-70.8,,-97.4,-94.3
10,3017,奇鋐,2700.0,-85.0,-3.05,06/02,11.6,19.0,58.0,94.7,179.0,1040.0,452.0,44.9,-51.5,103.0
11,4908,前鼎,232.0,4.5,1.98,06/02,5.24,5.83,9.58,88.7,161.0,143.0,-16.3,-1.38,9.99,-7.26
12,1530,亞崴,32.5,-1.6,-4.69,06/02,9.12,17.6,45.8,88.6,88.6,85.6,121.0,35.5,35.5,96.0
13,1597,直得,169.5,-11.0,-6.09,06/02,0.71,17.3,50.7,80.2,62.1,2.46,6.57,-41.3,-42.4,-36.1
14,5471,松翰,52.6,-0.5,-0.94,06/02,0.88,10.3,35.6,78.4,64.4,62.3,149.0,115.0,118.0,148.0
15,7792,安葆,290.5,-4.5,-1.53,06/02,13.8,65.0,73.7,73.7,73.7,560.0,,,,
16,2481,強茂,146.0,-11.0,-7.01,06/02,16.5,36.4,54.7,70.2,97.6,54.6,12.7,-62.0,43.3,-60.3
17,3691,碩禾,159.0,-10.5,-6.19,06/02,20.8,42.1,45.5,67.5,71.4,158.0,85.7,119.0,53.6,153.0
18,009819,中信數據及電力,11.05,0.26,2.41,06/02,-0.19,64.6,64.6,64.6,53.5,11.6,,,,
19,2880,華南金,34.05,1.2,3.65,06/02,9.42,22.3,30.4,60.7,171.0,188.0,261.0,4202.0,214.0,266.0
20,4556,旭然,39.05,-0.9,-2.25,06/02,4.21,6.45,11.2,59.7,98.0,120.0,241.0,450.0,230.0,450.0
21,8050,廣積,60.0,1.3,2.21,06/02,1.79,10.1,23.9,59.3,54.8,51.7,94.8,78.2,88.7,129.0
22,00992A,主動群益科技創新,18.14,-0.43,-2.32,06/02,13.9,25.1,59.7,59.2,38.3,55.4,1490.0,,,6247.0
23,6223,旺矽,5515.0,-165.0,-2.9,06/02,-5.57,10.4,17.5,58.9,111.0,113.0,142.0,15.4,-62.9,7.55
24,2801,彰銀,20.6,0.15,0.73,06/02,8.62,12.6,22.8,57.2,126.0,242.0,175.0,132.0,80.9,207.0
25,00896,中信綠能及電動車,29.54,0.17,0.58,06/02,55.0,55.0,55.8,56.7,56.8,30.2,197.0,175.0,4.16,36.8
26,2345,智邦,2425.0,-85.0,-3.39,06/02,-1.09,3.08,31.5,56.1,62.2,74.7,0.52,-72.1,-20.8,-31.2
27,2434,統懋,35.9,-1.25,-3.36,06/02,19.7,35.7,50.5,53.5,55.1,105.0,130.0,485.0,508.0,300.0
28,2548,華固,104.5,-10.0,-8.73,06/02,8.43,18.2,31.3,52.9,101.0,106.0,108.0,52.2,94.8,139.0
29,3374,精材,254.5,-6.0,-2.3,06/02,17.5,22.2,40.2,52.1,55.8,101.0,63.6,-35.0,-21.7,-22.2
30,00903,富邦元宇宙,23.25,0.42,1.84,06/02,0.0,0.0,0.0,51.2,78.1,256.0,310.0,-3.36,-68.6,14.0
31,6735,美達科技,99.6,-4.4,-4.23,06/02,-0.4,2.9,25.8,51.0,71.9,66.2,60.8,-3.12,179.0,-1.58
32,6482,弘煜科,29.95,1.35,4.72,06/02,50.0,50.0,50.0,50.0,80.0,80.0,350.0,,,800.0
33,6584,南俊國際,658.0,-73.0,-9.99,06/02,10.5,48.9,55.6,50.0,-8.3,76.5,200.0,32.1,-61.7,-10.6
34,6151,晉倫,44.0,-1.6,-3.51,06/02,12.0,13.7,18.4,49.9,134.0,191.0,116.0,80.9,61.1,86.2
35,6442,光聖,1880.0,-5.0,-0.27,06/02,13.7,16.9,33.1,49.8,52.9,70.0,34.2,-28.0,-29.4,-28.4
36,1785,光洋科,144.0,-13.0,-8.28,06/02,16.5,25.2,33.6,49.7,67.1,337.0,337.0,246.0,73.7,312.0
37,6727,亞泰金屬,536.0,-20.0,-3.6,06/02,1.71,9.17,11.7,49.7,10.7,125.0,9.68,198.0,0.0,177.0
38,6409,旭隼,742.0,29.0,4.07,06/02,6.06,15.6,25.8,48.9,88.8,367.0,517.0,862.0,1574.0,783.0
39,6263,普萊德,182.0,6.5,3.7,06/02,23.9,35.8,47.8,47.8,35.5,120.0,136.0,88.0,105.0,100.0
40,2887,台新新光金,26.1,1.5,6.1,06/02,11.0,16.3,30.9,47.5,45.1,9.58,181.0,441.0,-74.1,40.2
41,6971,惠民實業,27.1,0.05,0.18,06/02,0.0,0.0,0.0,45.5,45.5,,,,,
42,8016,矽創,302.0,-7.0,-2.27,06/02,6.44,14.4,30.5,45.0,70.1,44.8,55.0,24.3,42.2,17.9
43,6101,寬魚國際,40.7,0.45,1.12,06/02,17.9,80.3,44.9,44.9,60.0,-5.15,166.0,13.6,-53.4,73.7
44,5285,界霖,90.6,1.2,1.34,06/02,4.38,14.8,37.7,44.8,105.0,58.8,26.8,22.1,38.9,10.0
45,6259,百徽,26.6,0.05,0.19,06/02,0.7,4.38,7.52,44.4,70.2,85.7,249.0,,0.0,1489.0
46,6261,久元,108.0,-10.5,-8.86,06/02,8.28,19.8,32.1,44.4,87.8,170.0,787.0,625.0,194.0,747.0
47,7738,東聯互動,171.0,-3.0,-1.72,06/02,7.46,9.09,26.3,44.0,60.0,188.0,800.0,,,
48,3016,嘉晶,118.5,-7.5,-5.95,06/02,-0.2,15.1,32.0,43.3,42.7,26.7,-47.3,-65.7,-24.0,-62.7
49,00915,凱基優選高股息30,30.15,0.43,1.45,06/02,-1.81,0.08,45.3,43.2,12.7,15.7,310.0,73.3,-35.2,83.5
50,6698,旭暉應材,43.45,3.95,10.0,06/02,4.4,11.6,25.8,42.9,35.8,53.6,196.0,140.0,115.0,151.0
51,2892,第一金,28.15,0.4,1.44,06/02,0.17,5.08,23.6,42.3,174.0,439.0,658.0,5.1,-57.6,322.0
52,6161,捷波,56.7,-1.7,-2.91,06/02,1.08,6.56,15.5,42.0,71.3,87.2,53.4,23.7,670.0,107.0
53,2355,敬鵬,60.1,-0.1,-0.17,06/02,8.06,26.0,28.8,41.8,109.0,113.0,15.9,-7.92,81.2,-2.25
54,00901,永豐智能車供應鏈,47.53,-0.15,-0.31,06/02,-0.26,12.3,12.3,41.7,42.2,30.3,33.6,3.89,-9.57,37.4
55,6234,高僑,47.25,-2.05,-4.16,06/02,2.33,7.02,10.7,41.3,53.2,35.4,35.3,54.6,39.9,8.98
56,3673,TPK-KY,92.0,2.5,2.79,06/02,4.05,7.92,20.4,41.1,36.1,182.0,190.0,206.0,52.3,261.0
57,6944,兆聯實業,900.0,-32.0,-3.43,06/02,8.67,7.5,17.0,40.7,58.1,85.2,238.0,146.0,,271.0
58,2867,三商壽,7.79,0.16,2.1,06/02,1.99,3.65,6.9,38.3,106.0,271.0,,,,
59,00757,統一FANG+,138.05,0.15,0.11,06/02,0.0,38.0,38.0,38.0,28.2,13.1,-24.4,-30.9,-38.6,26.2
60,3714,富采,69.2,-2.4,-3.35,06/02,9.25,10.9,11.4,37.0,23.4,81.1,153.0,241.0,270.0,180.0
61,3105,穩懋,519.0,-11.0,-2.08,06/02,7.06,8.6,21.2,36.2,37.7,59.0,25.9,46.7,-44.3,23.6
62,6690,安碁資訊,187.5,0.0,0.0,06/02,15.3,70.0,36.0,36.0,17.2,-5.56,-9.33,-52.8,-66.7,-53.1
63,00910,第一金太空衛星,79.85,-5.1,-6.0,06/02,1.82,36.0,36.0,36.0,424.0,82.0,18.5,-6.78,4.61,27.9
64,8261,富鼎,167.5,-6.5,-3.74,06/02,4.23,12.5,35.5,35.9,49.8,97.7,14.5,-37.3,174.0,-45.5
65,00928,中信上櫃ESG30,38.9,-1.08,-2.7,06/02,35.5,35.5,35.5,35.5,35.5,35.5,139.0,20.9,-76.3,20.9
66,00895,富邦未來車,52.55,0.1,0.19,06/02,13.9,13.9,35.4,35.4,34.8,68.4,0.0,-35.0,-71.8,-25.3
67,6907,雅特力-KY,127.5,-0.5,-0.39,06/02,0.0,9.52,13.1,35.3,32.7,72.5,,,,
