排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,00983A,主動中信ARK創新,11.04,-0.22,-1.95,06/11,7.33,7.32,6.76,6.79,10.1,13.6,26.8,27.1,,,,26.7
2,2413,環科,57.5,-2.1,-3.52,06/11,1.34,5.8,5.96,6.53,4.89,5.95,3.94,6.05,5.16,8.3,7.74,5.92
3,3441,聯一光,71.5,6.5,10.0,06/11,2.37,3.08,3.43,5.57,4.61,5.26,4.51,6.01,4.04,7.48,5.9,4.76
4,4542,科嶠,305.0,-22.0,-6.73,06/11,-0.09,3.15,3.1,5.26,5.17,3.77,3.36,5.23,3.6,6.31,6.19,5.03
5,3550,聯穎,28.6,0.15,0.53,06/11,3.33,4.07,4.43,5.18,8.71,9.05,10.5,10.2,9.48,11.5,12.4,11.3
6,6174,安碁,51.7,4.7,10.0,06/11,3.76,3.82,4.11,5.08,3.93,5.11,4.59,4.67,4.53,3.15,4.88,4.59
7,4741,泓瀚,81.0,0.1,0.12,06/11,-0.45,2.76,3.13,4.8,5.18,6.03,5.66,5.79,5.75,6.18,,5.76
8,5328,華容,43.2,-1.65,-3.68,06/11,-1.15,2.93,3.01,4.8,0.74,2.27,0.22,5.61,2.11,3.9,4.36,5.49
9,8047,星雲,52.3,0.6,1.16,06/11,-0.06,-0.07,-0.09,4.7,4.91,4.67,4.62,3.6,4.16,4.4,4.4,3.93
10,3624,光頡,110.0,-3.5,-3.08,06/11,-3.05,4.36,4.51,4.25,2.66,6.2,8.44,11.4,8.85,12.3,7.38,9.51
11,6278,台表科,192.0,4.0,2.13,06/11,1.0,2.28,2.95,4.09,4.04,-0.9,-2.65,-1.28,-1.48,-3.6,-2.36,0.58
12,2241,艾姆勒,40.05,-1.5,-3.61,06/11,0.07,1.18,1.62,3.84,1.89,1.51,-0.01,-0.7,2.58,-5.04,,-0.8
13,4971,IET-KY,518.0,-29.0,-5.3,06/11,1.31,2.78,3.29,3.73,2.36,0.4,1.78,-2.01,0.7,3.87,3.8,-2.2
14,1597,直得,143.5,-4.0,-2.71,06/11,1.94,2.54,2.58,3.68,1.14,-1.36,4.66,6.26,6.89,4.57,5.14,6.14
15,6155,鈞寶,84.1,7.6,9.93,06/11,2.66,3.33,0.38,3.55,3.07,4.23,3.05,5.5,5.02,5.38,12.3,5.71
16,4991,環宇-KY,530.0,-9.0,-1.67,06/11,2.33,3.21,2.92,3.36,1.43,3.08,3.84,11.7,14.2,11.9,0.45,3.97
17,6261,久元,94.5,-0.3,-0.32,06/11,1.13,1.56,2.36,3.31,2.33,0.09,-2.97,1.75,2.9,3.0,1.24,1.35
18,8289,泰藝,72.6,4.4,6.45,06/11,2.64,2.93,2.45,3.26,-1.34,0.34,2.3,2.26,2.32,2.46,2.31,2.23
19,3152,璟德,201.0,-5.5,-2.66,06/11,1.14,2.44,2.73,3.21,2.75,5.57,7.3,5.93,3.98,1.74,-1.66,7.02
20,6176,瑞儀,91.7,2.6,2.92,06/11,1.05,1.83,1.91,3.21,7.05,5.59,0.34,6.4,4.63,-6.63,-9.77,2.33
21,00661,元大日經225,82.85,0.4,0.49,06/11,1.34,1.61,2.42,3.13,3.54,4.64,5.31,5.4,8.3,16.5,,5.37
22,8070,長華*,58.8,1.2,2.08,06/11,0.72,1.5,1.59,3.09,4.56,5.16,7.18,7.07,3.86,6.66,6.59,10.8
23,00875,國泰網路資安,46.66,0.18,0.39,06/11,0.03,1.3,1.37,3.08,2.62,2.6,12.5,13.3,41.2,154.0,,14.0
24,6683,雍智科技,1390.0,-20.0,-1.42,06/11,1.62,2.29,2.19,3.05,2.03,4.58,1.11,4.32,8.05,4.15,,7.61
25,5410,國眾,44.15,4.0,9.96,06/11,1.85,2.0,2.29,3.04,1.98,3.33,3.93,4.01,4.01,5.13,5.9,4.06
26,00954,中信日本半導體,18.45,0.23,1.26,06/11,0.69,2.05,3.31,3.03,5.24,5.49,6.6,8.72,17.5,,,8.72
27,2609,陽明,51.1,0.5,0.99,06/11,0.67,0.97,1.52,3.02,5.74,6.44,3.26,8.96,4.86,8.07,13.3,6.06
28,6830,汎銓,515.0,15.5,3.1,06/11,-0.48,1.81,2.74,2.96,2.58,2.18,0.97,3.54,2.95,1.82,,4.29
29,6432,今展科,72.9,-3.0,-3.95,06/11,-1.77,1.57,2.56,2.92,1.67,5.29,4.03,3.89,5.34,4.63,5.43,4.52
30,3147,大綜,318.0,-2.0,-0.62,06/11,0.25,0.85,0.77,2.84,4.72,6.34,6.4,6.12,0.56,1.84,,6.13
31,00714,群益道瓊美國地產,21.96,0.09,0.41,06/11,0.53,1.17,1.42,2.82,2.35,6.11,11.5,18.0,18.8,19.2,,17.4
32,3036,文曄,232.5,-7.0,-2.92,06/11,0.7,1.02,1.39,2.78,4.37,3.47,4.5,3.36,4.46,2.16,-6.2,6.42
33,8227,巨有科技,173.5,-1.5,-0.86,06/11,1.28,2.14,2.23,2.76,1.82,0.63,1.36,1.14,-0.61,0.52,,0.29
