代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,外資 連續 買賣 日數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 日數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 日數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 日數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
1216,統一,73.8,0.2,0.27,06/05,2,1133,4.67,0.02,14,61988,23.4,1.09,2,192,0.79,0.0,2,3238,13.3,0.06
2492,華新科,416.0,24.0,6.12,06/05,2,2290,30.3,0.47,14,4217,4.32,0.87,1,264,5.92,0.05,2,3181,42.1,0.66
3293,鈊象,790.0,-10.0,-1.25,06/05,-4,-4637,-25.2,-1.65,14,10014,24.1,3.55,-1,-142,-3.7,-0.05,2,541,6.66,0.19
5871,中租-KY,118.0,-1.0,-0.84,06/05,-13,-40947,-20.9,-2.39,13,53369,27.2,3.12,-2,-51,-0.11,0.0,5,19656,18.2,1.15
2382,廣達,390.5,-13.5,-3.34,06/05,-5,-95520,-19.8,-2.47,12,216850,26.3,5.61,1,91,0.13,0.0,-1,-1476,-2.15,-0.04
2886,兆豐金,41.95,-0.15,-0.36,06/05,-1,-8312,-26.2,-0.06,12,118798,21.3,0.8,-1,-79,-0.25,0.0,-1,-8222,-25.9,-0.06
2887,台新新光金,28.6,0.05,0.18,06/05,1,15793,11.6,0.06,12,581613,26.5,2.34,1,1697,1.25,0.01,5,332100,29.5,1.34
6274,台燿,1610.0,-85.0,-5.01,06/05,-2,-604,-5.22,-0.21,11,6603,8.81,2.27,-9,-1751,-2.44,-0.6,-2,-562,-4.86,-0.19
2379,瑞昱,643.0,19.0,3.04,06/05,-7,-13886,-25.3,-2.69,10,17029,25.0,3.3,1,11,0.12,0.0,-2,-153,-0.94,-0.03
2412,中華電,141.0,-0.5,-0.35,06/05,-4,-15181,-25.7,-0.2,10,31475,17.8,0.41,3,2016,5.1,0.03,-1,-3971,-34.3,-0.05
5880,合庫金,23.45,-0.25,-1.05,06/05,-1,-2376,-8.26,-0.02,10,2907,0.95,0.02,3,976,0.93,0.01,-1,-2184,-7.6,-0.01
1303,南亞,104.5,-6.5,-5.86,06/05,1,3182,5.93,0.04,8,14731,1.81,0.19,-1,-999,-1.86,-0.01,6,103836,17.3,1.31
