Unnamed: 0_level_0_Unnamed: 0_level_1,Unnamed: 1_level_0_Unnamed: 1_level_1,Unnamed: 2_level_0_Unnamed: 2_level_1,交易口數與契約金額_多方,交易口數與契約金額_多方,交易口數與契約金額_空方,交易口數與契約金額_空方,交易口數與契約金額_多空淨額,交易口數與契約金額_多空淨額,未平倉餘額_多方,未平倉餘額_多方,未平倉餘額_空方,未平倉餘額_空方,未平倉餘額_多空淨額,未平倉餘額_多空淨額
1,臺股期貨,自營商,13158,122165226,10703,99395374,2455,22769852,7647,71116316,4370,40678851,3277,30437465
1,臺股期貨,投信,1469,13630490,892,8287776,577,5342714,66066,613184972,5309,49292113,60757,563892859
1,臺股期貨,外資,96344,894829587,101221,940127312,-4877,-45297725,7263,67424621,90868,843522910,-83605,-776098289
2,電子期貨,自營商,171,2047314,147,1757920,24,289394,18,216229,108,1295093,-90,-1078864
2,電子期貨,投信,0,0,0,0,0,0,167,2002597,0,0,167,2002597
2,電子期貨,外資,592,7079853,635,7595158,-43,-515306,21,251824,243,2913959,-222,-2662135
3,金融期貨,自營商,141,447040,158,501359,-17,-54319,13,40971,127,400242,-114,-359271
3,金融期貨,投信,0,0,0,0,0,0,11,34668,0,0,11,34668
3,金融期貨,外資,549,1742653,528,1675324,21,67329,159,501104,148,466437,11,34667
4,小型臺指期貨,自營商,14024,32619829,16081,37426898,-2057,-4807069,1852,4341191,11222,26170283,-9370,-21829092
4,小型臺指期貨,投信,3,6973,4,9279,-1,-2307,101,234355,82,190269,19,44086
4,小型臺指期貨,外資,204424,474766565,208413,484055507,-3989,-9288942,3327,7720591,2445,5684368,882,2036223
5,微型臺指期貨,自營商,19526,9106740,35082,16326635,-15556,-7219895,2643,1243241,49340,22972063,-46697,-21728822
5,微型臺指期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
5,微型臺指期貨,外資,289786,134608437,292525,135890025,-2739,-1281588,3084,1431192,3621,1680981,-537,-249789
6,小型電子期貨,自營商,193,289108,264,395436,-71,-106327,2,2998,234,350786,-232,-347788
6,小型電子期貨,投信,0,0,0,0,0,0,69,103428,0,0,69,103428
6,小型電子期貨,外資,1087,1627020,1068,1598960,19,28060,22,32977,19,28480,3,4497
7,小型金融期貨,自營商,118,93521,175,138609,-57,-45089,12,9455,98,77213,-86,-67758
7,小型金融期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
7,小型金融期貨,外資,339,268555,341,270094,-2,-1539,3,2364,3,2364,0,0
8,股票期貨,自營商,56788,28922063,72850,29702552,-16062,-780489,55042,19101452,386123,250567982,-331081,-231466530
8,股票期貨,投信,4600,1649668,0,0,4600,1649668,7725,4371525,255,48858,7470,4322667
8,股票期貨,外資,536072,280231211,541008,275814753,-4936,4416458,142403,131152574,668405,447108051,-526002,-315955477
9,ETF期貨,自營商,5224,3373367,8098,4094836,-2874,-721468,11103,3789026,36629,22580889,-25526,-18791863
9,ETF期貨,投信,0,0,0,0,0,0,4424,3803815,50,20630,4374,3783185
9,ETF期貨,外資,9703,6928338,9956,6920284,-253,8054,15776,13689016,3422,2505691,12354,11183325
10,櫃買指數期貨,自營商,0,0,0,0,0,0,0,0,0,0,0,0
10,櫃買指數期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
10,櫃買指數期貨,外資,0,0,0,0,0,0,0,0,0,0,0,0
11,非金電期貨,自營商,104,160060,111,170855,-7,-10795,102,158371,91,141296,11,17075
11,非金電期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
11,非金電期貨,外資,9,13831,9,13819,0,12,25,38875,3,4665,22,34210
12,富櫃200期貨,自營商,17,17317,17,17299,0,18,1,1029,20,20575,-19,-19546
12,富櫃200期貨,投信,0,0,0,0,0,0,25,25719,0,0,25,25719
12,富櫃200期貨,外資,4,4095,4,4093,0,2,0,0,0,0,0,0
13,臺灣中型100期貨,自營商,3088,1128137,3026,1105004,62,23134,587,220113,465,174385,122,45728
13,臺灣中型100期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
