排名,代號,名稱,成交,漲跌 價,漲跌 幅,成交 張數,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,2353,宏碁,34.0,-0.4,-1.16,38387,06/22,1325,4604,9251,9251,8075,8183,9240.0,8816.0,9097.0,8392.0
2,6116,彩晶,19.95,1.15,6.12,316411,06/22,1903,3893,3236,3372,-5390,5162,6776.0,6697.0,6753.0,6616.0
3,6182,合晶,116.5,-3.5,-2.92,82869,06/22,-78,184,2534,3258,3873,4587,4988.0,4572.0,5552.0,4576.0
4,2344,華邦電,222.0,3.5,1.6,403195,06/22,-944,768,457,2024,595,2735,5692.0,-20474.0,2144.0,-23476.0
5,1802,台玻,76.6,5.3,7.43,172734,06/22,319,237,340,1625,1313,305,-5635.0,-4896.0,2541.0,-4614.0
6,1303,南亞,152.5,13.5,9.71,56847,06/22,-75,-48,657,1522,1465,1747,4754.0,-1593.0,3493.0,-1061.0
7,1714,和桐,18.35,-2.0,-9.83,26230,06/22,-2043,715,321,1227,2078,2131,2133.0,2133.0,2130.0,2129.0
8,2408,南亞科,505.0,45.5,9.9,96420,06/22,224,406,562,901,1136,1061,2039.0,-13863.0,-15590.0,-13986.0
9,6190,萬泰科,83.7,0.8,0.97,8903,06/22,296,560,911,844,136,811,1159.0,872.0,678.0,976.0
10,1905,華紙,18.45,1.35,7.89,73132,06/22,38,256,816,842,473,867,849.0,855.0,798.0,854.0
11,2464,盟立,173.0,1.0,0.58,23282,06/22,358,569,660,705,195,165,1434.0,1258.0,1315.0,1288.0
12,00403A,主動統一升級50,11.38,0.35,3.17,400006,06/22,-17,258,466,694,-2158,674,,,,
13,1605,華新,40.75,1.75,4.49,91792,06/22,110,126,-24,605,835,241,-158.0,-305.0,-6028.0,-400.0
14,3090,日電貿,335.5,3.0,0.9,27078,06/22,791,725,812,561,885,223,1172.0,1111.0,1096.0,1085.0
15,6414,樺漢,381.0,-2.0,-0.52,1229,06/22,21,177,339,528,519,411,528.0,469.0,524.0,477.0
16,6834,天二科技,111.5,10.0,9.85,9673,06/22,367,380,457,520,605,353,605.0,605.0,588.0,605.0
17,00680L,元大美債20正2,7.05,-0.06,-0.84,23400,06/22,-21,102,278,495,433,705,768.0,471.0,-711.0,767.0
18,00981A,主動統一台股增長,32.23,0.73,2.32,267932,06/22,-42,304,364,488,-1558,-2860,289.0,-485.0,486.0,-1890.0
19,5328,華容,58.0,1.5,2.65,44591,06/22,-96,35,-884,463,672,678,925.0,369.0,958.0,422.0
20,2337,旺宏,185.5,16.5,9.76,136156,06/22,593,633,603,452,70,102,1941.0,-5460.0,-2455.0,-5278.0
21,2105,正新,30.05,0.4,1.35,20028,06/22,-611,-582,437,437,411,436,437.0,400.0,292.0,390.0
22,2890,永豐金,39.8,0.0,0.0,93780,06/22,23,36,86,433,461,456,471.0,256.0,210.0,351.0
23,2478,大毅,235.5,1.5,0.64,2584,06/22,-623,38,269,415,635,255,754.0,735.0,769.0,733.0
24,00637L,元大滬深300正2,22.64,0.57,2.58,32972,06/22,248,500,212,397,-30,298,3910.0,-2797.0,8511.0,-2716.0
25,2342,茂矽,58.6,3.4,6.16,35417,06/22,-20,251,284,397,425,330,459.0,294.0,463.0,324.0
