排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,2002,中鋼,19.35,0.15,0.78,06/24,-15557,-111715,-126668,-124306,-82397,50131,197866.0,104023.0,279149.0,98223.0
2,2303,聯電,178.0,8.0,4.71,06/24,-12516,-27052,-28493,-67647,-98594,-398115,-342094.0,-431290.0,-920278.0,-398143.0
3,00981A,主動統一台股增長,31.48,-0.12,-0.38,06/24,9285,8687,4226,-66450,-228910,-182724,-47362.0,64897.0,117629.0,78042.0
4,2618,長榮航,44.0,1.05,2.44,06/24,-8532,-11674,-41411,-59481,-79981,-7708,71967.0,25394.0,74801.0,33085.0
5,6770,力積電,85.7,7.1,9.03,06/24,-19204,-44322,-66505,-58544,-49175,-1667,164611.0,205405.0,138742.0,204484.0
6,1301,台塑,54.5,4.95,9.99,06/24,-3208,-27189,-41612,-44917,-20597,-11320,-113069.0,-101094.0,-137347.0,-113124.0
7,2891,中信金,69.9,-2.5,-3.45,06/24,-15994,-12868,-13385,-40392,-60480,-31687,66360.0,131548.0,-46160.0,137189.0
8,5880,合庫金,24.4,-0.15,-0.61,06/24,-13646,-11185,-19725,-31563,-48218,-37201,36141.0,79621.0,48905.0,79401.0
9,00919,群益台灣精選高息,30.21,-0.37,-1.21,06/24,-427,-6769,-20862,-30867,-11688,34584,-30926.0,-47804.0,-163293.0,-28098.0
10,00403A,主動統一升級50,11.04,-0.06,-0.54,06/24,-539,-8239,-8872,-28911,-2580,52215,,,,
11,2449,京元電子,333.5,4.0,1.21,06/24,-16208,-22356,-21686,-25088,-12699,-65601,-12540.0,12134.0,18322.0,23867.0
12,1802,台玻,69.3,-0.6,-0.86,06/24,-4500,-9284,-18285,-24857,-15064,-22718,9518.0,-7527.0,14137.0,-13576.0
13,2812,台中銀,19.85,-0.15,-0.75,06/24,-5967,-6951,-16117,-23418,-22368,-1178,74814.0,114080.0,120399.0,107002.0
14,00992A,主動群益科技創新,18.74,-0.21,-1.11,06/24,-1367,-1633,-5652,-21160,-39668,-7039,20331.0,,,32194.0
15,1314,中石化,7.99,0.14,1.78,06/24,-18061,-16709,-17577,-20193,-28946,-43299,1891.0,7285.0,4066.0,7504.0
16,2887,台新新光金,31.6,-0.55,-1.71,06/24,-2554,-10389,-16957,-19125,-48506,24275,26955.0,8371.0,-1061667.0,15358.0
17,2408,南亞科,443.5,-11.0,-2.42,06/24,-3262,-6653,-11320,-18637,-17884,-33270,-22410.0,-15839.0,-29892.0,-9737.0
18,2324,仁寶,37.9,1.35,3.69,06/24,-740,-9392,-10501,-16456,-29146,-261774,-265561.0,-150855.0,145067.0,-140802.0
19,2489,瑞軒,47.1,-0.25,-0.53,06/24,-1039,-1918,-6069,-15656,-19455,-15110,11076.0,28186.0,26637.0,28802.0
20,0056,元大高股息,53.15,-0.45,-0.84,06/24,-702,-2676,-6881,-15573,-18554,-37002,-27691.0,-58448.0,-31729.0,-62272.0
21,00878,國泰永續高股息,33.66,-0.32,-0.94,06/24,152,-12394,-13194,-15373,13008,36668,46565.0,28655.0,3423.0,39509.0
22,2834,臺企銀,17.8,0.15,0.85,06/24,-14204,-11383,-7937,-14957,-14911,-41029,132634.0,253229.0,212573.0,252535.0
23,2801,彰銀,22.9,-0.3,-1.29,06/24,-3365,-3366,-13498,-12750,-15795,2590,21541.0,19378.0,16411.0,19648.0
24,3711,日月光投控,653.0,-9.0,-1.36,06/24,-3740,-7794,-10226,-12434,-16799,-29635,11224.0,14570.0,-51721.0,15159.0
25,6147,頎邦,249.0,-9.0,-3.49,06/24,-4678,-3921,-10356,-12115,-19128,-18090,23894.0,29508.0,24039.0,29533.0
26,2609,陽明,51.6,0.3,0.58,06/24,-3020,-2850,-390,-12009,-40421,-137586,-87672.0,-128851.0,-103255.0,-100039.0
27,00937B,群益ESG投等債20+,14.99,0.1,0.67,06/24,0,2,3,-11792,-13792,-30504,-47512.0,-56065.0,-106990.0,-56065.0
28,00664R,國泰臺灣加權反1,1.62,0.01,0.62,06/24,373,-10228,-10818,-10818,-11889,-9388,-9891.0,-4197.0,15436.0,-4744.0
29,1605,華新,38.15,0.35,0.93,06/24,-634,-3698,-4164,-10223,-15558,-18447,-48714.0,-138841.0,46436.0,-127259.0
30,2610,華航,23.25,0.95,4.26,06/24,-1340,-1911,-4529,-10127,-17486,-181469,-194536.0,-155904.0,-125225.0,-127149.0
31,0050,元大台灣50,107.15,-2.95,-2.68,06/24,-106,-1937,-2814,-8860,14184,52252,7238.0,16210.0,81355.0,23712.0
32,00939,統一台灣高息動能,21.54,-0.28,-1.28,06/24,-2021,-3006,-3917,-8485,-12235,-15338,409.0,-942.0,161.0,-949.0
33,3714,富采,71.2,1.1,1.57,06/24,-2875,-5735,-6954,-8473,-11133,8236,23377.0,24968.0,27964.0,24233.0
34,2441,超豐,142.5,6.5,4.78,06/24,-6935,-7600,-8520,-8398,-6837,-3533,978.0,-98.0,11358.0,-2648.0
35,6176,瑞儀,90.2,0.2,0.22,06/24,-3920,-5039,-6031,-8395,-14498,-26896,741.0,753.0,618.0,4033.0
36,2337,旺宏,172.0,0.0,0.0,06/24,-169,-2216,-5340,-8371,-6040,-16111,-5139.0,-80067.0,-85405.0,-91054.0
37,1402,遠東新,28.45,-0.2,-0.7,06/24,539,-3091,-3098,-8349,3157,-182149,-44943.0,18285.0,29260.0,17201.0
38,2606,裕民,61.4,-0.3,-0.49,06/24,-1054,-3843,-5161,-8323,-6388,-5650,-6687.0,-10623.0,-18072.0,-12252.0
39,2883,凱基金,29.8,-0.3,-1.0,06/24,-4422,-3816,-5257,-8288,18392,116993,132685.0,137199.0,60174.0,137162.0
40,1313,聯成,11.8,0.35,3.06,06/24,-7113,-7205,-7437,-8045,-10926,-15365,-9550.0,10961.0,6482.0,10747.0
41,2845,遠東銀,13.0,-0.1,-0.76,06/24,-13024,-12698,-9537,-7934,-10869,2680,36725.0,56919.0,41637.0,56915.0
42,1326,台化,57.7,5.2,9.9,06/24,-917,-1488,-3515,-7747,-10685,-11205,-81131.0,-70988.0,-107705.0,-74074.0
43,2340,台亞,42.0,-1.55,-3.56,06/24,-3129,-4830,-5654,-7631,-7551,-5843,-2227.0,-8691.0,-1506.0,-8973.0
44,6005,群益證,38.55,-1.2,-3.02,06/24,-885,-2612,-2962,-7102,-12972,-30613,3314.0,3223.0,-39317.0,473.0
45,8070,長華*,57.8,-0.8,-1.37,06/24,-1083,-3294,-5130,-7042,-6997,-8262,-6801.0,-20517.0,-17655.0,-19545.0
46,6182,合晶,116.0,1.5,1.31,06/24,-5856,-9130,-8962,-6888,-7231,-6797,-25703.0,-24609.0,4572.0,-24114.0
47,2633,台灣高鐵,25.95,0.2,0.78,06/24,-676,-778,-2743,-6697,-6587,-89106,-49329.0,8269.0,1238.0,9552.0
48,00940,元大台灣價值高息,12.66,-0.03,-0.24,06/24,-4092,-4092,-5383,-6642,-12332,-41368,-5684.0,21311.0,13024.0,21521.0
49,2301,光寶科,216.5,-7.0,-3.13,06/24,-3652,-5085,-5497,-6630,-1992,-2544,-28736.0,17386.0,10898.0,21052.0
50,00830,國泰費城半導體,96.7,-2.6,-2.62,06/24,772,-959,-2694,-6503,-3751,-23,-2076.0,16722.0,12554.0,14175.0
51,00981B,第一金優選非投債,9.2,0.03,0.33,06/24,0,0,-2833,-6333,-7691,-8144,12966.0,10724.0,30982.0,10724.0
52,2369,菱生,43.3,-1.25,-2.81,06/24,-4181,-4233,-4737,-5761,-3240,-3253,-4245.0,-4430.0,-153.0,-5482.0
53,00918,大華優利高填息30,32.08,0.08,0.25,06/24,-193,-193,-12247,-5728,523,5845,15220.0,-18947.0,-22807.0,-18306.0
54,6962,奕力-KY,39.9,0.9,2.31,06/24,-3752,-4322,-4975,-5521,-5041,-3217,-19.0,-2820.0,15613.0,-2914.0
55,00712,復華富時不動產,8.6,0.07,0.82,06/24,-6000,-6075,-6242,-5168,-1825,11003,-33328.0,14389.0,-34848.0,14389.0
56,4763,材料*-KY,45.0,-1.65,-3.54,06/24,-834,-1811,-2209,-5042,-5628,-7830,-11292.0,-9407.0,80023.0,-9672.0
57,3702,大聯大,106.5,-1.5,-1.39,06/24,-78,-548,-1193,-4980,-8491,-9584,2048.0,8796.0,2199.0,10023.0
58,3715,定穎投控,179.5,-0.5,-0.28,06/24,-2266,-2855,-3804,-4918,-5009,-7938,-1048.0,-3038.0,5386.0,-1459.0
59,3105,穩懋,478.0,-44.0,-8.43,06/24,-2966,-3151,-3624,-4607,-2513,4934,7099.0,3721.0,-4122.0,3989.0
60,1815,富喬,106.5,6.0,5.97,06/24,-5607,-5601,-5646,-4574,-5659,-4699,17263.0,10899.0,37175.0,27753.0
61,2897,王道銀行,10.55,-0.1,-0.94,06/24,-4357,-4357,-4603,-4562,-7927,-11991,-17911.0,-9899.0,-9957.0,-7816.0
62,2376,技嘉,339.0,8.5,2.57,06/24,354,835,453,-4523,-5289,-192,-10393.0,13695.0,24513.0,11223.0
63,6191,精成科,98.4,-0.7,-0.71,06/24,-1258,-1291,-2057,-4457,-3957,-1797,15310.0,11345.0,18863.0,9725.0
64,1722,台肥,47.7,0.1,0.21,06/24,-1183,-1405,-2077,-4429,-8420,-16316,4408.0,6406.0,9486.0,8682.0
65,3019,亞光,155.5,3.0,1.97,06/24,-684,-691,-1205,-4429,-5280,-8391,-6695.0,-5024.0,1685.0,-4629.0
66,1718,中纖,9.23,-0.02,-0.22,06/24,-1647,-1856,-2122,-4321,-5228,-4357,5853.0,5640.0,7126.0,5365.0
67,00881,國泰台灣科技龍頭,55.35,-1.35,-2.38,06/24,0,-3976,-3846,-4249,-5593,-9349,-10854.0,9007.0,8924.0,6785.0
68,2006,東和鋼鐵,69.8,0.1,0.14,06/24,-1955,-3538,-3775,-4219,-2874,-2228,4989.0,4040.0,5075.0,4354.0
69,3042,晶技,190.5,0.0,0.0,06/24,-1128,-2319,-2742,-4212,-144,839,-111.0,-8534.0,-14114.0,-8921.0
70,2915,潤泰全,52.6,-0.2,-0.38,06/24,-1845,-1797,-2699,-4067,-4498,-3022,2870.0,13169.0,25646.0,12302.0
71,3045,台灣大,119.5,0.5,0.42,06/24,-1878,-2135,-2735,-4043,-3310,-1085,-3956.0,-430.0,21718.0,-13075.0
72,006208,富邦台50,247.95,-6.4,-2.52,06/24,31,-2504,-2314,-4040,-4026,-5933,-6955.0,-2773.0,-25860.0,-1965.0
73,2515,中工,13.2,-0.1,-0.75,06/24,-184,-1899,-3269,-3961,-2364,10634,38378.0,40090.0,51862.0,37558.0
74,1785,光洋科,144.0,-5.5,-3.68,06/24,-568,-1234,-2073,-3871,81,20891,33991.0,32310.0,19451.0,31001.0
75,2344,華邦電,205.0,-6.5,-3.07,06/24,712,-6303,18,-3689,3918,-10427,26156.0,129528.0,102917.0,138319.0
76,8150,南茂,103.0,-3.5,-3.29,06/24,-216,-684,-3113,-3653,-3856,-8954,-2025.0,-4183.0,-5477.0,-7830.0
77,3037,欣興,931.0,-43.0,-4.41,06/24,-3130,-3522,-3716,-3651,-3460,-2460,1517.0,2243.0,-37821.0,874.0
78,2014,中鴻,17.8,0.1,0.56,06/24,-781,-1143,-1612,-3650,-3764,-13767,-38586.0,-29140.0,-16245.0,-28883.0
79,2401,凌陽,34.8,2.0,6.1,06/24,-206,-131,-677,-3626,-3332,-1467,-6801.0,-11345.0,-229.0,-10593.0
80,8039,台虹,148.0,2.5,1.72,06/24,-567,-1188,-1551,-3617,-4034,-3178,-2148.0,-3314.0,-4349.0,-2944.0
81,2328,廣宇,51.2,-0.5,-0.97,06/24,-241,-628,-3144,-3567,-3614,-7995,-8595.0,-17298.0,18167.0,-17962.0
82,6443,元晶,37.05,-0.45,-1.2,06/24,-207,-772,-2767,-3520,-3646,-4244,-3441.0,-67.0,-9782.0,1509.0
83,2405,輔信,18.6,0.1,0.54,06/24,-1158,-1227,-2550,-3483,-4679,-2560,-619.0,3256.0,-1696.0,3433.0
84,00673R,期元大S&P原油反1,15.27,0.22,1.46,06/24,-975,-1152,-1538,-3363,-4987,-8489,1854.0,12505.0,9650.0,12505.0
85,8105,凌巨,23.5,2.1,9.81,06/24,-2772,-3908,-4354,-3327,2064,4102,4434.0,5549.0,4768.0,5423.0
86,2027,大成鋼,40.55,0.55,1.38,06/24,-677,-796,-1463,-3245,-5702,-42843,-70616.0,12621.0,31445.0,-6921.0
87,1904,正隆,22.15,0.45,2.07,06/24,-1131,-1131,-1306,-3184,-3168,-3423,-4342.0,-3812.0,-8310.0,-3833.0
88,6269,台郡,79.0,-4.8,-5.73,06/24,-1525,-823,-2145,-3141,-4097,-3252,-800.0,1072.0,-10290.0,1247.0
89,2355,敬鵬,55.9,-0.2,-0.36,06/24,-1296,-1262,-1855,-3115,-3667,4119,2363.0,-263.0,7782.0,-440.0
90,2882,國泰金,110.0,-3.5,-3.08,06/24,-1667,-1948,-1363,-3102,-14230,-61224,-9174.0,-72396.0,-360468.0,-53894.0
91,2436,偉詮電,76.2,-1.3,-1.68,06/24,-841,-2166,-2210,-3046,-3306,-6354,2964.0,762.0,5392.0,681.0
92,00662,富邦NASDAQ,120.45,-1.05,-0.86,06/24,-1565,-2065,-2190,-3024,-2646,4234,11373.0,24596.0,31587.0,24983.0
93,1909,榮成,9.72,0.08,0.83,06/24,-1892,-2155,-2311,-3003,-4060,-409,11577.0,11510.0,7968.0,11507.0
94,2323,中環,11.7,0.35,3.08,06/24,-1764,-1526,-2462,-2895,-4632,-3179,2689.0,6571.0,1346.0,6602.0
95,00916,國泰全球品牌50,25.04,0.19,0.76,06/24,0,0,0,-2890,-2990,1919,1774.0,1543.0,-275.0,1543.0
96,1227,佳格,29.05,-0.1,-0.34,06/24,-724,-1978,-2140,-2857,-5044,-8314,-4482.0,-953.0,4480.0,-849.0
97,1477,聚陽,217.0,2.0,0.93,06/24,-1624,-2228,-2389,-2854,-2854,-2717,-2202.0,4023.0,3486.0,5642.0
98,2034,允強,20.4,-0.15,-0.73,06/24,-281,-283,-1157,-2797,-3330,-2138,-3193.0,1468.0,14687.0,2686.0
99,0052,富邦科技,63.05,-1.55,-2.4,06/24,513,-1645,-1728,-2668,-3943,-5419,-25157.0,6463.0,18150.0,7328.0
100,2889,國票金,14.95,-0.05,-0.33,06/24,-2519,-1828,-2977,-2661,-3278,-2712,14206.0,16138.0,-17191.0,14611.0
101,3035,智原,230.5,-2.5,-1.07,06/24,-275,-373,-1570,-2634,-4327,-5596,-5040.0,-6851.0,10581.0,-6851.0
102,2023,燁輝,13.65,0.0,0.0,06/24,-2828,-2774,-2726,-2608,-3185,394,13944.0,27886.0,26393.0,27012.0
103,2327,國巨*,1050.0,30.0,2.94,06/24,12,-195,-818,-2581,-7452,-10176,-1633.0,-9799.0,-2922.0,-14442.0
104,9921,巨大,73.6,-0.1,-0.14,06/24,-1737,-1997,-2016,-2552,-2482,208,4042.0,6367.0,4129.0,5957.0
105,00891,中信關鍵半導體,37.76,-0.94,-2.43,06/24,-10,-10,-10,-2546,-3059,-12347,2937.0,2509.0,-5782.0,4509.0
106,2338,光罩,51.6,-1.3,-2.46,06/24,-1153,-1111,-1640,-2477,-1361,978,-494.0,-1430.0,2842.0,-1511.0
107,2356,英業達,66.4,0.3,0.45,06/24,-2383,-1331,4916,-2471,-10763,2466,-101812.0,-56348.0,-57877.0,-69714.0
108,2363,矽統,69.2,3.3,5.01,06/24,-654,225,-707,-2431,-2134,2042,-11329.0,-18498.0,15963.0,-18765.0
109,2409,友達,30.5,1.45,4.99,06/24,3015,4765,-1678,-2400,-1140,9964,7200.0,547781.0,607900.0,520710.0
110,2426,鼎元,93.3,-1.4,-1.48,06/24,-402,-3304,-3376,-2378,-294,10688,15262.0,16173.0,14112.0,15812.0
111,2312,金寶,38.0,3.45,9.99,06/24,1456,63,-662,-2374,7899,-4922,-2007.0,-69056.0,35841.0,-71109.0
112,1504,東元,71.9,-0.3,-0.42,06/24,3368,2294,-681,-2367,7021,-19302,17033.0,10501.0,56095.0,42023.0
113,00935,野村臺灣新科技50,61.9,-1.3,-2.06,06/24,999,-1315,-1441,-2348,-3755,-4170,-677.0,1547.0,903.0,1804.0
114,1304,台聚,13.6,0.8,6.25,06/24,-698,-111,-103,-2308,-2708,-2458,9726.0,23066.0,18226.0,22227.0
115,2392,正崴,39.25,0.0,0.0,06/24,-460,-440,-1007,-2243,-2617,-7136,-8081.0,-7754.0,-6149.0,-7787.0
116,1717,長興,73.9,2.2,3.07,06/24,-910,-1167,-1832,-2232,-298,-15916,14431.0,26249.0,46202.0,29569.0
117,2388,威盛,78.6,-1.0,-1.26,06/24,-235,-1457,-2682,-2218,-2852,3927,-988.0,-1340.0,1788.0,-2089.0
118,1308,亞聚,14.25,0.65,4.78,06/24,-1134,-1039,-1001,-2213,-3056,-5018,4203.0,14880.0,11081.0,14764.0
119,3374,精材,312.0,11.0,3.65,06/24,-85,-634,-1379,-2206,-3642,15,611.0,-5733.0,-5894.0,-5608.0
120,2399,映泰,54.3,3.4,6.68,06/24,-1478,-1966,-2358,-2183,-2400,-3340,1732.0,-3518.0,3865.0,-3713.0
121,3048,益登,69.0,-0.3,-0.43,06/24,-769,-1763,-1729,-2171,909,1569,-4365.0,-8182.0,747.0,-7500.0
122,2547,日勝生,10.85,-0.1,-0.91,06/24,-960,-993,-1196,-2156,-2738,791,12136.0,12645.0,10928.0,12723.0
123,2329,華泰,56.1,0.4,0.72,06/24,-1701,-1685,-2152,-2143,-2319,-9476,-886.0,6634.0,633.0,6580.0
124,00946,群益科技高息成長,15.33,-0.13,-0.84,06/24,-38,-711,-2116,-2116,-2116,-2119,229.0,-6472.0,-4832.0,-6919.0
125,2103,台橡,21.95,1.05,5.02,06/24,-609,-1358,-1462,-2095,-1876,-2456,-1891.0,2165.0,2332.0,1876.0
126,2634,漢翔,49.3,-0.4,-0.8,06/24,-250,-824,-963,-2038,-2686,-4442,4736.0,-2003.0,2231.0,-4028.0
127,3413,京鼎,311.0,-1.0,-0.32,06/24,-380,-723,-692,-2034,-2476,-2464,-3616.0,-155.0,4231.0,-1144.0
128,5351,鈺創,91.9,0.9,0.99,06/24,-267,-648,-923,-2034,-2666,-3805,-1700.0,-8804.0,-9009.0,-9836.0
129,4919,新唐,186.0,-8.5,-4.37,06/24,-1006,-1397,-2019,-2006,-7586,-10137,-1427.0,4789.0,6406.0,4381.0
130,1727,中華化,95.0,-1.5,-1.55,06/24,-1205,-1418,-1762,-1982,-2052,-1706,632.0,-2318.0,581.0,-1793.0
131,2820,華票,17.7,0.0,0.0,06/24,-1469,-2001,-1974,-1953,-1830,-1575,-87.0,243.0,-1678.0,243.0
132,00688L,國泰20年美債正2,6.98,0.02,0.29,06/24,-1656,-1656,-1656,-1906,-1999,-2805,-15978.0,-43727.0,-52445.0,-43326.0
133,00670L,富邦NASDAQ正2,206.1,-5.3,-2.51,06/24,0,0,0,-1902,-1868,-1607,-2151.0,1326.0,3753.0,1280.0
134,2360,致茂,2160.0,-105.0,-4.64,06/24,-425,-615,-1090,-1865,-2023,-1200,-1550.0,-5654.0,-3633.0,-3692.0
135,6757,台灣虎航,62.8,1.5,2.45,06/24,279,-884,-1056,-1859,-3763,-8696,-7224.0,-8252.0,-62.0,-5986.0
136,2207,和泰車,477.5,-7.5,-1.55,06/24,-430,-2234,-2250,-1843,-951,-800,3384.0,8875.0,8139.0,8419.0
137,00665L,富邦恒生國企正2,7.98,-0.02,-0.25,06/24,-40,-1179,-1274,-1815,-1575,-2286,-6106.0,-11735.0,-26860.0,-11744.0
138,1711,永光,47.7,0.7,1.49,06/24,-1080,-869,-1215,-1800,-2777,-1251,4141.0,3372.0,21328.0,3146.0
139,8131,福懋科,74.9,0.1,0.13,06/24,-100,-11,-250,-1734,-2881,-8212,-6248.0,-3734.0,1111.0,-4762.0
140,2354,鴻準,58.0,1.4,2.47,06/24,345,725,33,-1732,3273,-3640,31803.0,34936.0,58284.0,35518.0
141,00982A,主動群益台灣強棒,24.62,-0.17,-0.69,06/24,-1015,-1015,-1602,-1730,136,-15461,14631.0,25185.0,44729.0,35516.0
142,1305,華夏,13.3,0.65,5.14,06/24,-1078,-1012,-1200,-1730,-1748,-2146,1753.0,8363.0,6640.0,7997.0
143,1434,福懋,16.95,0.35,2.11,06/24,-1457,-1288,-1445,-1662,-2075,-2090,1378.0,782.0,-7804.0,531.0
144,00900,富邦特選高股息30,19.69,-0.1,-0.51,06/24,206,-838,-1816,-1619,-1288,-6960,-4113.0,-25971.0,-8776.0,-15722.0
